place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
2377,0,83.58,awe419,Trey McBride,Javonte Williams,Jakobi Meyers,Tony Pollard,Daniel Jones,DeVonta Smith
2380,0,83.54,antoniorichard1628,Jayden Daniels,Ja'Marr Chase,Jake Ferguson,Kenneth Walker III,Chase Brown,Darius Slayton
2380,0,83.54,majfeb17,Jaxon Smith-Njigba,Javonte Williams,Brock Bowers,Chris Godwin,Sam Darnold,Adonai Mitchell
2380,0,83.54,patrickbarnesyoutube,Jahmyr Gibbs,Brock Bowers,Emeka Egbuka,Tony Pollard,Chris Olave,Daniel Jones
2380,0,83.54,bsperf,De'Von Achane,Emeka Egbuka,Jayden Daniels,A.J. Brown,Zay Flowers,Dalton Schultz
2380,0,83.54,fantasygrinder,Jonathan Taylor,David Montgomery,Tyler Warren,Wan'Dale Robinson,Tee Higgins,Geno Smith
2380,0,83.54,kirbstomp8282,Cam Skattebo,George Pickens,Jayden Daniels,Sam LaPorta,Zay Flowers,J.K. Dobbins
2386,0,83.52,danjpreciado,Amon-Ra St. Brown,Justin Fields,Jake Ferguson,Jakobi Meyers,Chase Brown,Zay Flowers
2386,0,83.52,nf42,Jahmyr Gibbs,Tetairoa McMillan,Brock Bowers,Michael Pittman Jr.,Rico Dowdle,Bryce Young
2386,0,83.52,krutches93,Saquon Barkley,Justin Fields,Jake Ferguson,Woody Marks,Chris Olave,Tre Tucker
2389,0,83.5,urbanik,Jahmyr Gibbs,Emeka Egbuka,Jalen Hurts,Kenneth Walker III,Dallas Goedert,Malik Washington
2389,0,83.5,sickodank,Garrett Wilson,Tetairoa McMillan,Courtland Sutton,Jalen Hurts,Kendre Miller,Theo Johnson
2389,0,83.5,nez,Jonathan Taylor,A.J. Brown,Jalen Hurts,Chris Olave,Chase Brown,Dallas Goedert
2392,0,83.48,thesequel21,Bucky Irving,George Pickens,Marvin Harrison,Chase Brown,Dak Prescott,Darren Waller
2393,0,83.46,awolff225,De'Von Achane,Quentin Johnston,Brock Bowers,Zay Flowers,Tony Pollard,C.J. Stroud
2394,0,83.44,lazykid,Jaxon Smith-Njigba,Trey McBride,Jayden Daniels,Rachaad White,Zay Flowers,Wan'Dale Robinson
2394,0,83.44,ingelx,Ashton Jeanty,Javonte Williams,Marvin Harrison,Zach Ertz,Tee Higgins,Jake Browning
2394,0,83.44,warng60,Amon-Ra St. Brown,Jayden Daniels,Deebo Samuel,Zach Ertz,Tony Pollard,Rashid Shaheed
2394,0,83.44,d4ve,Jonathan Taylor,Jake Ferguson,Jayden Daniels,Chris Godwin,Tre Tucker,Darius Slayton
2398,0,83.42,jtmckenzi,Breece Hall,George Pickens,Sam LaPorta,Keenan Allen,Jared Goff,Bucky Irving
2398,0,83.42,tmoneyttime1,Breece Hall,George Pickens,Rico Dowdle,Jameson Williams,Jared Goff,Juwan Johnson
2400,0,83.4,ingelx,Jonathan Taylor,Marvin Harrison,Brock Bowers,Kyler Murray,Courtland Sutton,Tre Tucker
2400,0,83.4,awe419,Omarion Hampton,Ja'Marr Chase,Alvin Kamara,Keenan Allen,Kyler Murray,Darren Waller
2402,0,83.38,tubinis2121,Derrick Henry,Breece Hall,Jameson Williams,Jake Ferguson,Daniel Jones,Jaylen Waddle
2402,0,83.38,jasta29,Javonte Williams,Garrett Wilson,Kenneth Walker III,Michael Pittman Jr.,Juwan Johnson,Daniel Jones
2404,0,83.36,rkfd9383,Omarion Hampton,Nico Collins,Jakobi Meyers,Kenneth Walker III,Darren Waller,C.J. Stroud
2405,0,83.34,topstatnft,Omarion Hampton,Jaylen Waddle,Jake Ferguson,Chris Godwin,Emari Demercado,Tua Tagovailoa
2405,0,83.34,razor33,Jaxon Smith-Njigba,Chuba Hubbard,Jameson Williams,Chase Brown,Sam Darnold,Chig Okonkwo
2405,0,83.34,goods,Jaxon Smith-Njigba,Jaylen Waddle,Woody Marks,Kenneth Walker III,Zach Ertz,Sam Darnold
2405,0,83.34,fflinx,Derrick Henry,Garrett Wilson,Deebo Samuel,Justin Herbert,Tony Pollard,Dallas Goedert
2409,0,83.3,schwec03,Ashton Jeanty,George Pickens,Deebo Samuel,Kenneth Walker III,Kyler Murray,Mason Taylor
2409,0,83.3,manaray31,Omarion Hampton,Ashton Jeanty,Deebo Samuel,Marvin Harrison,Kyler Murray,Mason Taylor
2409,0,83.3,callybuckets69,Derrick Henry,Ja'Marr Chase,Ladd McConkey,Marvin Harrison,Kyler Murray,Dalton Schultz
2412,0,83.28,mosioatunya,Derrick Henry,Garrett Wilson,Deebo Samuel,Woody Marks,Jaxson Dart,Theo Johnson
2412,0,83.28,fflinx,Ashton Jeanty,George Pickens,Courtland Sutton,Kenneth Walker III,Bo Nix,Darren Waller
2412,0,83.28,manaray31,Jonathan Taylor,Alvin Kamara,Jameson Williams,Keenan Allen,Jaxson Dart,Theo Johnson
2412,0,83.28,bconnelly23,Breece Hall,Tetairoa McMillan,Jake Ferguson,A.J. Brown,Dak Prescott,Malik Washington
2412,0,83.28,jakecrain21,Jaxon Smith-Njigba,David Montgomery,Jameson Williams,Chris Godwin,Baker Mayfield,Cade Otton
2417,0,83.24,joshv333,Javonte Williams,Ashton Jeanty,Justin Herbert,Ladd McConkey,DeVonta Smith,Zach Ertz
2417,0,83.24,cgeeeeee,Jonathan Taylor,Tyreek Hill,Jayden Daniels,Jakobi Meyers,Zach Ertz,Terry McLaurin
2417,0,83.24,lenkeith,Jaxon Smith-Njigba,Nico Collins,Kenneth Walker III,Zach Ertz,Chase Brown,Sam Darnold
2417,0,83.24,krutches93,Jaxon Smith-Njigba,Ja'Marr Chase,Alvin Kamara,Justin Herbert,Bucky Irving,Tommy Tremble
2417,0,83.24,clayr007,Derrick Henry,Trey McBride,Jayden Daniels,Rachaad White,Tee Higgins,Rashid Shaheed
2422,0,83.22,patkline07,Amon-Ra St. Brown,Quentin Johnston,Deebo Samuel,Jared Goff,Chase Brown,Darren Waller
2422,0,83.22,swishdmx,Jahmyr Gibbs,David Montgomery,Jalen Hurts,Courtland Sutton,Dallas Goedert,Troy Franklin
2424,0,83.2,mosioatunya,Cam Skattebo,Javonte Williams,Jalen Hurts,A.J. Brown,Zay Flowers,Dallas Goedert
2424,0,83.2,bustersboys,Cam Skattebo,Nico Collins,Ladd McConkey,Marvin Harrison,Kyler Murray,Theo Johnson
2424,0,83.2,justforfunzo,George Pickens,Javonte Williams,Jalen Hurts,A.J. Brown,Dallas Goedert,Josh Downs
2424,0,83.2,ingelx,Ashton Jeanty,Trey McBride,Jalen Hurts,Chase Brown,Jaylen Waddle,DeVonta Smith
2428,0,83.18,ecaaj,Cam Skattebo,Rachaad White,Marvin Harrison,Chris Olave,Dak Prescott,Tommy Tremble
2428,0,83.18,tonysprocket,Breece Hall,Javonte Williams,A.J. Brown,Courtland Sutton,Juwan Johnson,Bo Nix
2428,0,83.18,spartan,Breece Hall,Tyler Warren,Rachaad White,Daniel Jones,Tre Tucker,Josh Downs
2431,0,83.14,hawkberg,Saquon Barkley,Javonte Williams,Ladd McConkey,Justin Herbert,Zay Flowers,Juwan Johnson
2431,0,83.14,shagnastyball17,Omarion Hampton,Tyler Warren,Tetairoa McMillan,Sam LaPorta,Chris Godwin,Sam Darnold
2433,0,83.12,berettajames,Amon-Ra St. Brown,Jaylen Waddle,Alvin Kamara,Keenan Allen,Jared Goff,Mason Taylor
2434,0,83.1,chadcandles,Cam Skattebo,Tetairoa McMillan,Marvin Harrison,Rachaad White,Kyler Murray,Mason Taylor
2434,0,83.1,chris,Jaxon Smith-Njigba,Nico Collins,Jalen Hurts,A.J. Brown,Chase Brown,Evan Engram
2436,0,83.08,mosioatunya,Saquon Barkley,Trey McBride,Deebo Samuel,Tony Pollard,Zay Flowers,Jaxson Dart
2436,0,83.08,samolson31,De'Von Achane,Quentin Johnston,Rachaad White,Sam LaPorta,Daniel Jones,Tre Tucker
2436,0,83.08,kcpolack,Jaxon Smith-Njigba,Ashton Jeanty,Woody Marks,Sam LaPorta,Daniel Jones,Zay Flowers
2439,0,83.04,jeffern8,Garrett Wilson,Javonte Williams,Justin Herbert,Ladd McConkey,Zach Charbonnet,Tommy Tremble
2439,0,83.04,chase20cullom,Amon-Ra St. Brown,Trey McBride,David Montgomery,Jared Goff,Jakobi Meyers,Rashid Shaheed
2441,0,83.02,ahodaniel,Saquon Barkley,Justin Fields,Woody Marks,Michael Pittman Jr.,Zay Flowers,Darren Waller
2441,0,83.02,acegm34,De'Von Achane,Jaylen Waddle,David Montgomery,Kyler Murray,Dallas Goedert,Troy Franklin
2441,0,83.02,urbanik,De'Von Achane,Justin Fields,Tyler Warren,Chris Olave,A.J. Brown,J.K. Dobbins
2444,0,82.98,grustcnj,Garrett Wilson,George Pickens,Chase Brown,Kenneth Walker III,Dak Prescott,Dalton Schultz
2444,0,82.98,noahwhit47,De'Von Achane,Jaylen Waddle,Rachaad White,Dak Prescott,Zach Ertz,Jalen Tolbert
2444,0,82.98,jewishmccaffrey,Cam Skattebo,Ashton Jeanty,Marvin Harrison,A.J. Brown,Dak Prescott,Evan Engram
2444,0,82.98,ez116,Jaxon Smith-Njigba,Tyler Warren,Deebo Samuel,Kenneth Walker III,Daniel Jones,Malik Washington
2444,0,82.98,lenkeith,Omarion Hampton,Emeka Egbuka,Jake Ferguson,Woody Marks,Daniel Jones,Wan'Dale Robinson
2449,0,82.96,mathology,Saquon Barkley,David Montgomery,Ladd McConkey,Justin Herbert,Michael Pittman Jr.,Dalton Schultz
2449,0,82.96,nez,Jaxon Smith-Njigba,Tetairoa McMillan,Woody Marks,Chris Godwin,Baker Mayfield,Darren Waller
2451,0,82.94,abcd4761,Jonathan Taylor,Jayden Daniels,Woody Marks,Courtland Sutton,Zach Ertz,Rashid Shaheed
2451,0,82.94,danjpreciado,Javonte Williams,Ashton Jeanty,Justin Herbert,Ladd McConkey,Dallas Goedert,Wan'Dale Robinson
2453,0,82.9,tubinis2121,Breece Hall,Tyler Warren,Deebo Samuel,Marvin Harrison,Kyler Murray,Chase Brown
2453,0,82.9,berettajames,Jonathan Taylor,Quentin Johnston,Jaylen Waddle,Chris Olave,Kyler Murray,Mark Andrews
2455,0,82.88,underdogdestroyer,Cam Skattebo,George Pickens,Dak Prescott,Ladd McConkey,J.K. Dobbins,Mark Andrews
2455,0,82.88,tzc1969,Jahmyr Gibbs,Dak Prescott,Quentin Johnston,J.K. Dobbins,Dallas Goedert,Tee Higgins
2455,0,82.88,fflinx,Derrick Henry,Nico Collins,Deebo Samuel,Courtland Sutton,Daniel Jones,Dallas Goedert
2455,0,82.88,thewood1105,Saquon Barkley,Ja'Marr Chase,Ladd McConkey,Chase Brown,Daniel Jones,Mark Andrews
2455,0,82.88,imagikarp,Jahmyr Gibbs,Quentin Johnston,Jake Ferguson,RJ Harvey,Dak Prescott,Tre Tucker
2455,0,82.88,jokah03,Jonathan Taylor,Quentin Johnston,Jaylen Waddle,Bucky Irving,Jaxson Dart,Tommy Tremble
2461,0,82.86,berettajames,Derrick Henry,Nico Collins,Alvin Kamara,Courtland Sutton,Dallas Goedert,C.J. Stroud
2462,0,82.84,berettajames,Jahmyr Gibbs,Emeka Egbuka,Jayden Daniels,Tony Pollard,Wan'Dale Robinson,Mark Andrews
2462,0,82.84,ingelx,Jahmyr Gibbs,Tyler Warren,Jayden Daniels,Chase Brown,Courtland Sutton,DeVonta Smith
2462,0,82.84,bestballviper,Jahmyr Gibbs,Woody Marks,Jaylen Waddle,Wan'Dale Robinson,Darren Waller,Tua Tagovailoa
2465,0,82.82,chadcandles,Cam Skattebo,Trey McBride,Jameson Williams,Rico Dowdle,Rashid Shaheed,Bryce Young
2465,0,82.82,housealwayswins,Amon-Ra St. Brown,Tetairoa McMillan,Jake Ferguson,Jared Goff,Zay Flowers,Chase Brown
2465,0,82.82,onewhorld,Amon-Ra St. Brown,Justin Fields,Jake Ferguson,Chase Brown,Zay Flowers,RJ Harvey
2465,0,82.82,shocktrauma19,Saquon Barkley,Ja'Marr Chase,Jameson Williams,Sam LaPorta,Keenan Allen,Bryce Young
2465,0,82.82,bustersboys,Saquon Barkley,Brock Bowers,Deebo Samuel,Tony Pollard,Chris Olave,Geno Smith
2465,0,82.82,sjweil9,Cam Skattebo,Trey McBride,Ladd McConkey,David Montgomery,Kyler Murray,Rashid Shaheed
2471,0,82.8,kobegoat2424,Jahmyr Gibbs,Emeka Egbuka,Jalen Hurts,Chase Brown,Keenan Allen,Mark Andrews
2471,0,82.8,crblake2,Cam Skattebo,Ja'Marr Chase,Jalen Hurts,A.J. Brown,Zay Flowers,Dallas Goedert
2473,0,82.78,tonysprocket,Cam Skattebo,Nico Collins,Woody Marks,Sam LaPorta,Rashid Shaheed,Bo Nix
2473,0,82.78,yuzenn,Garrett Wilson,George Pickens,Dak Prescott,Marvin Harrison,Dallas Goedert,RJ Harvey
2473,0,82.78,noahwhit47,Garrett Wilson,Trey McBride,Rico Dowdle,A.J. Brown,Bo Nix,RJ Harvey
2473,0,82.78,tbrook3434,Cam Skattebo,Nico Collins,Rico Dowdle,Jaxson Dart,Wan'Dale Robinson,Mark Andrews
2477,0,82.74,rotorun,Jahmyr Gibbs,Tetairoa McMillan,David Montgomery,Tee Higgins,Darren Waller,Bryce Young
2477,0,82.74,razor33,Jahmyr Gibbs,Jameson Williams,Jake Ferguson,Tee Higgins,Tony Pollard,Jake Browning
2477,0,82.74,romo9,Trey McBride,Ja'Marr Chase,Justin Herbert,Keenan Allen,Zach Charbonnet,J.K. Dobbins
2477,0,82.74,jorland50,Saquon Barkley,Ja'Marr Chase,Jayden Daniels,Marvin Harrison,Chase Brown,Mark Andrews
2477,0,82.74,awe419,Saquon Barkley,Javonte Williams,Jakobi Meyers,Chris Olave,Juwan Johnson,Tua Tagovailoa
2482,0,82.72,patrickbarnesyoutube,Omarion Hampton,Ja'Marr Chase,David Montgomery,Jakobi Meyers,Kyler Murray,Dalton Schultz
2482,0,82.72,awe419,Trey McBride,Javonte Williams,Jakobi Meyers,Rico Dowdle,Wan'Dale Robinson,Geno Smith
2484,0,82.7,gabrainos,Garrett Wilson,Trey McBride,Marvin Harrison,Rico Dowdle,Kyler Murray,Malik Washington
2484,0,82.7,thewood1105,Jahmyr Gibbs,Rachaad White,Quentin Johnston,Chris Olave,Kyler Murray,Darren Waller
2486,0,82.68,mathology,Saquon Barkley,Javonte Williams,Jameson Williams,Sam LaPorta,Chris Godwin,Daniel Jones
2486,0,82.68,gmeholder,Garrett Wilson,Ja'Marr Chase,Ladd McConkey,Kenneth Walker III,Bo Nix,Tommy Tremble
2486,0,82.68,rotosurgeon,Cam Skattebo,George Pickens,Sam LaPorta,Tony Pollard,Zay Flowers,Bo Nix
2486,0,82.68,patrickbarnesyoutube,Derrick Henry,Breece Hall,Jaylen Waddle,Sam LaPorta,Jaxson Dart,Darius Slayton
2486,0,82.68,mderr,Breece Hall,Ja'Marr Chase,Alvin Kamara,Courtland Sutton,Oronde Gadsden,Bo Nix
2491,0,82.66,son007,Derrick Henry,Nico Collins,Deebo Samuel,Chase Brown,Juwan Johnson,C.J. Stroud
2492,0,82.64,ingelx,Jaxon Smith-Njigba,Trey Benson,Kenneth Walker III,Juwan Johnson,Chris Godwin,Sam Darnold
2493,0,82.6,clayr007,Jonathan Taylor,Jaylen Waddle,Quentin Johnston,Kyler Murray,Mark Andrews,Tre Tucker
2493,0,82.6,awe419,Saquon Barkley,Ja'Marr Chase,Brock Bowers,Jakobi Meyers,Kyler Murray,Zach Charbonnet
2495,0,82.58,fflinx,Derrick Henry,Ashton Jeanty,Marvin Harrison,Courtland Sutton,Darren Waller,Bo Nix
2495,0,82.58,kuruc711,Breece Hall,Trey McBride,Rico Dowdle,Chris Olave,Darius Slayton,Jaxson Dart
2495,0,82.58,bound33,Derrick Henry,George Pickens,Jake Ferguson,Kenneth Walker III,Dak Prescott,Elic Ayomanor
2498,0,82.54,awe419,Trey McBride,Cam Skattebo,Rico Dowdle,Jakobi Meyers,Wan'Dale Robinson,Tua Tagovailoa
2498,0,82.54,urbanik,Jahmyr Gibbs,Jayden Daniels,Deebo Samuel,Kenneth Walker III,Zay Flowers,Evan Engram
2500,0,82.52,justforfunzo,Jahmyr Gibbs,Alvin Kamara,Jameson Williams,Jared Goff,Rashid Shaheed,Theo Johnson
2500,0,82.52,phillyeth,Jaxon Smith-Njigba,David Montgomery,Marvin Harrison,Tony Pollard,Kyler Murray,Tommy Tremble
2500,0,82.52,thewood1105,Saquon Barkley,Justin Fields,Kenneth Walker III,Keenan Allen,Mason Taylor,Tee Higgins
2500,0,82.52,drapp,Omarion Hampton,Tetairoa McMillan,Deebo Samuel,Tony Pollard,Darren Waller,Bryce Young
2500,0,82.52,hdjdhdjdjsk,Saquon Barkley,Justin Fields,Alvin Kamara,Ladd McConkey,Chris Godwin,Darren Waller
2505,0,82.5,mosioatunya,Derrick Henry,Garrett Wilson,Jalen Hurts,Sam LaPorta,DeVonta Smith,RJ Harvey
2505,0,82.5,sgtsweeny,Derrick Henry,Nico Collins,Marvin Harrison,Bucky Irving,Kyler Murray,Tommy Tremble
2505,0,82.5,sickodank,Ashton Jeanty,David Montgomery,Courtland Sutton,Keenan Allen,Bo Nix,Evan Engram
2505,0,82.5,mosioatunya,Amon-Ra St. Brown,Ja'Marr Chase,Jalen Hurts,Kenneth Walker III,Dallas Goedert,RJ Harvey
2509,0,82.48,urbanik,De'Von Achane,Tetairoa McMillan,Jaylen Waddle,Chris Olave,Bo Nix,Evan Engram
2509,0,82.48,awe419,Jahmyr Gibbs,Jaylen Waddle,Brock Bowers,Chris Olave,Daniel Jones,Zach Charbonnet
2509,0,82.48,kuruc711,Cam Skattebo,Javonte Williams,Sam LaPorta,A.J. Brown,Darius Slayton,Jaxson Dart
2509,0,82.48,buttnutt69,De'Von Achane,Jake Ferguson,Alvin Kamara,Wan'Dale Robinson,Dak Prescott,Troy Franklin
2513,0,82.44,thewood1105,Cam Skattebo,Garrett Wilson,Rico Dowdle,Justin Herbert,Juwan Johnson,Wan'Dale Robinson
2513,0,82.44,urbanik,Jonathan Taylor,Deebo Samuel,Jayden Daniels,Chris Godwin,Keenan Allen,Mark Andrews
2513,0,82.44,danjpreciado,Breece Hall,Trey McBride,Deebo Samuel,Justin Herbert,Wan'Dale Robinson,Rashid Shaheed
2513,0,82.44,danjpreciado,Breece Hall,Trey McBride,Rico Dowdle,Justin Herbert,Chris Godwin,Tee Higgins
2517,0,82.42,mikec6212,Cam Skattebo,Ja'Marr Chase,Jameson Williams,Tony Pollard,Jared Goff,Cade Otton
2517,0,82.42,lee121503,Saquon Barkley,Jaylen Waddle,Sam LaPorta,Chase Brown,Jared Goff,Jalen Tolbert
2517,0,82.42,peteyparlays,Amon-Ra St. Brown,Justin Fields,Rachaad White,Jakobi Meyers,Emari Demercado,Cade Otton
2520,0,82.4,goazcards,Amon-Ra St. Brown,Javonte Williams,Michael Pittman Jr.,Cam Ward,Nick Chubb,Dalton Schultz
2520,0,82.4,mathology,Saquon Barkley,Brock Bowers,David Montgomery,A.J. Brown,Daniel Jones,Chris Godwin
2520,0,82.4,ez116,Jonathan Taylor,Quentin Johnston,David Montgomery,Chris Olave,Juwan Johnson,Jaxson Dart
2520,0,82.4,phlandy23,Amon-Ra St. Brown,Tyler Warren,Jameson Williams,Kyler Murray,Rico Dowdle,Chase Brown
2524,0,82.38,hotsizauce,Jahmyr Gibbs,Tetairoa McMillan,Tyler Warren,Michael Pittman Jr.,Daniel Jones,J.K. Dobbins
2524,0,82.38,breesdatruth,Breece Hall,Ja'Marr Chase,Woody Marks,Jaxson Dart,Darius Slayton,Theo Johnson
2524,0,82.38,d4ve,Jahmyr Gibbs,Trey Benson,Justin Fields,Michael Pittman Jr.,Chris Olave,Theo Johnson
2527,0,82.36,berettajames,Saquon Barkley,Trey McBride,Deebo Samuel,Kenneth Walker III,Chris Godwin,Baker Mayfield
2528,0,82.34,dreamingofsundays,Cam Skattebo,Ja'Marr Chase,Jayden Daniels,Ladd McConkey,Zach Ertz,DeVonta Smith
2528,0,82.34,awe419,Omarion Hampton,Ja'Marr Chase,Tetairoa McMillan,Tony Pollard,Zach Ertz,Tua Tagovailoa
2528,0,82.34,krutches93,Cam Skattebo,George Pickens,Deebo Samuel,Jayden Daniels,Keenan Allen,Mason Taylor
2528,0,82.34,bustersboys,Saquon Barkley,Nico Collins,Ladd McConkey,Justin Herbert,Wan'Dale Robinson,Theo Johnson
2532,0,82.32,tonysprocket,Derrick Henry,Justin Fields,Ladd McConkey,Michael Pittman Jr.,Tre Tucker,Mason Taylor
2532,0,82.32,danjpreciado,Jahmyr Gibbs,Tetairoa McMillan,Jaylen Waddle,Courtland Sutton,Dallas Goedert,Bryce Young
2532,0,82.32,chadcandles,Justin Fields,Garrett Wilson,Kenneth Walker III,Woody Marks,Rashid Shaheed,Dallas Goedert
2535,0,82.3,ingelx,De'Von Achane,Emeka Egbuka,Tyler Warren,Kenneth Walker III,Chris Godwin,Kyler Murray
2535,0,82.3,mosioatunya,Jaxon Smith-Njigba,Trey McBride,Jalen Hurts,A.J. Brown,J.K. Dobbins,Zach Charbonnet
2535,0,82.3,mane,Breece Hall,Ja'Marr Chase,Jalen Hurts,A.J. Brown,Tony Pollard,Tommy Tremble
2538,0,82.28,nez,De'Von Achane,Quentin Johnston,Deebo Samuel,Keenan Allen,Jaxson Dart,Theo Johnson
2538,0,82.28,kennythejet,Cam Skattebo,Tyler Warren,Marvin Harrison,Courtland Sutton,J.K. Dobbins,Bo Nix
2538,0,82.28,dabk,Amon-Ra St. Brown,George Pickens,Trey Benson,Sam LaPorta,Courtland Sutton,Bo Nix
2541,0,82.24,danjpreciado,Ashton Jeanty,Bucky Irving,Jayden Daniels,Michael Pittman Jr.,Terry McLaurin,Juwan Johnson
2541,0,82.24,gpngc,Jahmyr Gibbs,Tyler Warren,Alvin Kamara,Keenan Allen,Tee Higgins,Sam Darnold
2541,0,82.24,berettajames,Omarion Hampton,Emeka Egbuka,Jayden Daniels,Kenneth Walker III,Zay Flowers,Dalton Schultz
2541,0,82.24,drapp,Ashton Jeanty,Javonte Williams,Jayden Daniels,A.J. Brown,Dallas Goedert,Terry McLaurin
2545,0,82.22,patrickbarnesyoutube,Jonathan Taylor,Brock Bowers,Ladd McConkey,Chris Godwin,Chase Brown,Baker Mayfield
2545,0,82.22,hdjdhdjdjsk,Saquon Barkley,Ja'Marr Chase,Jakobi Meyers,Sam LaPorta,Tre Tucker,Geno Smith
2547,0,82.2,marctio,Saquon Barkley,Emeka Egbuka,Brock Bowers,Chris Olave,Michael Pittman Jr.,Spencer Rattler
2547,0,82.2,gagliope,Ashton Jeanty,George Pickens,Jalen Hurts,Sam LaPorta,Wan'Dale Robinson,Mason Taylor
2547,0,82.2,danjpreciado,Jonathan Taylor,Alvin Kamara,Jalen Hurts,Zay Flowers,Zach Ertz,DeVonta Smith
2550,0,82.18,dmanwon,George Pickens,Ashton Jeanty,Marvin Harrison,Dak Prescott,Mason Taylor,Elic Ayomanor
2550,0,82.18,babystevie,Breece Hall,Tetairoa McMillan,Woody Marks,Chris Olave,Dak Prescott,Darren Waller
2552,0,82.16,cirocdfs,Jaxon Smith-Njigba,Tyler Warren,Alvin Kamara,Chris Godwin,Chase Brown,Baker Mayfield
2553,0,82.14,awe419,Saquon Barkley,Trey McBride,Jaylen Waddle,Jakobi Meyers,Zach Charbonnet,Tua Tagovailoa
2553,0,82.14,goazcards,Derrick Henry,Ja'Marr Chase,Marvin Harrison,Tee Higgins,Jake Browning,Mark Andrews
2555,0,82.12,carpark03,De'Von Achane,Justin Fields,Jake Ferguson,Chris Godwin,Tee Higgins,Christian Kirk
2555,0,82.12,hdjdhdjdjsk,Saquon Barkley,Tetairoa McMillan,Jake Ferguson,Michael Pittman Jr.,Zay Flowers,Bryce Young
2557,0,82.1,ecoxer10,Garrett Wilson,Trey McBride,Rachaad White,Courtland Sutton,Kyler Murray,Alec Pierce
2558,0,82.08,sickodank,Ashton Jeanty,Jaylen Waddle,Rachaad White,Zach Ertz,Zay Flowers,Bo Nix
2558,0,82.08,fflinx,Omarion Hampton,Quentin Johnston,Deebo Samuel,Zach Ertz,Daniel Jones,Rico Dowdle
2560,0,82.04,hotsizauce,Cam Skattebo,Ja'Marr Chase,David Montgomery,A.J. Brown,Zach Ertz,Jared Goff
2560,0,82.04,kcpolack,De'Von Achane,David Montgomery,Deebo Samuel,Keenan Allen,Jared Goff,Juwan Johnson
2560,0,82.04,thewood1105,Ashton Jeanty,Garrett Wilson,Justin Herbert,Ladd McConkey,Mason Taylor,Zach Charbonnet
2560,0,82.04,drapp,Jaxon Smith-Njigba,Trey McBride,Jayden Daniels,Chase Brown,Rachaad White,Wan'Dale Robinson
2560,0,82.04,thewood1105,Javonte Williams,Trey McBride,Ladd McConkey,Justin Herbert,Zach Charbonnet,Tee Higgins
2560,0,82.04,steady314,Omarion Hampton,Jaylen Waddle,Marvin Harrison,Justin Herbert,Keenan Allen,Darren Waller
2566,0,82.02,tonysprocket,Derrick Henry,Justin Fields,Woody Marks,Marvin Harrison,Mason Taylor,Rashid Shaheed
2566,0,82.02,d4ve,Amon-Ra St. Brown,George Pickens,Jalen Hurts,David Montgomery,Juwan Johnson,DeVonta Smith
2566,0,82.02,ckni65,Jaxon Smith-Njigba,Nico Collins,Brock Bowers,Kenneth Walker III,Baker Mayfield,Josh Downs
2569,0,82,itsmookiee,Jahmyr Gibbs,Alvin Kamara,Jake Ferguson,Courtland Sutton,Chris Olave,Spencer Rattler
2569,0,82,topes1,Derrick Henry,Garrett Wilson,Jalen Hurts,Keenan Allen,Dallas Goedert,Rashid Shaheed
2569,0,82,comoestas,Amon-Ra St. Brown,Quentin Johnston,Jalen Hurts,Michael Pittman Jr.,J.K. Dobbins,Darren Waller
2569,0,82,danjpreciado,Jonathan Taylor,Quentin Johnston,David Montgomery,Chris Godwin,Daniel Jones,Dalton Schultz
2573,0,81.98,ingelx,Jonathan Taylor,Brock Bowers,Deebo Samuel,Chase Brown,Daniel Jones,Chris Godwin
2573,0,81.98,crblake2,Breece Hall,George Pickens,Rachaad White,Courtland Sutton,Jaxson Dart,Tommy Tremble
2573,0,81.98,dmozone,De'Von Achane,Tetairoa McMillan,Deebo Samuel,Jaxson Dart,Darius Slayton,Theo Johnson
2576,0,81.94,topstatnft,Amon-Ra St. Brown,Justin Fields,David Montgomery,Chris Godwin,Mason Taylor,Troy Franklin
2576,0,81.94,chase20cullom,De'Von Achane,Justin Fields,David Montgomery,Keenan Allen,Dallas Goedert,Troy Franklin
2576,0,81.94,jeffern8,Cam Skattebo,Nico Collins,Jayden Daniels,A.J. Brown,Mason Taylor,Rashid Shaheed
2579,0,81.92,bestballviper,Saquon Barkley,David Montgomery,Deebo Samuel,Marvin Harrison,Kyler Murray,Tommy Tremble
2579,0,81.92,bifftannen,Jahmyr Gibbs,Rachaad White,Ladd McConkey,Chris Olave,Jared Goff,Mark Andrews
2581,0,81.9,ripsewell,Ashton Jeanty,George Pickens,Marvin Harrison,Michael Pittman Jr.,Darren Waller,Kyler Murray
2582,0,81.88,tmoneyttime1,De'Von Achane,Ja'Marr Chase,Brock Bowers,Chris Olave,Daniel Jones,Alec Pierce
2582,0,81.88,xenq7,De'Von Achane,Quentin Johnston,Kenneth Walker III,Zay Flowers,Dak Prescott,Darren Waller
2584,0,81.86,jewishmccaffrey,Jaxon Smith-Njigba,David Montgomery,Alvin Kamara,Justin Herbert,Dallas Goedert,Josh Downs
2585,0,81.84,cognition10,Jonathan Taylor,Quentin Johnston,Justin Herbert,DeVonta Smith,Mason Taylor,Darius Slayton
