place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
599,25,82.3,dbaggot3,De'Von Achane,Puka Nacua,Tony Pollard,Sam LaPorta,Garrett Wilson,Jared Goff
600,25,82.28,jzrucker,Bijan Robinson,George Kittle,Chuba Hubbard,Brock Purdy,Travis Hunter,Chris Olave
600,25,82.28,lenkeith,Christian McCaffrey,George Kittle,Chuba Hubbard,Jaylen Waddle,Josh Downs,Daniel Jones
602,25,82.24,floydsframes,Chase Brown,Brock Bowers,Emeka Egbuka,Bo Nix,Deebo Samuel,Romeo Doubs
603,25,82.18,lee121503,De'Von Achane,George Kittle,Kenneth Walker III,Jaxon Smith-Njigba,Deebo Samuel,Brock Purdy
603,25,82.18,jtmckenzi,De'Von Achane,Alvin Kamara,Emeka Egbuka,Baker Mayfield,DK Metcalf,Cade Otton
603,25,82.18,sonofkong,De'Von Achane,Puka Nacua,Tyreek Hill,Tyler Warren,Daniel Jones,Josh Downs
603,25,82.18,fatjesus1868,Chase Brown,Malik Nabers,David Njoku,Baker Mayfield,Garrett Wilson,Jakobi Meyers
603,25,82.18,awe419,De'Von Achane,George Kittle,Tetairoa McMillan,Jaylen Waddle,Jaylen Warren,Daniel Jones
603,25,82.18,bezemerdane,Bijan Robinson,Alvin Kamara,Tyreek Hill,Sam LaPorta,Jaxon Smith-Njigba,Drake Maye
609,25,82.12,tricky8181,Jayden Daniels,Brian Thomas,Chuba Hubbard,Jaxon Smith-Njigba,Ricky Pearsall,Kyle Pitts
609,25,82.12,tgill1790,Jayden Daniels,Puka Nacua,Chuba Hubbard,Davante Adams,DK Metcalf,Zach Ertz
609,25,82.12,sjwalters09,Jayden Daniels,Mike Evans,Chuba Hubbard,David Njoku,Deebo Samuel,Jakobi Meyers
609,25,82.12,rdrum56,Josh Jacobs,Drake London,Sam LaPorta,Emeka Egbuka,Michael Penix,Matthew Golden
613,25,82.08,fflinx,Jahmyr Gibbs,Brock Bowers,Chuba Hubbard,Deebo Samuel,Jaylen Waddle,Brock Purdy
613,25,82.08,nf42,Christian McCaffrey,Mike Evans,Kyren Williams,Baker Mayfield,Sam LaPorta,Chris Olave
613,25,82.08,jewishmccaffrey,Chase Brown,Malik Nabers,Kenneth Walker III,Marvin Harrison,Tyler Warren,Daniel Jones
616,25,82.02,rydoc21,Bucky Irving,Drake London,Emeka Egbuka,Jaylen Waddle,Kyle Pitts,Michael Penix
616,25,82.02,nez,Bucky Irving,Drake London,Emeka Egbuka,Jaylen Waddle,Michael Penix,Kyle Pitts
618,25,81.98,vindep,Josh Jacobs,Puka Nacua,Baker Mayfield,Tony Pollard,DK Metcalf,Zach Ertz
618,25,81.98,mwald50,Christian McCaffrey,Puka Nacua,James Conner,Brock Purdy,Tyler Warren,Jauan Jennings
618,25,81.98,daviddu316,De'Von Achane,George Kittle,Chuba Hubbard,Deebo Samuel,Brock Purdy,Josh Downs
621,25,81.92,patrickbarnesyoutube,Bijan Robinson,Alvin Kamara,Tyreek Hill,Marvin Harrison,Kyler Murray,Brenton Strange
622,25,81.88,drapp,De'Von Achane,George Kittle,Kyren Williams,Emeka Egbuka,Brock Purdy,Jauan Jennings
622,25,81.88,farmtownmaverick,De'Von Achane,Ashton Jeanty,David Njoku,Emeka Egbuka,Ricky Pearsall,Drake Maye
622,25,81.88,chris,Bijan Robinson,Amon-Ra St. Brown,Tyreek Hill,Davante Adams,Tyler Warren,Daniel Jones
622,25,81.88,jewishmccaffrey,Bucky Irving,Josh Jacobs,Ricky Pearsall,Jaxon Smith-Njigba,Brock Purdy,Kyle Pitts
626,25,81.82,mrdevore3,Bijan Robinson,Alvin Kamara,Terry McLaurin,Marvin Harrison,Kyler Murray,Zach Ertz
626,25,81.82,jewishmccaffrey,Jonathan Taylor,Puka Nacua,Kenneth Walker III,Courtland Sutton,Kyle Pitts,Michael Penix
628,25,81.78,gforgumby,Josh Jacobs,Puka Nacua,Tony Pollard,Courtland Sutton,Tyler Warren,Drake Maye
628,25,81.78,teddyonfetti,De'Von Achane,Puka Nacua,Chuba Hubbard,Sam LaPorta,Jauan Jennings,Brock Purdy
628,25,81.78,jeffern8,De'Von Achane,Puka Nacua,TreVeyon Henderson,David Njoku,Drake Maye,Deebo Samuel
628,25,81.78,krutches93,Bijan Robinson,George Kittle,James Conner,Jaylen Waddle,Brock Purdy,Jakobi Meyers
632,25,81.72,botown,Bucky Irving,Drake London,Chuba Hubbard,Terry McLaurin,Zach Ertz,Justin Fields
632,25,81.72,tgill1790,Jayden Daniels,Malik Nabers,Chuba Hubbard,Davante Adams,Deebo Samuel,Kyle Pitts
634,25,81.68,gforgumby,Chase Brown,Trey McBride,Courtland Sutton,Jaxon Smith-Njigba,Jerome Ford,Daniel Jones
634,25,81.68,cpetey23,De'Von Achane,James Conner,David Njoku,Deebo Samuel,Drake Maye,Jakobi Meyers
634,25,81.68,bustersboys,Bucky Irving,Puka Nacua,Kenneth Walker III,Tyler Warren,Travis Hunter,Daniel Jones
634,25,81.68,m1rl3n,De'Von Achane,Brian Thomas,Courtland Sutton,Jaxon Smith-Njigba,Brock Purdy,Kyle Pitts
634,25,81.68,nf42,Bucky Irving,Ashton Jeanty,Emeka Egbuka,Baker Mayfield,Jameson Williams,Kyle Pitts
634,25,81.68,in3us,Josh Jacobs,James Conner,Tetairoa McMillan,Emeka Egbuka,Drake Maye,Hunter Henry
640,25,81.62,irose11,Bucky Irving,Drake London,Chuba Hubbard,Marvin Harrison,Evan Engram,Michael Penix
640,25,81.62,benrothlesberger,Bucky Irving,Malik Nabers,Terry McLaurin,Jaxon Smith-Njigba,Tyler Warren,Justin Fields
642,25,81.58,imagikarp,Josh Jacobs,Puka Nacua,Tony Pollard,Sam LaPorta,Daniel Jones,Josh Downs
642,25,81.58,crblake2,Christian McCaffrey,Malik Nabers,Tetairoa McMillan,Deebo Samuel,Drake Maye,Hunter Henry
642,25,81.58,heemsglish,Jonathan Taylor,Malik Nabers,Jaxon Smith-Njigba,Emeka Egbuka,Drake Maye,Brenton Strange
642,25,81.58,tricky8181,Bijan Robinson,George Kittle,Tetairoa McMillan,Deebo Samuel,Brock Purdy,Cooper Kupp
642,25,81.58,sickodank,De'Von Achane,Puka Nacua,Jaxon Smith-Njigba,Drake Maye,Stefon Diggs,Hunter Henry
642,25,81.58,nez,Christian McCaffrey,George Kittle,Tyreek Hill,Emeka Egbuka,Brock Purdy,Nick Chubb
648,25,81.52,dickiep21,Jayden Daniels,Amon-Ra St. Brown,Tony Pollard,Deebo Samuel,Kyle Pitts,Garrett Wilson
648,25,81.52,nf42,Malik Nabers,Drake London,Emeka Egbuka,Tony Pollard,Kyle Pitts,Michael Penix
648,25,81.52,chris,Christian McCaffrey,Ashton Jeanty,Tetairoa McMillan,Marvin Harrison,Kyler Murray,Hunter Henry
651,25,81.48,krutches93,Josh Jacobs,Puka Nacua,Tony Pollard,Sam LaPorta,Ricky Pearsall,Brock Purdy
651,25,81.48,masonsyring,De'Von Achane,Mike Evans,Chuba Hubbard,Sam LaPorta,Brock Purdy,Ricky Pearsall
651,25,81.48,rotorun,Chase Brown,Alvin Kamara,David Njoku,Jaylen Waddle,Michael Pittman Jr.,Daniel Jones
651,25,81.48,ecoxer10,Trey McBride,Alvin Kamara,Baker Mayfield,Emeka Egbuka,Jaylen Warren,Jauan Jennings
651,25,81.48,bestballviper,Bucky Irving,Ashton Jeanty,Jaxon Smith-Njigba,Sam LaPorta,Jakobi Meyers,Geno Smith
656,25,81.42,gabrainos,Christian McCaffrey,James Conner,Tee Higgins,Jameson Williams,Tyler Warren,Justin Fields
656,25,81.42,teddyonfetti,Jayden Daniels,Amon-Ra St. Brown,Chuba Hubbard,Jaxon Smith-Njigba,Marvin Harrison,Brenton Strange
658,25,81.4,goods,Bijan Robinson,Kyren Williams,Tee Higgins,Sam LaPorta,Jared Goff,Garrett Wilson
659,25,81.38,bridiogo,Brock Bowers,Malik Nabers,TreVeyon Henderson,Baker Mayfield,Ricky Pearsall,Breece Hall
659,25,81.38,jkopko,Nico Collins,Josh Jacobs,Baker Mayfield,Jaylen Warren,Garrett Wilson,Kyle Pitts
659,25,81.38,awe419,Ja'Marr Chase,Alvin Kamara,Ashton Jeanty,Sam LaPorta,Jakobi Meyers,Daniel Jones
659,25,81.38,abc123isme,Nico Collins,Ashton Jeanty,Emeka Egbuka,Baker Mayfield,Kyle Pitts,Ricky Pearsall
663,25,81.32,jchristsu,De'Von Achane,Malik Nabers,Kyler Murray,Marvin Harrison,Deebo Samuel,Ja'Tavion Sanders
663,25,81.32,copperprices,Josh Jacobs,Brock Bowers,Davante Adams,TreVeyon Henderson,DK Metcalf,Justin Fields
663,25,81.32,bestballviper,Bijan Robinson,James Conner,Tetairoa McMillan,Garrett Wilson,Trevor Lawrence,Brenton Strange
666,25,81.28,drapp,De'Von Achane,Mike Evans,Chuba Hubbard,Baker Mayfield,DK Metcalf,Kyle Pitts
666,25,81.28,danjpreciado,Christian McCaffrey,Mike Evans,Kenneth Walker III,Baker Mayfield,Kyle Pitts,Deebo Samuel
666,25,81.28,tubinis2121,Chase Brown,Ashton Jeanty,Tyler Warren,Emeka Egbuka,Drake Maye,Chris Olave
666,25,81.28,krutches93,Bijan Robinson,Tee Higgins,Kyren Williams,Ricky Pearsall,Brock Purdy,Zach Ertz
666,25,81.28,jewishmccaffrey,Bucky Irving,Brock Bowers,Davante Adams,Jaxon Smith-Njigba,Breece Hall,Geno Smith
671,25,81.24,gpngc,Bucky Irving,Brock Bowers,Courtland Sutton,Bo Nix,Deebo Samuel,Jaylen Warren
672,25,81.22,jonboybeats,Christian McCaffrey,Tee Higgins,Alvin Kamara,Sam LaPorta,Jameson Williams,Justin Fields
672,25,81.22,krutches93,De'Von Achane,Puka Nacua,Chuba Hubbard,DK Metcalf,Zach Ertz,Trevor Lawrence
672,25,81.22,lobezno,Bijan Robinson,Puka Nacua,Joe Burrow,DK Metcalf,Evan Engram,Garrett Wilson
672,25,81.22,chris,Jahmyr Gibbs,James Conner,David Njoku,Emeka Egbuka,Kyler Murray,Jakobi Meyers
676,25,81.2,krutches93,Josh Jacobs,Drake London,Chuba Hubbard,Sam LaPorta,Garrett Wilson,Jared Goff
677,25,81.18,awolff225,De'Von Achane,Malik Nabers,Tee Higgins,Emeka Egbuka,Tyler Warren,Brock Purdy
678,25,81.14,ahodaniel,Bijan Robinson,James Conner,Tetairoa McMillan,Deebo Samuel,Bo Nix,Zach Ertz
679,25,81.12,chris,Bijan Robinson,Drake London,Alvin Kamara,Jameson Williams,Tucker Kraft,Michael Penix
679,25,81.12,copperprices,De'Von Achane,Drake London,Courtland Sutton,Tony Pollard,Michael Penix,Zach Ertz
679,25,81.12,lee121503,Jahmyr Gibbs,Brock Bowers,Tyreek Hill,Marvin Harrison,Austin Ekeler,Justin Fields
682,25,81.08,rdearie17,Chase Brown,Trey McBride,Courtland Sutton,Baker Mayfield,Ricky Pearsall,Kyle Pitts
682,25,81.08,krutches93,James Conner,Kyren Williams,Jerry Jeudy,Sam LaPorta,Garrett Wilson,Drake Maye
682,25,81.08,wicker,Jahmyr Gibbs,Puka Nacua,Chuba Hubbard,Baker Mayfield,Tyler Warren,Matthew Golden
682,25,81.08,cormur93,Jonathan Taylor,Mike Evans,David Njoku,Emeka Egbuka,Baker Mayfield,Ricky Pearsall
686,25,81.02,drapp,Bijan Robinson,Alvin Kamara,Amon-Ra St. Brown,Marvin Harrison,Tucker Kraft,Jordan Love
686,25,81.02,danjpreciado,Alvin Kamara,Brock Bowers,Marvin Harrison,Kyler Murray,Jaylen Warren,Stefon Diggs
686,25,81.02,berettajames,Jahmyr Gibbs,George Kittle,Mike Evans,Marvin Harrison,Kyler Murray,Garrett Wilson
686,25,81.02,bustersboys,Malik Nabers,Mike Evans,Kenneth Walker III,Tyler Warren,Garrett Wilson,Justin Fields
690,25,80.98,chris,Jonathan Taylor,Mike Evans,Kyren Williams,Jaxon Smith-Njigba,Daniel Jones,Dalton Schultz
690,25,80.98,lineofscrimmage,Bijan Robinson,Brock Bowers,TreVeyon Henderson,Stefon Diggs,Drake Maye,Darnell Mooney
692,25,80.92,jewishmccaffrey,Bijan Robinson,Brock Bowers,Kenneth Walker III,Marvin Harrison,Kyler Murray,Chris Olave
692,25,80.92,krutches93,Bucky Irving,Puka Nacua,Tony Pollard,Sam LaPorta,Kyler Murray,Jakobi Meyers
692,25,80.92,cab4123,De'Von Achane,Drake London,Kenneth Walker III,Deebo Samuel,Kyle Pitts,Michael Penix
695,25,80.88,gabrainos,Malik Nabers,Brock Bowers,TreVeyon Henderson,Deebo Samuel,Ricky Pearsall,Geno Smith
695,25,80.88,sjweil9,De'Von Achane,Drake London,Kyren Williams,Jameson Williams,Tucker Kraft,Daniel Jones
695,25,80.88,zvdiamond,Chase Brown,Puka Nacua,Emeka Egbuka,Ricky Pearsall,Drake Maye,Cade Otton
695,25,80.88,jpf769,Bucky Irving,Trey McBride,Tony Pollard,Baker Mayfield,DK Metcalf,Garrett Wilson
695,25,80.88,rbabs24,Jahmyr Gibbs,Alvin Kamara,Emeka Egbuka,Baker Mayfield,Tyler Warren,Matthew Golden
695,25,80.88,ashcoats,Bijan Robinson,James Conner,Tyreek Hill,Tucker Kraft,Jakobi Meyers,Geno Smith
695,25,80.88,thedailydile,Christian McCaffrey,George Kittle,Tee Higgins,Jerry Jeudy,Brock Purdy,Garrett Wilson
702,25,80.82,ftfdre,Bucky Irving,Trey McBride,Chuba Hubbard,Marvin Harrison,Kyler Murray,Chris Olave
702,25,80.82,chris,Jayden Daniels,Malik Nabers,Chuba Hubbard,Sam LaPorta,Calvin Ridley,Deebo Samuel
702,25,80.82,teddyonfetti,Jahmyr Gibbs,Alvin Kamara,Tetairoa McMillan,Marvin Harrison,Justin Fields,Ja'Tavion Sanders
702,25,80.82,hotsizauce,Jayden Daniels,Trey McBride,Jerry Jeudy,Deebo Samuel,Travis Hunter,Travis Etienne Jr.
706,25,80.78,thegrownsimba,Josh Jacobs,Trey McBride,Courtland Sutton,Jerry Jeudy,Daniel Jones,Tyrone Tracy
706,25,80.78,awe419,Christian McCaffrey,George Kittle,Jaxon Smith-Njigba,Jaylen Waddle,Jaylen Warren,Brock Purdy
706,25,80.78,tubinis2121,De'Von Achane,Malik Nabers,David Njoku,Marvin Harrison,Deebo Samuel,Drake Maye
706,25,80.78,drapp,Josh Jacobs,Brock Bowers,Tony Pollard,Jaxon Smith-Njigba,Geno Smith,Jakobi Meyers
710,25,80.72,lerch,Jayden Daniels,Brian Thomas,Jerry Jeudy,Deebo Samuel,J.K. Dobbins,Zach Ertz
710,25,80.72,mikec6212,De'Von Achane,Trey McBride,Chuba Hubbard,Marvin Harrison,Kyler Murray,Travis Hunter
712,25,80.68,awe419,Alvin Kamara,Brock Bowers,Marvin Harrison,Tony Pollard,Jakobi Meyers,Geno Smith
712,25,80.68,justinmacmahan,Christian McCaffrey,Tyreek Hill,Tyler Warren,Daniel Jones,Jaylen Warren,Josh Downs
712,25,80.68,breezelol,Chase Brown,Brock Bowers,Tetairoa McMillan,Jaxon Smith-Njigba,Ricky Pearsall,Brock Purdy
712,25,80.68,awolff225,Trey McBride,Puka Nacua,Jaxon Smith-Njigba,Courtland Sutton,Drake Maye,Austin Ekeler
712,25,80.68,carpark03,Jahmyr Gibbs,Puka Nacua,Tyreek Hill,Daniel Jones,Travis Etienne Jr.,Cade Otton
717,25,80.64,drapp,Chase Brown,Puka Nacua,Chuba Hubbard,Emeka Egbuka,Bo Nix,Evan Engram
718,25,80.62,goatnapped,Jayden Daniels,Brock Bowers,Chuba Hubbard,Emeka Egbuka,Jerome Ford,Stefon Diggs
718,25,80.62,tylerjwilliams22,Bijan Robinson,Amon-Ra St. Brown,Tyreek Hill,Jaylen Warren,Justin Fields,Dalton Schultz
718,25,80.62,jlong,Bucky Irving,Nico Collins,Sam LaPorta,Marvin Harrison,Justin Fields,TreVeyon Henderson
718,25,80.62,thesequel21,Jayden Daniels,Josh Jacobs,Terry McLaurin,Jaxon Smith-Njigba,Garrett Wilson,Kyle Pitts
718,25,80.62,dmlarson,Jayden Daniels,Malik Nabers,David Njoku,Deebo Samuel,Jaylen Warren,Jakobi Meyers
723,25,80.58,gpngc,De'Von Achane,Mike Evans,Chuba Hubbard,Baker Mayfield,Garrett Wilson,Cade Otton
723,25,80.58,tokerog,Christian McCaffrey,George Kittle,Kyren Williams,Brock Purdy,DK Metcalf,Chris Olave
725,25,80.52,nietzsche,Ja'Marr Chase,Kyren Williams,Jaxon Smith-Njigba,Breece Hall,Evan Engram,Justin Fields
725,25,80.52,walbar8531,Brock Bowers,George Kittle,C.J. Stroud,Marvin Harrison,Garrett Wilson,Jaylen Warren
725,25,80.52,jasper1930,Jahmyr Gibbs,James Conner,David Njoku,Kyler Murray,Marvin Harrison,Garrett Wilson
725,25,80.52,thegrownsimba,Chase Brown,Puka Nacua,Tony Pollard,Sam LaPorta,Kyler Murray,Jakobi Meyers
725,25,80.52,jtmckenzi,Jayden Daniels,James Conner,Kenneth Walker III,Jaxon Smith-Njigba,Deebo Samuel,Zach Ertz
725,25,80.52,vindep,Bijan Robinson,Kyren Williams,Tee Higgins,Kyler Murray,Tucker Kraft,Jakobi Meyers
725,25,80.52,in3us,Chase Brown,Trey McBride,Jerry Jeudy,Emeka Egbuka,Kyler Murray,DK Metcalf
732,25,80.48,halkogen,Brian Thomas,Brock Bowers,Courtland Sutton,Jaxon Smith-Njigba,Drake Maye,Jaylen Warren
732,25,80.48,ez116,De'Von Achane,Puka Nacua,Tony Pollard,Courtland Sutton,Drake Maye,Hunter Henry
732,25,80.48,awe419,Brock Bowers,Ashton Jeanty,Davante Adams,Marvin Harrison,Tyrone Tracy,Daniel Jones
735,25,80.46,tad4764,Christian McCaffrey,Tyreek Hill,Chuba Hubbard,DK Metcalf,Aaron Rodgers,Chig Okonkwo
736,25,80.42,thewood1105,Bijan Robinson,Ashton Jeanty,David Njoku,Marvin Harrison,Kyler Murray,Chris Olave
736,25,80.42,th3what,Bucky Irving,Jayden Daniels,Chuba Hubbard,Terry McLaurin,Deebo Samuel,Hunter Henry
736,25,80.42,ingelx,Bijan Robinson,Joe Burrow,Tee Higgins,Breece Hall,Sam LaPorta,Garrett Wilson
736,25,80.42,berettajames,Nico Collins,Brock Bowers,Terry McLaurin,Jaxon Smith-Njigba,Justin Fields,Breece Hall
736,25,80.42,nez,De'Von Achane,Drake London,Chuba Hubbard,Tucker Kraft,Michael Penix,Darnell Mooney
736,25,80.42,windy570,Nico Collins,Ashton Jeanty,Chuba Hubbard,Marvin Harrison,Kyle Pitts,Michael Penix
742,25,80.38,nez,Christian McCaffrey,Alvin Kamara,Tyreek Hill,Jameson Williams,Tucker Kraft,Daniel Jones
742,25,80.38,berettajames,Chase Brown,Brock Bowers,Tetairoa McMillan,Jaxon Smith-Njigba,Ricky Pearsall,Geno Smith
742,25,80.38,tgill1790,Chase Brown,Malik Nabers,Chuba Hubbard,Baker Mayfield,DK Metcalf,Kyle Pitts
742,25,80.38,crblake2,De'Von Achane,Puka Nacua,TreVeyon Henderson,Ricky Pearsall,Drake Maye,Zach Ertz
746,25,80.34,in3us,Bijan Robinson,Alvin Kamara,Courtland Sutton,Jakobi Meyers,Bo Nix,Hunter Henry
746,25,80.34,lee121503,De'Von Achane,Puka Nacua,Kyren Williams,Emeka Egbuka,Bo Nix,Chig Okonkwo
748,25,80.32,vindep,Christian McCaffrey,James Conner,Kyler Murray,Davante Adams,Jakobi Meyers,Zach Ertz
748,25,80.32,vindep,Brock Bowers,Josh Jacobs,Kyler Murray,Jerry Jeudy,Jakobi Meyers,Jaylen Warren
748,25,80.32,beriov,Jayden Daniels,Ashton Jeanty,Terry McLaurin,Sam LaPorta,Deebo Samuel,Breece Hall
748,25,80.32,d4rksh33p,Christian McCaffrey,James Conner,Amon-Ra St. Brown,Jameson Williams,Hunter Henry,Justin Fields
748,25,80.32,gannontg,Jahmyr Gibbs,Amon-Ra St. Brown,Chuba Hubbard,Kyler Murray,Garrett Wilson,Zach Ertz
748,25,80.32,thesequel21,Malik Nabers,Trey McBride,Jaylen Waddle,TreVeyon Henderson,Garrett Wilson,Justin Fields
748,25,80.32,cowboys282,Bucky Irving,Drake London,Tetairoa McMillan,Marvin Harrison,Kyle Pitts,Michael Penix
748,25,80.32,dhudurg76,Bucky Irving,Drake London,Courtland Sutton,Jaxon Smith-Njigba,Michael Penix,Dalton Schultz
756,25,80.28,gforgumby,Josh Jacobs,Puka Nacua,Emeka Egbuka,Baker Mayfield,Tyrone Tracy,Cade Otton
756,25,80.28,lineofscrimmage,Chase Brown,Trey McBride,Courtland Sutton,Davante Adams,Daniel Jones,RJ Harvey
758,25,80.22,awe419,Jayden Daniels,Alvin Kamara,Tetairoa McMillan,Emeka Egbuka,Jaylen Warren,Evan Engram
758,25,80.22,bennyricciardi,Josh Jacobs,Trey McBride,Jaxon Smith-Njigba,Kyler Murray,Breece Hall,Chris Olave
760,25,80.18,lee121503,Bijan Robinson,Ashton Jeanty,Tee Higgins,Tyler Warren,Brock Purdy,Ricky Pearsall
760,25,80.18,awe419,Christian McCaffrey,Drake London,Tyreek Hill,Evan Engram,Jaylen Warren,Daniel Jones
760,25,80.18,lineofscrimmage,Jahmyr Gibbs,George Kittle,Chuba Hubbard,Marvin Harrison,Brock Purdy,Chris Olave
760,25,80.18,brad21126,Bucky Irving,Malik Nabers,Chuba Hubbard,Baker Mayfield,Deebo Samuel,Cade Otton
764,25,80.12,tricky8181,Christian McCaffrey,James Conner,Tyreek Hill,Jameson Williams,Tucker Kraft,Justin Fields
764,25,80.12,btsherrill,Christian McCaffrey,Mike Evans,Kenneth Walker III,DK Metcalf,Justin Fields,Harold Fannin
764,25,80.12,benrothlesberger,Chase Brown,Alvin Kamara,Courtland Sutton,Davante Adams,Evan Engram,Justin Fields
764,25,80.12,berettajames,Nico Collins,Trey McBride,Jaxon Smith-Njigba,Davante Adams,Justin Fields,Breece Hall
764,25,80.12,rydoc21,Jayden Daniels,Alvin Kamara,Courtland Sutton,Jaylen Waddle,Zach Ertz,Travis Etienne Jr.
769,25,80.08,hotsizauce,Drake London,Bucky Irving,Baker Mayfield,Emeka Egbuka,DK Metcalf,Evan Engram
769,25,80.08,tubinis2121,De'Von Achane,George Kittle,Kenneth Walker III,Deebo Samuel,Brock Purdy,Ricky Pearsall
769,25,80.08,johnpozey,Ja'Marr Chase,Kyren Williams,Chuba Hubbard,Tyler Warren,Drake Maye,Garrett Wilson
769,25,80.08,vindep,Chase Brown,Trey McBride,Baker Mayfield,Emeka Egbuka,Jakobi Meyers,Jerome Ford
769,25,80.08,gabrainos,De'Von Achane,George Kittle,Kenneth Walker III,Deebo Samuel,Brock Purdy,Ricky Pearsall
769,25,80.08,surgicalp,Christian McCaffrey,Brock Purdy,Kyren Williams,Ricky Pearsall,Rashid Shaheed,Zach Ertz
775,25,80.02,derektreybig,Christian McCaffrey,Drake London,Tetairoa McMillan,Marvin Harrison,Kyler Murray,Hunter Henry
775,25,80.02,jtmckenzi,De'Von Achane,Trey McBride,Joe Burrow,Courtland Sutton,Deebo Samuel,Jaylen Warren
775,25,80.02,lee121503,Jayden Daniels,Ashton Jeanty,Kyren Williams,Deebo Samuel,Zach Ertz,Travis Hunter
778,25,79.98,tubinis2121,Christian McCaffrey,Ashton Jeanty,Tee Higgins,Jameson Williams,Tyler Warren,Daniel Jones
778,25,79.98,roygbip,Chase Brown,Baker Mayfield,Tetairoa McMillan,Ricky Pearsall,J.K. Dobbins,Kyle Pitts
778,25,79.98,awe419,Brock Bowers,Alvin Kamara,Jaxon Smith-Njigba,Tony Pollard,Jakobi Meyers,Geno Smith
778,25,79.98,bustersboys,Nico Collins,Brock Bowers,Chuba Hubbard,Emeka Egbuka,Chris Olave,Drake Maye
782,25,79.92,berettajames,Jayden Daniels,Malik Nabers,Chuba Hubbard,Jameson Williams,Deebo Samuel,Zach Ertz
782,25,79.92,rkfd9383,Ja'Marr Chase,Alvin Kamara,Chuba Hubbard,Tyler Warren,Travis Hunter,Justin Fields
782,25,79.92,nez,Josh Jacobs,Trey McBride,Marvin Harrison,Kyler Murray,Travis Etienne Jr.,Rashid Shaheed
782,25,79.92,danjpreciado,Chase Brown,Trey McBride,Chuba Hubbard,Courtland Sutton,Kyler Murray,Chris Olave
782,25,79.92,rbabs24,Chase Brown,Trey McBride,Chuba Hubbard,Courtland Sutton,Kyler Murray,Chris Olave
782,25,79.92,vindep,Jonathan Taylor,James Conner,David Njoku,Kyler Murray,Jakobi Meyers,Garrett Wilson
782,25,79.92,vindep,Brock Bowers,Puka Nacua,Kyler Murray,Jerry Jeudy,Tyrone Tracy,Travis Etienne Jr.
782,25,79.92,benrothlesberger,Jahmyr Gibbs,Alvin Kamara,Tyreek Hill,Tucker Kraft,Ricky Pearsall,Justin Fields
782,25,79.92,twelvefluidounces,Jayden Daniels,Alvin Kamara,Sam LaPorta,Deebo Samuel,Travis Etienne Jr.,Jalin Hyatt
782,25,79.92,krutches93,Jayden Daniels,Josh Jacobs,Tony Pollard,Courtland Sutton,Jakobi Meyers,Zach Ertz
792,25,79.88,beriov,Bijan Robinson,Baker Mayfield,Emeka Egbuka,Evan Engram,Calvin Ridley,Nick Chubb
792,25,79.88,gpngc,Chase Brown,Puka Nacua,Jerry Jeudy,Tucker Kraft,Josh Downs,Daniel Jones
792,25,79.88,drapp,Josh Jacobs,Puka Nacua,Tony Pollard,Sam LaPorta,Drake Maye,Jakobi Meyers
792,25,79.88,imagikarp,Ja'Marr Chase,James Conner,Kenneth Walker III,Tyler Warren,Deebo Samuel,Daniel Jones
792,25,79.88,vindep,Josh Jacobs,Puka Nacua,Baker Mayfield,Sam LaPorta,DK Metcalf,Tyrone Tracy
797,25,79.86,brad21126,De'Von Achane,Drake London,Courtland Sutton,Emeka Egbuka,Tyler Warren,Tua Tagovailoa
798,25,79.84,bustersboys,De'Von Achane,George Kittle,Tetairoa McMillan,Bo Nix,Deebo Samuel,Travis Etienne Jr.
799,25,79.82,gabrainos,De'Von Achane,Drake London,Jaxon Smith-Njigba,Ricky Pearsall,Evan Engram,Michael Penix
799,25,79.82,jewishmccaffrey,Chase Brown,Drake London,Chuba Hubbard,Marvin Harrison,Kyler Murray,Brenton Strange
799,25,79.82,lee121503,Josh Jacobs,Alvin Kamara,Sam LaPorta,Garrett Wilson,Jordan Love,Romeo Doubs
799,25,79.82,sjweil9,Josh Jacobs,Puka Nacua,Chuba Hubbard,Sam LaPorta,Kyler Murray,Jauan Jennings
799,25,79.82,jbaconator,Bijan Robinson,Kyren Williams,Amon-Ra St. Brown,Tucker Kraft,Jakobi Meyers,Jordan Love
804,25,79.78,in3us,Jonathan Taylor,Puka Nacua,Kenneth Walker III,Emeka Egbuka,Hunter Henry,Drake Maye
804,25,79.78,thegrownsimba,Chase Brown,Puka Nacua,Tony Pollard,Jerry Jeudy,Evan Engram,Daniel Jones
806,25,79.72,drapp,Brock Bowers,Drake London,Emeka Egbuka,Terry McLaurin,TreVeyon Henderson,Michael Penix
806,25,79.72,danjpreciado,Drake London,Trey McBride,Chuba Hubbard,Davante Adams,TreVeyon Henderson,Justin Fields
806,25,79.72,vindep,Chase Brown,Puka Nacua,Tony Pollard,Kyler Murray,Jakobi Meyers,Zach Ertz
806,25,79.72,cbarrett1097,Jayden Daniels,Nico Collins,Courtland Sutton,Jaxon Smith-Njigba,Breece Hall,Zach Ertz
806,25,79.72,awe419,Brock Bowers,Alvin Kamara,Jaxon Smith-Njigba,Courtland Sutton,Jaylen Warren,Trevor Lawrence
806,25,79.72,mderr,Jonathan Taylor,Amon-Ra St. Brown,Chuba Hubbard,Marvin Harrison,Kyler Murray,Juwan Johnson
