place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
44,50,98.18,crblake2,Christian McCaffrey,Mike Evans,Baker Mayfield,Emeka Egbuka,Deebo Samuel,Hunter Henry
46,50,98.12,jumpfree,De'Von Achane,Josh Jacobs,Courtland Sutton,Marvin Harrison,Kyle Pitts,Justin Fields
47,50,97.92,berettajames,Jayden Daniels,George Kittle,Chuba Hubbard,Deebo Samuel,Ricky Pearsall,Garrett Wilson
47,50,97.92,twelvefluidounces,Bijan Robinson,Tyreek Hill,Emeka Egbuka,Breece Hall,Kyle Pitts,Michael Penix
49,50,97.88,bamagolfer1,Brock Bowers,Ashton Jeanty,Kyren Williams,Baker Mayfield,Deebo Samuel,Garrett Wilson
50,50,97.72,krutches93,De'Von Achane,Kyren Williams,David Njoku,Marvin Harrison,Garrett Wilson,Justin Fields
51,35,97.68,justinherzig,Bijan Robinson,James Conner,Tyreek Hill,Tyler Warren,Daniel Jones,Michael Pittman Jr.
51,35,97.68,danieldannydan,Christian McCaffrey,James Conner,David Njoku,Ricky Pearsall,Deebo Samuel,Daniel Jones
51,35,97.68,krutches93,Bijan Robinson,Puka Nacua,Kenneth Walker III,Emeka Egbuka,Baker Mayfield,Zach Ertz
54,35,97.58,gpngc,Christian McCaffrey,Mike Evans,Jaxon Smith-Njigba,Tyler Warren,Breece Hall,Daniel Jones
54,35,97.58,gpngc,Bijan Robinson,Tyreek Hill,George Kittle,Emeka Egbuka,Baker Mayfield,Breece Hall
56,35,97.48,nez,Chase Brown,George Kittle,Tetairoa McMillan,Deebo Samuel,Daniel Jones,Michael Pittman Jr.
57,35,97.32,rkfd9383,Jahmyr Gibbs,James Conner,Jaxon Smith-Njigba,Tyler Warren,Deebo Samuel,Justin Fields
57,35,97.32,vcord7280,Brock Bowers,Drake London,Courtland Sutton,Jaxon Smith-Njigba,Breece Hall,Justin Fields
59,35,97.12,ez116,Bucky Irving,Puka Nacua,Jerry Jeudy,Tucker Kraft,Garrett Wilson,Justin Fields
60,35,96.92,straws,Malik Nabers,Trey McBride,TreVeyon Henderson,Emeka Egbuka,Justin Fields,Garrett Wilson
61,35,96.88,jorland50,Christian McCaffrey,Tee Higgins,Kyren Williams,Tyler Warren,Deebo Samuel,Daniel Jones
62,35,96.72,gpngc,Jonathan Taylor,Ashton Jeanty,Jaxon Smith-Njigba,Sam LaPorta,Deebo Samuel,Justin Fields
63,35,96.68,jtmckenzi,Chase Brown,Trey McBride,Tony Pollard,Emeka Egbuka,Michael Pittman Jr.,Daniel Jones
63,35,96.68,drapp,Josh Jacobs,Puka Nacua,Courtland Sutton,Jerry Jeudy,Tyler Warren,Daniel Jones
65,35,96.58,patrickbarnesyoutube,Christian McCaffrey,Puka Nacua,Tyreek Hill,Tyler Warren,Jaylen Warren,Daniel Jones
66,35,96.38,mrdevore3,Bijan Robinson,Kyren Williams,Terry McLaurin,Tyler Warren,Daniel Jones,Michael Pittman Jr.
66,35,96.38,nez,Bijan Robinson,Tee Higgins,Alvin Kamara,Tucker Kraft,Deebo Samuel,Daniel Jones
68,35,96.32,gforgumby,Bijan Robinson,Alvin Kamara,Tee Higgins,Garrett Wilson,Tucker Kraft,Justin Fields
69,35,96.28,awe419,De'Von Achane,Puka Nacua,David Njoku,Marvin Harrison,Jaylen Warren,Daniel Jones
70,35,96.18,danjpreciado,Bijan Robinson,Mike Evans,Emeka Egbuka,Baker Mayfield,Jaylen Warren,Zach Ertz
71,35,96.08,quake77,Bijan Robinson,Emeka Egbuka,Baker Mayfield,Tyler Warren,Ricky Pearsall,Travis Hunter
71,35,96.08,chris,Bijan Robinson,Mike Evans,Kyren Williams,Tyler Warren,Ricky Pearsall,Daniel Jones
73,35,96.02,futurestate,Jonathan Taylor,Puka Nacua,Chuba Hubbard,Ricky Pearsall,Justin Fields,Brenton Strange
74,35,95.92,merknnn,De'Von Achane,Mike Evans,Kyren Williams,Garrett Wilson,Tyler Warren,Justin Fields
75,35,95.78,danjpreciado,Bucky Irving,Brock Bowers,Jerry Jeudy,Jaxon Smith-Njigba,Daniel Jones,Michael Pittman Jr.
76,35,95.72,tubinis2121,De'Von Achane,Drake London,Emeka Egbuka,Tyler Warren,Darnell Mooney,Michael Penix
77,35,95.62,jdwwdjjosh,Christian McCaffrey,Alvin Kamara,Tee Higgins,Garrett Wilson,Sam LaPorta,Justin Fields
78,35,95.58,housealwayswins,Drake London,Trey McBride,Baker Mayfield,Emeka Egbuka,J.K. Dobbins,Garrett Wilson
79,35,95.42,justinmacmahan,Christian McCaffrey,George Kittle,Tony Pollard,DK Metcalf,Justin Fields,Garrett Wilson
80,35,95.38,tubinis2121,De'Von Achane,Mike Evans,Emeka Egbuka,Baker Mayfield,Michael Pittman Jr.,Juwan Johnson
81,35,95.32,anedder23,Jahmyr Gibbs,Brock Bowers,Jerry Jeudy,Jaxon Smith-Njigba,Garrett Wilson,Justin Fields
81,35,95.32,danjpreciado,Jayden Daniels,Alvin Kamara,Chuba Hubbard,Marvin Harrison,Tyler Warren,Deebo Samuel
81,35,95.32,jtmckenzi,Josh Jacobs,Trey McBride,Jerry Jeudy,Courtland Sutton,Justin Fields,Garrett Wilson
84,35,95.28,feilnarley,Trey McBride,Josh Jacobs,Deebo Samuel,Davante Adams,Michael Pittman Jr.,Daniel Jones
84,35,95.28,cmainy5,Puka Nacua,Brock Bowers,Baker Mayfield,Emeka Egbuka,Ricky Pearsall,RJ Harvey
86,35,95.08,noahwhit47,De'Von Achane,Ashton Jeanty,Baker Mayfield,Emeka Egbuka,Michael Pittman Jr.,Brenton Strange
86,35,95.08,danjpreciado,Christian McCaffrey,Drake London,Chuba Hubbard,Emeka Egbuka,Brock Purdy,Zach Ertz
88,35,95.02,willieknowsball,Brock Bowers,Ashton Jeanty,Davante Adams,Marvin Harrison,Garrett Wilson,Justin Fields
88,35,95.02,babystevie,Christian McCaffrey,Amon-Ra St. Brown,Kyren Williams,Garrett Wilson,Justin Fields,Brenton Strange
90,35,94.98,ez116,Bijan Robinson,Kyren Williams,Tee Higgins,Tucker Kraft,Michael Pittman Jr.,Daniel Jones
91,35,94.82,fflinx,Christian McCaffrey,George Kittle,James Conner,Deebo Samuel,Jameson Williams,Justin Fields
92,35,94.68,kuruc711,Malik Nabers,Bucky Irving,Baker Mayfield,Emeka Egbuka,Michael Pittman Jr.,Tyler Warren
93,35,94.62,krutches93,De'Von Achane,Ashton Jeanty,David Njoku,Jaxon Smith-Njigba,Garrett Wilson,Justin Fields
93,35,94.62,schmoe,Bucky Irving,Tetairoa McMillan,Chuba Hubbard,Garrett Wilson,Justin Fields,Brenton Strange
95,35,94.58,danjpreciado,Christian McCaffrey,Puka Nacua,Tyreek Hill,Jaylen Warren,Kyle Pitts,Daniel Jones
96,35,94.48,gforgumby,Josh Jacobs,Puka Nacua,Chuba Hubbard,Emeka Egbuka,Drake Maye,Hunter Henry
97,35,94.28,supremekotor,Bijan Robinson,Alvin Kamara,Terry McLaurin,Tyler Warren,Marvin Harrison,Daniel Jones
98,35,94.24,crblake2,Bijan Robinson,Brock Bowers,Courtland Sutton,Bo Nix,Deebo Samuel,Michael Pittman Jr.
99,35,94.22,berettajames,Jahmyr Gibbs,George Kittle,Jaxon Smith-Njigba,Garrett Wilson,DK Metcalf,Justin Fields
99,35,94.22,justinmacmahan,Christian McCaffrey,Mike Evans,Emeka Egbuka,Kyle Pitts,Michael Penix,Jaylen Warren
101,30,94.08,patrickbarnesyoutube,Josh Jacobs,Puka Nacua,Baker Mayfield,Emeka Egbuka,Kyle Pitts,Chris Olave
102,30,93.98,bashbarti,De'Von Achane,Malik Nabers,David Njoku,Marvin Harrison,Deebo Samuel,Daniel Jones
103,30,93.92,gpngc,Jonathan Taylor,George Kittle,Chuba Hubbard,Davante Adams,Deebo Samuel,Justin Fields
103,30,93.92,spungos,Nico Collins,Brock Bowers,Jaxon Smith-Njigba,Marvin Harrison,Travis Etienne Jr.,Justin Fields
105,30,93.88,gpngc,Josh Jacobs,Puka Nacua,Chuba Hubbard,Jaylen Waddle,Tyler Warren,Daniel Jones
106,30,93.82,chadcandles,Bucky Irving,Brock Bowers,Jerry Jeudy,Jaylen Warren,Justin Fields,Michael Pittman Jr.
107,30,93.72,chris,Chase Brown,Drake London,Chuba Hubbard,Emeka Egbuka,Michael Penix,Zach Ertz
107,30,93.72,dmlarson,Chase Brown,Drake London,Chuba Hubbard,Emeka Egbuka,Zach Ertz,Michael Penix
109,30,93.62,rydoc21,Josh Jacobs,Drake London,Emeka Egbuka,Marvin Harrison,Kyle Pitts,Michael Penix
109,30,93.62,phillyeth,Christian McCaffrey,Drake London,Chuba Hubbard,Marvin Harrison,Kyle Pitts,Michael Penix
111,30,93.58,awe419,Chase Brown,Trey McBride,Jaxon Smith-Njigba,Courtland Sutton,Jaylen Warren,Daniel Jones
111,30,93.58,pikabear1,Brian Thomas,Brock Bowers,Courtland Sutton,Baker Mayfield,Deebo Samuel,Breece Hall
113,30,93.42,jordanpooleswish69,Bijan Robinson,James Conner,Emeka Egbuka,Jameson Williams,Kyle Pitts,Michael Penix
113,30,93.42,drapp,Bucky Irving,Drake London,Chuba Hubbard,Emeka Egbuka,Michael Penix,Kyle Pitts
115,30,93.38,drapp,De'Von Achane,Mike Evans,Kyren Williams,Sam LaPorta,Daniel Jones,Michael Pittman Jr.
116,30,93.32,bryantts24,Bucky Irving,Drake London,Emeka Egbuka,Marvin Harrison,Zach Ertz,Michael Penix
117,30,93.28,gabrainos,De'Von Achane,Nico Collins,Chuba Hubbard,Tyler Warren,Michael Pittman Jr.,Daniel Jones
117,30,93.28,dcboy5565,Brock Bowers,Puka Nacua,Tetairoa McMillan,Breece Hall,Deebo Samuel,Geno Smith
119,30,93.22,sickodank,De'Von Achane,Puka Nacua,Chuba Hubbard,DK Metcalf,Kyle Pitts,Michael Penix
119,30,93.22,berettajames,Bijan Robinson,Amon-Ra St. Brown,Kyren Williams,Garrett Wilson,Justin Fields,Chig Okonkwo
121,30,93.12,sickodank,Trey McBride,Puka Nacua,Jaxon Smith-Njigba,Marvin Harrison,Travis Etienne Jr.,Kyler Murray
121,30,93.12,ecoxer10,Christian McCaffrey,Tyreek Hill,Kyren Williams,Emeka Egbuka,Kyle Pitts,Michael Penix
123,30,93.08,shocktrauma19,Bijan Robinson,Mike Evans,Ashton Jeanty,Baker Mayfield,Tyler Warren,Deebo Samuel
124,30,93.02,chadcandles,Christian McCaffrey,Mike Evans,Jaxon Smith-Njigba,Jaylen Warren,Justin Fields,Kyle Pitts
125,30,92.92,beriov,Jayden Daniels,James Conner,Kyren Williams,Tucker Kraft,Deebo Samuel,Garrett Wilson
125,30,92.92,bukkyplays,De'Von Achane,Drake London,Kyren Williams,Emeka Egbuka,Kyle Pitts,Michael Penix
127,30,92.88,crblake2,Jahmyr Gibbs,Drake London,Kyren Williams,Tyler Warren,Deebo Samuel,Daniel Jones
128,30,92.78,awe419,De'Von Achane,George Kittle,Tetairoa McMillan,Marvin Harrison,Jaylen Warren,Daniel Jones
128,30,92.78,iceyffb,Jahmyr Gibbs,Josh Jacobs,Tetairoa McMillan,Tyler Warren,Deebo Samuel,Daniel Jones
130,30,92.72,justinmacmahan,Bijan Robinson,Mike Evans,Emeka Egbuka,Kyle Pitts,Michael Penix,Stefon Diggs
130,30,92.72,jewishmccaffrey,Bucky Irving,Trey McBride,Tony Pollard,Courtland Sutton,Deebo Samuel,Justin Fields
130,30,92.72,bustersboys,Jayden Daniels,Malik Nabers,David Njoku,Emeka Egbuka,Deebo Samuel,Travis Etienne Jr.
130,30,92.72,drapp,Jayden Daniels,Puka Nacua,Chuba Hubbard,Emeka Egbuka,Jaylen Warren,Evan Engram
134,30,92.62,jettns,Bijan Robinson,Tee Higgins,Alvin Kamara,Tyler Warren,Ricky Pearsall,Justin Fields
135,30,92.58,jasta29,Bijan Robinson,James Conner,Tyreek Hill,Emeka Egbuka,Baker Mayfield,Hunter Henry
136,30,92.52,iceyffb,Christian McCaffrey,Alvin Kamara,Jaxon Smith-Njigba,Sam LaPorta,Kyler Murray,Michael Pittman Jr.
137,30,92.48,gabrainos,Bijan Robinson,Puka Nacua,George Kittle,Jameson Williams,Deebo Samuel,Brock Purdy
137,30,92.48,drapp,Bijan Robinson,George Kittle,Kyren Williams,Marvin Harrison,Brock Purdy,Ricky Pearsall
139,30,92.42,danjpreciado,Christian McCaffrey,James Conner,Jaxon Smith-Njigba,Emeka Egbuka,Tucker Kraft,Jordan Love
139,30,92.42,brad21126,Brian Thomas,Brock Bowers,Davante Adams,Emeka Egbuka,Jaylen Warren,Justin Fields
139,30,92.42,buffalomarkm,Chase Brown,Josh Jacobs,Courtland Sutton,Ricky Pearsall,Kyle Pitts,Justin Fields
142,30,92.32,danjpreciado,Bucky Irving,Drake London,Chuba Hubbard,Sam LaPorta,Garrett Wilson,Michael Penix
142,30,92.32,slauterisland,Christian McCaffrey,Chuba Hubbard,George Kittle,Marvin Harrison,Kyler Murray,Ricky Pearsall
144,30,92.28,ahodaniel,Bijan Robinson,Tetairoa McMillan,Jaxon Smith-Njigba,Tyler Warren,Drake Maye,Garrett Wilson
144,30,92.28,chris,Christian McCaffrey,George Kittle,Chuba Hubbard,Emeka Egbuka,Brock Purdy,Travis Hunter
146,30,92.22,jmann234,Jayden Daniels,Garrett Wilson,Chuba Hubbard,Emeka Egbuka,Jaylen Waddle,Zach Ertz
146,30,92.22,shagnastyball17,Jonathan Taylor,Ashton Jeanty,Emeka Egbuka,Jaxon Smith-Njigba,Kyle Pitts,Michael Penix
148,30,92.12,gabrainos,Jayden Daniels,Malik Nabers,Chuba Hubbard,Tyler Warren,Deebo Samuel,Breece Hall
148,30,92.12,berettajames,Bucky Irving,Drake London,Courtland Sutton,Emeka Egbuka,Kyle Pitts,Michael Penix
150,30,92.02,dmlarson,Chase Brown,Brock Bowers,Terry McLaurin,Jaxon Smith-Njigba,Garrett Wilson,Justin Fields
151,30,91.98,thewood1105,Chase Brown,Josh Jacobs,Emeka Egbuka,Baker Mayfield,Ricky Pearsall,Kyle Pitts
152,30,91.92,lenkeith,Bucky Irving,Drake London,Emeka Egbuka,Jaxon Smith-Njigba,Kyle Pitts,Michael Penix
152,30,91.92,berettajames,Bijan Robinson,Drake London,Amon-Ra St. Brown,Emeka Egbuka,Tucker Kraft,Michael Penix
154,30,91.88,zank11,Brock Bowers,Josh Jacobs,Courtland Sutton,Baker Mayfield,Tucker Kraft,Garrett Wilson
154,30,91.88,tbrook3434,Nico Collins,Brock Bowers,Emeka Egbuka,Baker Mayfield,J.K. Dobbins,Travis Etienne Jr.
156,30,91.82,andrewhess10,Bucky Irving,Ashton Jeanty,Courtland Sutton,Sam LaPorta,Ricky Pearsall,Justin Fields
156,30,91.82,bluenole,Jonathan Taylor,George Kittle,Chuba Hubbard,Emeka Egbuka,Kyler Murray,Jakobi Meyers
156,30,91.82,bardownbeauty,Bucky Irving,Alvin Kamara,Davante Adams,Sam LaPorta,Deebo Samuel,Justin Fields
159,30,91.72,chris,De'Von Achane,Josh Jacobs,Emeka Egbuka,Marvin Harrison,Jordan Love,Zach Ertz
159,30,91.72,tylerfyre,Puka Nacua,James Conner,Jaxon Smith-Njigba,Jaylen Warren,Kyle Pitts,Michael Penix
159,30,91.72,dbzy,Jahmyr Gibbs,George Kittle,Chuba Hubbard,Travis Hunter,Justin Fields,Garrett Wilson
159,30,91.72,drapp,Chase Brown,Brock Bowers,Tetairoa McMillan,Courtland Sutton,Jaylen Warren,Justin Fields
159,30,91.72,andrewryan99,Nico Collins,Alvin Kamara,Sam LaPorta,Marvin Harrison,Garrett Wilson,Justin Fields
164,30,91.68,bashbarti,Ashton Jeanty,Malik Nabers,Baker Mayfield,Emeka Egbuka,Breece Hall,Tyler Warren
165,30,91.62,hartzella,Brock Bowers,Josh Jacobs,Jaxon Smith-Njigba,TreVeyon Henderson,Justin Fields,Ricky Pearsall
166,30,91.58,drapp,Josh Jacobs,Trey McBride,Tony Pollard,Courtland Sutton,Daniel Jones,Michael Pittman Jr.
167,30,91.52,d33mart,Bucky Irving,Trey McBride,Chuba Hubbard,Jaylen Waddle,Justin Fields,Garrett Wilson
167,30,91.52,daviddu316,Jonathan Taylor,Ashton Jeanty,Tetairoa McMillan,Tyler Warren,Garrett Wilson,Justin Fields
169,30,91.48,ez116,Bijan Robinson,Puka Nacua,Tee Higgins,Tyler Warren,David Montgomery,Daniel Jones
170,30,91.38,beriov,Ashton Jeanty,Josh Jacobs,Baker Mayfield,Emeka Egbuka,Garrett Wilson,Ja'Tavion Sanders
170,30,91.38,thesequel21,Malik Nabers,Josh Jacobs,Emeka Egbuka,Baker Mayfield,Hunter Henry,Breece Hall
172,30,91.32,copperprices,De'Von Achane,Trey McBride,Courtland Sutton,Davante Adams,Breece Hall,Justin Fields
173,30,91.28,rydoc21,Bijan Robinson,Mike Evans,Drake London,Emeka Egbuka,Baker Mayfield,Hunter Henry
174,30,91.22,noahpetro23,Bijan Robinson,Kenneth Walker III,Amon-Ra St. Brown,Sam LaPorta,Garrett Wilson,Justin Fields
174,30,91.22,fflinx,Jayden Daniels,Josh Jacobs,Kyren Williams,Courtland Sutton,Zach Ertz,Garrett Wilson
174,30,91.22,ahodaniel,Jayden Daniels,Alvin Kamara,Emeka Egbuka,Deebo Samuel,Tyler Warren,David Montgomery
174,30,91.22,drapp,Jonathan Taylor,Drake London,Chuba Hubbard,Marvin Harrison,Tucker Kraft,Justin Fields
178,30,91.18,futurestate,Bucky Irving,Trey McBride,Emeka Egbuka,Baker Mayfield,Deebo Samuel,Travis Hunter
178,30,91.18,jeremo,Trey McBride,Drake London,Emeka Egbuka,Baker Mayfield,Breece Hall,Jaylen Warren
178,30,91.18,shanbox,Bucky Irving,Drake London,Baker Mayfield,Emeka Egbuka,Travis Etienne Jr.,Brenton Strange
181,30,91.08,danjpreciado,Christian McCaffrey,Puka Nacua,Tyreek Hill,Tony Pollard,Tyler Warren,Daniel Jones
181,30,91.08,thegrownsimba,Christian McCaffrey,Brock Bowers,Tony Pollard,Terry McLaurin,Garrett Wilson,Daniel Jones
183,30,91.02,thegrownsimba,Josh Jacobs,Brock Bowers,Jerry Jeudy,Davante Adams,Garrett Wilson,Justin Fields
184,30,90.98,ceebaby3,Christian McCaffrey,Malik Nabers,Chuba Hubbard,Sam LaPorta,Deebo Samuel,Drake Maye
184,30,90.98,lineofscrimmage,Brian Thomas,James Conner,Chuba Hubbard,Tyler Warren,Ricky Pearsall,Daniel Jones
186,30,90.96,tubinis2121,Bijan Robinson,Josh Jacobs,David Njoku,Emeka Egbuka,Deebo Samuel,Bryce Young
187,30,90.88,awe419,Christian McCaffrey,George Kittle,Jaxon Smith-Njigba,Courtland Sutton,Jaylen Warren,Brock Purdy
188,30,90.82,danjpreciado,De'Von Achane,Drake London,David Njoku,Emeka Egbuka,Breece Hall,Michael Penix
188,30,90.82,jgfc,Jayden Daniels,Bucky Irving,Emeka Egbuka,TreVeyon Henderson,Deebo Samuel,Kyle Pitts
190,30,90.78,lineofscrimmage,Christian McCaffrey,Ashton Jeanty,Tyreek Hill,Michael Pittman Jr.,Hunter Henry,Daniel Jones
191,30,90.72,thegrownsimba,Josh Jacobs,Puka Nacua,Courtland Sutton,Marvin Harrison,Kyler Murray,Zach Ertz
191,30,90.72,logandempsey,Jahmyr Gibbs,Puka Nacua,Chuba Hubbard,Ricky Pearsall,Kyle Pitts,Michael Penix
191,30,90.72,tgill1790,Christian McCaffrey,Alvin Kamara,Tetairoa McMillan,Emeka Egbuka,Kyler Murray,Zach Ertz
194,30,90.68,jbaconator,Jonathan Taylor,Tee Higgins,Kyren Williams,Emeka Egbuka,Daniel Jones,Zach Ertz
194,30,90.68,drapp,Christian McCaffrey,Puka Nacua,Kenneth Walker III,Jerry Jeudy,Tyler Warren,Daniel Jones
194,30,90.68,cedan4th4prez,Bucky Irving,Puka Nacua,Baker Mayfield,Jerry Jeudy,Garrett Wilson,Kyle Pitts
194,30,90.68,rbabs24,Bijan Robinson,George Kittle,Kenneth Walker III,Brock Purdy,Deebo Samuel,Michael Pittman Jr.
198,30,90.58,feilnarley,De'Von Achane,Trey McBride,Davante Adams,Jaylen Warren,Michael Pittman Jr.,Daniel Jones
198,30,90.58,thegrownsimba,Bijan Robinson,George Kittle,Tyreek Hill,Jaylen Warren,DK Metcalf,Daniel Jones
198,30,90.58,wagon19,Chase Brown,Trey McBride,Jaxon Smith-Njigba,Baker Mayfield,Ricky Pearsall,Deebo Samuel
198,30,90.58,manaray31,Christian McCaffrey,George Kittle,Chuba Hubbard,Davante Adams,Brock Purdy,Deebo Samuel
202,30,90.52,copperprices,Brock Bowers,Alvin Kamara,Jerry Jeudy,Tony Pollard,Garrett Wilson,Justin Fields
203,30,90.48,swishakings210,Amon-Ra St. Brown,Baker Mayfield,Jaxon Smith-Njigba,Emeka Egbuka,Breece Hall,Kyle Pitts
204,30,90.42,jzrucker,Chase Brown,Drake London,Chuba Hubbard,Kyle Pitts,Garrett Wilson,Michael Penix
205,30,90.38,gforgumby,Bijan Robinson,Mike Evans,Kyren Williams,Davante Adams,Tyler Warren,Daniel Jones
205,30,90.38,mikec6212,Bijan Robinson,Mike Evans,Emeka Egbuka,Baker Mayfield,Sam LaPorta,David Montgomery
207,30,90.32,ingelx,Christian McCaffrey,Jaxon Smith-Njigba,Alvin Kamara,Marvin Harrison,Kyler Murray,Zach Ertz
208,30,90.28,tbally12,Malik Nabers,Puka Nacua,Chuba Hubbard,Sam LaPorta,Drake Maye,Garrett Wilson
209,30,90.18,teddyonfetti,Bucky Irving,Trey McBride,Baker Mayfield,Emeka Egbuka,Breece Hall,Chris Olave
210,30,90.08,wozdemir,Jahmyr Gibbs,George Kittle,Chuba Hubbard,Emeka Egbuka,Brock Purdy,Ricky Pearsall
