place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
1,10000,153.46,jasta29,Ja'Marr Chase,Amon-Ra St. Brown,James Cook,Javonte Williams,Jared Goff,Harold Fannin
2,10000,147.86,ad5,Malik Nabers,Amon-Ra St. Brown,Tyler Warren,Jameson Williams,Jared Goff,Kenneth Walker III
3,10000,143.36,oleacg78,Jahmyr Gibbs,Amon-Ra St. Brown,Chuba Hubbard,Rome Odunze,Jake Ferguson,Jared Goff
4,1000,141.96,barsy,Christian McCaffrey,Amon-Ra St. Brown,Alvin Kamara,Rome Odunze,Jared Goff,Jake Ferguson
5,900,141.76,djrj21,Trey McBride,Amon-Ra St. Brown,Chuba Hubbard,Jameson Williams,Jared Goff,Rome Odunze
6,800,140.46,justforfunzo,CeeDee Lamb,Amon-Ra St. Brown,James Cook,Jameson Williams,Jake Ferguson,Jared Goff
7,700,139.56,lenkeith,Christian McCaffrey,Amon-Ra St. Brown,Alvin Kamara,Tyler Warren,Jared Goff,Rome Odunze
8,600,139.46,lofireball15,De'Von Achane,Amon-Ra St. Brown,Chuba Hubbard,Sam LaPorta,Rome Odunze,Jared Goff
9,500,137.86,chris,Jahmyr Gibbs,Amon-Ra St. Brown,Tee Higgins,Tyler Warren,Rome Odunze,Jared Goff
10,400,137.16,lofireball15,Christian McCaffrey,Amon-Ra St. Brown,Travis Kelce,D'Andre Swift,Jared Goff,Rome Odunze
11,300,136.86,jeffern8,Ja'Marr Chase,James Cook,Chuba Hubbard,Jameson Williams,Jared Goff,Juwan Johnson
12,300,135.36,goazcards,Jahmyr Gibbs,James Cook,Amon-Ra St. Brown,Davante Adams,Jared Goff,Brenton Strange
13,300,134.66,hotsizauce,Christian McCaffrey,Amon-Ra St. Brown,Chuba Hubbard,Jameson Williams,Jared Goff,Jake Ferguson
14,300,134.54,twelvefluidounces,Malik Nabers,Amon-Ra St. Brown,Travis Etienne Jr.,Dak Prescott,Jake Ferguson,Jaylen Waddle
15,300,134.4,babyjay248,Trey McBride,Malik Nabers,Chuba Hubbard,Davante Adams,Rome Odunze,Drake Maye
16,200,133.66,nez,Jahmyr Gibbs,Amon-Ra St. Brown,Travis Etienne Jr.,Jameson Williams,Juwan Johnson,Jared Goff
17,200,133.36,patrickbarnesyoutube,Saquon Barkley,Amon-Ra St. Brown,Travis Etienne Jr.,Sam LaPorta,Jared Goff,Rome Odunze
18,200,133.16,krutches93,Saquon Barkley,Amon-Ra St. Brown,Chuba Hubbard,Davante Adams,Jared Goff,Jake Ferguson
19,200,132.76,bestballviper,Puka Nacua,Amon-Ra St. Brown,Javonte Williams,Sam LaPorta,Bhayshul Tuten,Jared Goff
20,200,132.66,bustersboys,Christian McCaffrey,Amon-Ra St. Brown,Tee Higgins,Jameson Williams,Jared Goff,Juwan Johnson
21,100,130.78,jokah03,Jahmyr Gibbs,Amon-Ra St. Brown,Javonte Williams,Tyler Warren,Rome Odunze,Caleb Williams
22,100,130.36,krutches93,Trey McBride,Amon-Ra St. Brown,Travis Etienne Jr.,Davante Adams,Jared Goff,Jaylen Warren
23,100,130,jeffern8,Puka Nacua,Malik Nabers,Javonte Williams,Tyler Warren,Drake Maye,J.K. Dobbins
24,100,129.98,mathology,Christian McCaffrey,Amon-Ra St. Brown,Travis Etienne Jr.,Rome Odunze,Juwan Johnson,Caleb Williams
25,100,129.86,nez,Trey McBride,Amon-Ra St. Brown,Alvin Kamara,Davante Adams,Jameson Williams,Jared Goff
26,50,129.7,nez,Trey McBride,Malik Nabers,Javonte Williams,Davante Adams,Drake Maye,Jameson Williams
27,50,129.66,berettajames,Puka Nacua,Malik Nabers,Alvin Kamara,Travis Kelce,Jameson Williams,Jared Goff
27,50,129.66,burtbra3,Puka Nacua,Malik Nabers,Alvin Kamara,Travis Kelce,Jameson Williams,Jared Goff
29,50,129.5,tonysprocket,De'Von Achane,Amon-Ra St. Brown,Tyler Warren,Drake Maye,Rome Odunze,Kayshon Boutte
30,50,129.26,goazcards,Jahmyr Gibbs,Malik Nabers,Alvin Kamara,Jameson Williams,Juwan Johnson,Jared Goff
31,50,129.16,mlandon093,Ja'Marr Chase,Amon-Ra St. Brown,Alvin Kamara,Tyreek Hill,Sam LaPorta,Jared Goff
32,50,129.06,lofireball15,Jahmyr Gibbs,Amon-Ra St. Brown,James Cook,Travis Kelce,Jared Goff,Chris Olave
32,50,129.06,lee121503,Saquon Barkley,Malik Nabers,Jaxon Smith-Njigba,Jameson Williams,Jared Goff,Juwan Johnson
34,50,128.96,ez116,Jahmyr Gibbs,Malik Nabers,Chuba Hubbard,Tyler Warren,Jameson Williams,Jared Goff
35,50,128.48,tonysprocket,Jahmyr Gibbs,Amon-Ra St. Brown,Chuba Hubbard,Rome Odunze,Caleb Williams,Juwan Johnson
36,50,128.36,dmanwon,Saquon Barkley,Amon-Ra St. Brown,Tyreek Hill,Jared Goff,Rome Odunze,Grant Calcaterra
37,50,128.06,egreenmonster,Ja'Marr Chase,Amon-Ra St. Brown,Jaxon Smith-Njigba,D'Andre Swift,Brenton Strange,Jared Goff
38,50,127.86,dmlarson,Christian McCaffrey,Amon-Ra St. Brown,Jaxon Smith-Njigba,Brenton Strange,Javonte Williams,Jared Goff
39,50,127.24,d4ve,Ja'Marr Chase,Jaxon Smith-Njigba,James Cook,Javonte Williams,Dak Prescott,Jake Ferguson
40,50,127.18,razor33,Jonathan Taylor,Amon-Ra St. Brown,Patrick Mahomes,Javonte Williams,Tyquan Thornton,David Njoku
41,50,126.7,bustersboys,Christian McCaffrey,Amon-Ra St. Brown,Travis Etienne Jr.,Jameson Williams,Drake Maye,Jake Ferguson
42,50,126.66,bestballviper,Puka Nacua,Amon-Ra St. Brown,Travis Etienne Jr.,Sam LaPorta,Jared Goff,Bhayshul Tuten
43,50,126.56,dmlarson,De'Von Achane,Malik Nabers,George Pickens,Sam LaPorta,Jameson Williams,Jared Goff
44,50,126.36,blizzyblaine,Saquon Barkley,Amon-Ra St. Brown,Chuba Hubbard,Jameson Williams,Jared Goff,Harold Fannin
45,50,126.06,justforfunzo,Jahmyr Gibbs,Amon-Ra St. Brown,Sam LaPorta,D.J. Moore,Rome Odunze,Jared Goff
46,50,125.86,housealwayswins,Jahmyr Gibbs,Jonathan Taylor,Tee Higgins,Sam LaPorta,Jared Goff,Rome Odunze
47,50,125.82,chadg20,Jonathan Taylor,Malik Nabers,Tyreek Hill,Davante Adams,Matthew Stafford,Jake Ferguson
48,50,125.34,iamskiman,De'Von Achane,Malik Nabers,George Pickens,Dak Prescott,Rome Odunze,Brenton Strange
49,50,125.26,shagnastyball17,Puka Nacua,Amon-Ra St. Brown,Tony Pollard,Jameson Williams,David Njoku,Jared Goff
49,50,125.26,nez,Puka Nacua,James Conner,Tyler Warren,Jameson Williams,Jared Goff,Rome Odunze
51,35,125.06,craigg503,Puka Nacua,Malik Nabers,Sam LaPorta,D'Andre Swift,Jameson Williams,Jared Goff
51,35,125.06,schmoe,Puka Nacua,Malik Nabers,Sam LaPorta,D'Andre Swift,Jameson Williams,Jared Goff
53,35,124.96,peteroverzet,Saquon Barkley,Amon-Ra St. Brown,Alvin Kamara,Davante Adams,Jared Goff,Harold Fannin
53,35,124.96,teddyonfetti,Saquon Barkley,Amon-Ra St. Brown,Alvin Kamara,Davante Adams,Harold Fannin,Jared Goff
55,35,124.56,cormur93,Ja'Marr Chase,James Cook,Travis Etienne Jr.,Jameson Williams,Hunter Henry,Jared Goff
56,35,124.36,binnoob,De'Von Achane,Amon-Ra St. Brown,Courtland Sutton,Sam LaPorta,Rome Odunze,Jared Goff
56,35,124.36,in3us,Puka Nacua,Amon-Ra St. Brown,Tony Pollard,Javonte Williams,Mark Andrews,Jared Goff
58,35,124,aaronjh22,Puka Nacua,Amon-Ra St. Brown,Travis Etienne Jr.,Chuba Hubbard,Drake Maye,Harold Fannin
59,35,123.66,dbro719,Puka Nacua,Amon-Ra St. Brown,Tetairoa McMillan,TreVeyon Henderson,Jared Goff,Juwan Johnson
60,35,123.38,awe419,Puka Nacua,Malik Nabers,Tony Pollard,Javonte Williams,Patrick Mahomes,Jake Ferguson
61,35,123.26,schubes123376,Jahmyr Gibbs,Amon-Ra St. Brown,Chuba Hubbard,Jared Goff,D.J. Moore,Juwan Johnson
62,35,123.06,berettajames,Ja'Marr Chase,Amon-Ra St. Brown,Chuba Hubbard,Hollywood Brown,Jared Goff,Brenton Strange
63,35,122.98,awe419,Puka Nacua,Malik Nabers,Javonte Williams,Tyreek Hill,Jake Ferguson,Caleb Williams
63,35,122.98,crblake2,De'Von Achane,Malik Nabers,Zay Flowers,Tyler Warren,Caleb Williams,Rome Odunze
65,35,122.76,copperprices,Ja'Marr Chase,James Cook,Ricky Pearsall,Sam LaPorta,Javonte Williams,Jared Goff
66,35,122.56,grantbh12,Puka Nacua,Jonathan Taylor,Chuba Hubbard,Tetairoa McMillan,Jared Goff,Harold Fannin
66,35,122.56,dabk,CeeDee Lamb,Amon-Ra St. Brown,Travis Etienne Jr.,D'Andre Swift,Tyler Warren,Jared Goff
68,35,122.46,manaray31,Derrick Henry,Travis Etienne Jr.,Amon-Ra St. Brown,Rome Odunze,Harold Fannin,Jared Goff
69,35,122.2,leominichillo,Lamar Jackson,Jonathan Taylor,Tyler Warren,Javonte Williams,Calvin Ridley,Xavier Worthy
70,35,122.06,razor33,CeeDee Lamb,Amon-Ra St. Brown,Chuba Hubbard,Kenneth Walker III,Brenton Strange,Jared Goff
71,35,121.8,fatjaffe,Christian McCaffrey,Amon-Ra St. Brown,Tee Higgins,Javonte Williams,Drake Maye,David Njoku
72,35,121.6,bestballviper,Lamar Jackson,James Cook,Chuba Hubbard,Zay Flowers,Rome Odunze,Juwan Johnson
73,35,121.56,play2w1n,Puka Nacua,Jonathan Taylor,Tyler Warren,Tetairoa McMillan,David Montgomery,Jared Goff
74,35,121.54,d4ve,De'Von Achane,Jonathan Taylor,George Pickens,Sam LaPorta,Rome Odunze,Dak Prescott
74,35,121.54,goods,Puka Nacua,Malik Nabers,Tyreek Hill,Dak Prescott,Jaylen Warren,Jake Ferguson
76,35,121.3,bestballviper,Lamar Jackson,James Cook,Travis Etienne Jr.,Zay Flowers,Rome Odunze,Juwan Johnson
77,35,121.16,schmoe,Saquon Barkley,Amon-Ra St. Brown,Sam LaPorta,D'Andre Swift,Jared Goff,Davante Adams
78,35,121.1,fatjaffe,Christian McCaffrey,Amon-Ra St. Brown,James Cook,Tetairoa McMillan,Hunter Henry,Drake Maye
79,35,121.08,benlanc99,Puka Nacua,James Cook,Tyler Warren,George Pickens,Caleb Williams,Rome Odunze
80,35,121.04,babystevie,Ja'Marr Chase,Jonathan Taylor,Chuba Hubbard,Zay Flowers,Dak Prescott,Jake Ferguson
81,35,120.76,fflinx,Jahmyr Gibbs,Amon-Ra St. Brown,James Cook,Sam LaPorta,Jared Goff,Keon Coleman
82,35,120.68,krutches93,De'Von Achane,Jonathan Taylor,Sam LaPorta,Davante Adams,Rome Odunze,Caleb Williams
83,35,120.58,bobbyg12,Saquon Barkley,Amon-Ra St. Brown,Travis Etienne Jr.,Harold Fannin,Caleb Williams,Rome Odunze
84,35,120.54,sickodank,Ja'Marr Chase,Amon-Ra St. Brown,Chuba Hubbard,George Pickens,Evan Engram,Dak Prescott
85,35,120.46,ez116,Christian McCaffrey,Malik Nabers,Tee Higgins,Travis Kelce,D'Andre Swift,Jared Goff
85,35,120.46,dylanroskopf,Ja'Marr Chase,Amon-Ra St. Brown,Travis Etienne Jr.,TreVeyon Henderson,Hunter Henry,Jared Goff
87,35,120.4,patrickbarnesyoutube,Puka Nacua,Malik Nabers,Travis Kelce,Javonte Williams,Ricky Pearsall,Drake Maye
88,35,120.3,krutches93,Puka Nacua,Malik Nabers,Travis Kelce,Javonte Williams,Jerry Jeudy,Drake Maye
89,35,120,nez,Ja'Marr Chase,James Cook,Alvin Kamara,Tyler Warren,Drake Maye,Jaylen Waddle
90,35,119.96,jtmckenzi,Saquon Barkley,Amon-Ra St. Brown,Alvin Kamara,Sam LaPorta,Jameson Williams,Jared Goff
91,35,119.86,aaronjh22,Saquon Barkley,Amon-Ra St. Brown,Tony Pollard,Davante Adams,David Njoku,Jared Goff
92,35,119.76,kkizzle,Ja'Marr Chase,Jaxon Smith-Njigba,Travis Etienne Jr.,Sam LaPorta,Javonte Williams,Jared Goff
92,35,119.76,awe419,De'Von Achane,Malik Nabers,Tyreek Hill,Sam LaPorta,D'Andre Swift,Jared Goff
92,35,119.76,jokah03,CeeDee Lamb,Amon-Ra St. Brown,Sam LaPorta,Alvin Kamara,Jared Goff,Kenneth Walker III
95,35,119.68,leagueofitems,De'Von Achane,Amon-Ra St. Brown,Sam LaPorta,D'Andre Swift,Rome Odunze,Caleb Williams
95,35,119.68,awe419,Christian McCaffrey,Amon-Ra St. Brown,Tony Pollard,Davante Adams,Patrick Mahomes,Juwan Johnson
97,35,119.6,jtmckenzi,Jonathan Taylor,Malik Nabers,Zay Flowers,Travis Kelce,Tyrone Tracy,Russell Wilson
98,35,119.46,petema33,Jahmyr Gibbs,Amon-Ra St. Brown,Travis Etienne Jr.,Tyler Warren,D.J. Moore,Jared Goff
99,35,119.36,cutcutler,Puka Nacua,Amon-Ra St. Brown,Tony Pollard,D'Andre Swift,Jared Goff,Chig Okonkwo
100,35,119.34,markzorner,Puka Nacua,Jonathan Taylor,George Pickens,Dak Prescott,Jaylen Warren,Juwan Johnson
101,30,119.16,fatjaffe,Jahmyr Gibbs,Amon-Ra St. Brown,Garrett Wilson,Davante Adams,Jared Goff,David Njoku
102,30,119.08,lofireball15,Trey McBride,Malik Nabers,Tony Pollard,Davante Adams,Rome Odunze,Caleb Williams
103,30,118.8,vindep,Puka Nacua,Amon-Ra St. Brown,Travis Kelce,Kyler Murray,Javonte Williams,Jaylen Warren
104,30,118.58,bashbarti,De'Von Achane,Jonathan Taylor,Travis Kelce,Patrick Mahomes,Xavier Worthy,Chris Olave
105,30,118.56,tbrook3434,Chase Brown,Malik Nabers,Chuba Hubbard,Tyler Warren,Jameson Williams,Jared Goff
106,30,118.36,crblake2,De'Von Achane,Amon-Ra St. Brown,Chuba Hubbard,Sam LaPorta,Jared Goff,Calvin Ridley
107,30,118.3,brad21126,Puka Nacua,Malik Nabers,Javonte Williams,DeVonta Smith,Mark Andrews,Russell Wilson
108,30,118.24,ez116,Christian McCaffrey,Amon-Ra St. Brown,Tee Higgins,Dak Prescott,George Pickens,Jake Ferguson
109,30,117.88,awe419,Puka Nacua,Jonathan Taylor,Travis Kelce,Davante Adams,Patrick Mahomes,J.K. Dobbins
110,30,117.86,beriov,Jahmyr Gibbs,Amon-Ra St. Brown,Sam LaPorta,Jared Goff,Jameson Williams,Dylan Sampson
111,30,117.76,in3us,Christian McCaffrey,Amon-Ra St. Brown,Tee Higgins,Mark Andrews,Jaylen Warren,Jared Goff
111,30,117.76,fflinx,Puka Nacua,Jonathan Taylor,Chuba Hubbard,Sam LaPorta,Zay Flowers,Jared Goff
113,30,117.74,jtmckenzi,Saquon Barkley,Amon-Ra St. Brown,Travis Etienne Jr.,George Pickens,Dak Prescott,Jake Ferguson
114,30,117.64,lee121503,Ja'Marr Chase,Amon-Ra St. Brown,Travis Etienne Jr.,D.J. Moore,Dak Prescott,Harold Fannin
115,30,117.56,mathology,Saquon Barkley,Amon-Ra St. Brown,Alvin Kamara,Jameson Williams,Jared Goff,Evan Engram
116,30,117.48,brentc72,Jahmyr Gibbs,Amon-Ra St. Brown,Chuba Hubbard,Davante Adams,Patrick Mahomes,David Njoku
116,30,117.48,bashbarti,De'Von Achane,Malik Nabers,Javonte Williams,Tyler Warren,Patrick Mahomes,Jerry Jeudy
118,30,117.4,lineofscrimmage,Puka Nacua,Malik Nabers,Javonte Williams,TreVeyon Henderson,Drake Maye,Harold Fannin
119,30,117.24,danjpreciado,De'Von Achane,Malik Nabers,Javonte Williams,George Pickens,Hunter Henry,Dak Prescott
120,30,117.06,gforgumby,Jahmyr Gibbs,Amon-Ra St. Brown,Travis Kelce,George Pickens,Tyrone Tracy,Jared Goff
121,30,116.98,urbanik,Ja'Marr Chase,James Cook,Jaxon Smith-Njigba,Mark Andrews,Rome Odunze,Caleb Williams
122,30,116.78,vindep,Ja'Marr Chase,Amon-Ra St. Brown,Sam LaPorta,Patrick Mahomes,Tyrone Tracy,Kenneth Walker III
123,30,116.6,kconpit1392,Malik Nabers,Lamar Jackson,George Pickens,Mark Andrews,Rome Odunze,David Montgomery
123,30,116.6,znewsome,Lamar Jackson,Amon-Ra St. Brown,Chuba Hubbard,Zay Flowers,Javonte Williams,David Njoku
125,30,116.52,danjpreciado,Puka Nacua,Malik Nabers,Tyreek Hill,Javonte Williams,Chig Okonkwo,Matthew Stafford
126,30,116.26,chris,Jahmyr Gibbs,Amon-Ra St. Brown,Tony Pollard,Davante Adams,Mark Andrews,Jared Goff
127,30,116.16,equinsuocha,Chase Brown,Malik Nabers,Javonte Williams,Jameson Williams,Jared Goff,Evan Engram
128,30,116.08,phillyeth,Ja'Marr Chase,James Cook,Chuba Hubbard,Travis Kelce,Patrick Mahomes,Rashid Shaheed
129,30,115.98,ez116,Christian McCaffrey,Amon-Ra St. Brown,Travis Kelce,Patrick Mahomes,Javonte Williams,Chris Olave
130,30,115.94,berettajames,Puka Nacua,Malik Nabers,Zay Flowers,Tyler Warren,Daniel Jones,J.K. Dobbins
131,30,115.9,speedosteve,Lamar Jackson,Amon-Ra St. Brown,Alvin Kamara,Tyler Warren,Rome Odunze,Travis Hunter
131,30,115.9,sjweil9,Christian McCaffrey,Amon-Ra St. Brown,James Cook,D.J. Moore,Kyler Murray,Juwan Johnson
133,30,115.88,fatjaffe,De'Von Achane,Malik Nabers,Javonte Williams,Travis Kelce,Patrick Mahomes,DeVonta Smith
134,30,115.86,cbrook,Christian McCaffrey,Amon-Ra St. Brown,Sam LaPorta,Jared Goff,Xavier Worthy,Kayshon Boutte
135,30,115.7,tubinis2121,Puka Nacua,Malik Nabers,Tony Pollard,Travis Kelce,Drake Maye,Jaylen Waddle
135,30,115.7,manaray31,Lamar Jackson,Malik Nabers,Zay Flowers,Javonte Williams,Dylan Sampson,Juwan Johnson
137,30,115.6,chris,De'Von Achane,Malik Nabers,Tyreek Hill,Javonte Williams,Jonnu Smith,Tua Tagovailoa
137,30,115.6,cpetey23,Jonathan Taylor,Malik Nabers,George Pickens,TreVeyon Henderson,Drake Maye,Harold Fannin
139,30,115.54,metrothoomin,Ja'Marr Chase,James Cook,Travis Etienne Jr.,Tyler Warren,Tetairoa McMillan,Bo Nix
140,30,115.46,lee121503,Christian McCaffrey,Amon-Ra St. Brown,Travis Etienne Jr.,Sam LaPorta,D.J. Moore,Jared Goff
140,30,115.46,krutches93,De'Von Achane,Jonathan Taylor,Sam LaPorta,Davante Adams,Jerry Jeudy,Jared Goff
142,30,115.38,play2w1n,De'Von Achane,Jonathan Taylor,Travis Kelce,Patrick Mahomes,Stefon Diggs,Rome Odunze
143,30,115.34,scottycobra,Saquon Barkley,Malik Nabers,Chuba Hubbard,Tetairoa McMillan,Dak Prescott,Juwan Johnson
144,30,115.26,krutches93,Christian McCaffrey,Tee Higgins,James Cook,Jameson Williams,Jared Goff,Jonnu Smith
145,30,115.2,awe419,Lamar Jackson,Malik Nabers,Alvin Kamara,Javonte Williams,Chris Olave,Jake Ferguson
146,30,115.1,nf42,Saquon Barkley,Malik Nabers,Alvin Kamara,Tyreek Hill,Harold Fannin,Russell Wilson
146,30,115.1,ryan5594,De'Von Achane,Jonathan Taylor,Travis Kelce,Tetairoa McMillan,Kyler Murray,Rome Odunze
148,30,114.96,ez116,Jahmyr Gibbs,James Cook,Garrett Wilson,Jameson Williams,Jared Goff,Jake Ferguson
148,30,114.96,kuruc711,CeeDee Lamb,Amon-Ra St. Brown,Chuba Hubbard,Tetairoa McMillan,Hunter Henry,Jared Goff
150,30,114.88,iamskiman,Malik Nabers,James Conner,Davante Adams,Sam LaPorta,Rome Odunze,Caleb Williams
151,30,114.86,crblake2,Jonathan Taylor,James Conner,Tetairoa McMillan,Tyler Warren,Jameson Williams,Jared Goff
152,30,114.78,bashbarti,Saquon Barkley,Malik Nabers,Chuba Hubbard,Travis Kelce,Patrick Mahomes,Jameson Williams
153,30,114.7,leominichillo,Puka Nacua,Jonathan Taylor,Tyler Warren,Drake Maye,Kenneth Walker III,Kayshon Boutte
154,30,114.68,patrickbarnesyoutube,Jahmyr Gibbs,Malik Nabers,Tony Pollard,Travis Kelce,Rome Odunze,Caleb Williams
155,30,114.66,d4ve,Jahmyr Gibbs,Amon-Ra St. Brown,A.J. Brown,Javonte Williams,Mark Andrews,Jared Goff
156,30,114.6,lineofscrimmage,Lamar Jackson,Amon-Ra St. Brown,Chuba Hubbard,Hollywood Brown,Davante Adams,Jake Ferguson
157,30,114.56,lee121503,Derrick Henry,Amon-Ra St. Brown,Jaxon Smith-Njigba,Travis Etienne Jr.,Juwan Johnson,Jared Goff
157,30,114.56,hotsizauce,CeeDee Lamb,Amon-Ra St. Brown,Alvin Kamara,Tyler Warren,Jared Goff,DeVonta Smith
157,30,114.56,awolff225,Jahmyr Gibbs,Amon-Ra St. Brown,Chuba Hubbard,D.J. Moore,Jared Goff,Jonnu Smith
160,30,114.38,natedog789,Saquon Barkley,Malik Nabers,Alvin Kamara,George Pickens,Patrick Mahomes,Juwan Johnson
161,30,114.36,rbabs24,CeeDee Lamb,Amon-Ra St. Brown,Chuba Hubbard,D'Andre Swift,Hunter Henry,Jared Goff
162,30,114.34,ingelx,Puka Nacua,Jonathan Taylor,DK Metcalf,Tyler Warren,Troy Franklin,Daniel Jones
163,30,114.3,lee121503,Jonathan Taylor,Lamar Jackson,Travis Kelce,George Pickens,Jameson Williams,Kenneth Walker III
164,30,114.24,lee121503,Ja'Marr Chase,Javonte Williams,Jaxon Smith-Njigba,Tetairoa McMillan,Dak Prescott,Jake Ferguson
165,30,114.16,d4ve,Trey McBride,Amon-Ra St. Brown,Garrett Wilson,George Pickens,D'Andre Swift,Jared Goff
166,30,114.06,manaray31,Jahmyr Gibbs,Amon-Ra St. Brown,Tony Pollard,Tyler Warren,Chris Olave,Jared Goff
167,30,113.96,copperprices,De'Von Achane,Amon-Ra St. Brown,Chuba Hubbard,Hollywood Brown,Jared Goff,Hunter Henry
168,30,113.88,ejweil,De'Von Achane,James Cook,Tyler Warren,DK Metcalf,Rome Odunze,Caleb Williams
169,30,113.86,jtmckenzi,CeeDee Lamb,Amon-Ra St. Brown,Alvin Kamara,Sam LaPorta,D'Andre Swift,Jared Goff
170,30,113.84,ingelx,Trey McBride,Malik Nabers,George Pickens,Javonte Williams,Dak Prescott,Dylan Sampson
170,30,113.84,drapp,Saquon Barkley,Malik Nabers,Tony Pollard,Davante Adams,Dak Prescott,Jake Ferguson
172,30,113.78,awe419,Saquon Barkley,Malik Nabers,Tony Pollard,Davante Adams,Patrick Mahomes,Jake Ferguson
173,30,113.76,awe419,Saquon Barkley,Amon-Ra St. Brown,Chuba Hubbard,Sam LaPorta,Jared Goff,Chris Olave
174,30,113.7,tubinis2121,Puka Nacua,Malik Nabers,Chuba Hubbard,Alvin Kamara,Hunter Henry,Drake Maye
175,30,113.66,phillyeth,Ja'Marr Chase,Travis Etienne Jr.,Tony Pollard,Jameson Williams,Jared Goff,Harold Fannin
176,30,113.6,vindep,De'Von Achane,Malik Nabers,Zay Flowers,Travis Kelce,Drake Maye,D'Andre Swift
177,30,113.58,crblake2,Puka Nacua,Jonathan Taylor,Chuba Hubbard,Tyreek Hill,Juwan Johnson,Caleb Williams
178,30,113.5,ez116,CeeDee Lamb,Malik Nabers,Chuba Hubbard,Tyler Warren,Ricky Pearsall,Russell Wilson
179,30,113.44,nez,CeeDee Lamb,Amon-Ra St. Brown,Chuba Hubbard,Javonte Williams,Dak Prescott,Evan Engram
180,30,113.4,bestballviper,Lamar Jackson,Malik Nabers,Zay Flowers,Javonte Williams,Tyrone Tracy,Juwan Johnson
180,30,113.4,nez,Christian McCaffrey,Amon-Ra St. Brown,Travis Etienne Jr.,DK Metcalf,Drake Maye,Harold Fannin
182,30,113.38,copperprices,Puka Nacua,Malik Nabers,Javonte Williams,Hollywood Brown,Patrick Mahomes,David Njoku
183,30,113.3,lolhotdogz,Christian McCaffrey,James Cook,Amon-Ra St. Brown,Drake Maye,Hunter Henry,Stefon Diggs
183,30,113.3,krutches93,De'Von Achane,Jonathan Taylor,George Pickens,Davante Adams,Drake Maye,Hunter Henry
185,30,113.26,dmlarson,Jahmyr Gibbs,Jaxon Smith-Njigba,Travis Etienne Jr.,Jameson Williams,Jared Goff,Juwan Johnson
185,30,113.26,gpngc,Ja'Marr Chase,Tony Pollard,Davante Adams,Jameson Williams,Jared Goff,Brenton Strange
187,30,113.24,ez116,Ja'Marr Chase,James Cook,Garrett Wilson,George Pickens,Dak Prescott,Jake Ferguson
188,30,113.22,chris,Jahmyr Gibbs,Amon-Ra St. Brown,Alvin Kamara,Tetairoa McMillan,Jake Ferguson,Bryce Young
189,30,113.2,draftrook12,Lamar Jackson,Amon-Ra St. Brown,David Montgomery,George Pickens,David Njoku,Kenneth Walker III
189,30,113.2,vindep,Lamar Jackson,Jonathan Taylor,Travis Kelce,Davante Adams,Jaylen Warren,Jaylen Waddle
189,30,113.2,krutches93,Trey McBride,Malik Nabers,Javonte Williams,Davante Adams,Kyler Murray,David Montgomery
192,30,113.16,rbabs24,Trey McBride,Malik Nabers,TreVeyon Henderson,Jameson Williams,D'Andre Swift,Jared Goff
193,30,113.14,tubinis2121,CeeDee Lamb,Malik Nabers,Tony Pollard,Davante Adams,Dak Prescott,Jake Ferguson
194,30,113.1,manaray31,Ja'Marr Chase,James Cook,Jaxon Smith-Njigba,George Pickens,Drake Maye,Evan Engram
195,30,113.08,nez,Chase Brown,Malik Nabers,Chuba Hubbard,Tyler Warren,Rome Odunze,Caleb Williams
196,30,113.06,whodeysss,Puka Nacua,De'Von Achane,Sam LaPorta,Javonte Williams,Jared Goff,Calvin Ridley
197,30,112.98,dmlarson,Saquon Barkley,Malik Nabers,Alvin Kamara,George Pickens,Juwan Johnson,Spencer Rattler
198,30,112.88,mathology,Ja'Marr Chase,Amon-Ra St. Brown,Travis Etienne Jr.,Tyreek Hill,Mark Andrews,Caleb Williams
199,30,112.86,benrothlesberger,Ja'Marr Chase,Jaxon Smith-Njigba,Travis Etienne Jr.,Jameson Williams,Hunter Henry,Jared Goff
200,30,112.8,nez,Trey McBride,Malik Nabers,George Pickens,Javonte Williams,Drake Maye,Stefon Diggs
201,30,112.78,ingelx,Christian McCaffrey,Breece Hall,Amon-Ra St. Brown,Rome Odunze,Harold Fannin,Caleb Williams
202,30,112.76,drapp,Christian McCaffrey,Amon-Ra St. Brown,Tony Pollard,Travis Kelce,D.J. Moore,Jared Goff
202,30,112.76,copperprices,Saquon Barkley,Amon-Ra St. Brown,Tony Pollard,George Pickens,Brenton Strange,Jared Goff
202,30,112.76,bestballviper,CeeDee Lamb,James Cook,Garrett Wilson,Jameson Williams,Jake Ferguson,Jared Goff
202,30,112.76,danjpreciado,Jahmyr Gibbs,Amon-Ra St. Brown,Alvin Kamara,Ricky Pearsall,David Njoku,Jared Goff
206,30,112.64,spartan,Jonathan Taylor,Malik Nabers,Ricky Pearsall,Tyler Warren,Bo Nix,David Montgomery
206,30,112.64,berettajames,CeeDee Lamb,Amon-Ra St. Brown,Chuba Hubbard,DK Metcalf,Dak Prescott,Juwan Johnson
208,30,112.58,lazykid,CeeDee Lamb,Amon-Ra St. Brown,Travis Etienne Jr.,Rome Odunze,Caleb Williams,Colston Loveland
209,30,112.56,gforgumby,Saquon Barkley,Amon-Ra St. Brown,Garrett Wilson,Davante Adams,Mark Andrews,Jared Goff
