place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
2458,0,78.34,jlong,Puka Nacua,James Conner,Tony Pollard,Marvin Harrison,Bo Nix,Ja'Tavion Sanders
2464,0,78.3,chris,Jonathan Taylor,Lamar Jackson,Travis Kelce,Marvin Harrison,Cedric Tillman,Rashod Bateman
2464,0,78.3,th3what,De'Von Achane,Breece Hall,George Pickens,Davante Adams,Hunter Henry,Kyler Murray
2464,0,78.3,lucky1037,Lamar Jackson,Brian Thomas,Tyler Warren,Zay Flowers,Jaylen Warren,Chris Olave
2464,0,78.3,patrickbarnesyoutube,Lamar Jackson,Jonathan Taylor,Travis Kelce,Courtland Sutton,Calvin Ridley,Tyrone Tracy
2468,0,78.28,berettajames,Derrick Henry,Amon-Ra St. Brown,Chuba Hubbard,D.J. Moore,Caleb Williams,Colston Loveland
2468,0,78.28,jlong,Kyren Williams,Trey McBride,George Pickens,Tetairoa McMillan,Tyrone Tracy,Patrick Mahomes
2468,0,78.28,copperprices,CeeDee Lamb,Tee Higgins,Chuba Hubbard,Hollywood Brown,Patrick Mahomes,Jonnu Smith
2468,0,78.28,jtmckenzi,Chase Brown,Kyren Williams,Zay Flowers,Sam LaPorta,Rome Odunze,Caleb Williams
2472,0,78.24,bashbarti,Jahmyr Gibbs,Jalen Hurts,Travis Etienne Jr.,Davante Adams,DeVonta Smith,David Njoku
2472,0,78.24,egreenmonster,Jahmyr Gibbs,Jalen Hurts,A.J. Brown,Tetairoa McMillan,Kenneth Walker III,Jake Ferguson
2472,0,78.24,jtmckenzi,Ja'Marr Chase,Jalen Hurts,A.J. Brown,D'Andre Swift,DeVonta Smith,Jake Ferguson
2472,0,78.24,evan11,Ja'Marr Chase,Joe Burrow,Chuba Hubbard,DeVonta Smith,Brenton Strange,J.K. Dobbins
2476,0,78.22,tbrook3434,Josh Allen,James Cook,Davante Adams,Tyler Warren,Travis Hunter,Calvin Ridley
2476,0,78.22,nf42,Josh Allen,James Cook,Garrett Wilson,George Pickens,D'Andre Swift,Dalton Kincaid
2478,0,78.2,kristin7993,Christian McCaffrey,Garrett Wilson,Jaxon Smith-Njigba,Drake Maye,Stefon Diggs,Dalton Kincaid
2478,0,78.2,shocktrauma19,Lamar Jackson,Brian Thomas,Courtland Sutton,Travis Etienne Jr.,Javonte Williams,George Kittle
2478,0,78.2,cormur93,Lamar Jackson,Kyren Williams,Zay Flowers,J.K. Dobbins,Cedric Tillman,Harold Fannin
2478,0,78.2,bustersboys,Trey McBride,Lamar Jackson,Tony Pollard,DK Metcalf,Jaylen Waddle,D.J. Moore
2478,0,78.2,thewood1105,Lamar Jackson,Kyren Williams,Zay Flowers,Travis Kelce,J.K. Dobbins,Chris Olave
2478,0,78.2,chris,Trey McBride,Malik Nabers,Courtland Sutton,Hollywood Brown,Kyler Murray,David Montgomery
2478,0,78.2,ronmel1987,Derrick Henry,Amon-Ra St. Brown,Alvin Kamara,Ricky Pearsall,Kyler Murray,David Njoku
2478,0,78.2,ez116,Derrick Henry,Amon-Ra St. Brown,Travis Etienne Jr.,D.J. Moore,Brenton Strange,Kyler Murray
2486,0,78.18,manaray31,CeeDee Lamb,Malik Nabers,Garrett Wilson,Justin Fields,David Montgomery,Dalton Kincaid
2486,0,78.18,sjweil9,Christian McCaffrey,Tee Higgins,Travis Etienne Jr.,Hollywood Brown,Patrick Mahomes,Mark Andrews
2486,0,78.18,joopy,CeeDee Lamb,James Cook,Justin Fields,Tyreek Hill,Brenton Strange,Jaylen Warren
2489,0,78.14,bestballviper,Ja'Marr Chase,Joe Burrow,Tee Higgins,D'Andre Swift,J.K. Dobbins,Grant Calcaterra
2489,0,78.14,chris,De'Von Achane,Jonathan Taylor,Courtland Sutton,Marvin Harrison,Hunter Henry,Bo Nix
2489,0,78.14,manaray31,Christian McCaffrey,Tee Higgins,Joe Burrow,Jameson Williams,D.J. Moore,Juwan Johnson
2489,0,78.14,gpngc,Ja'Marr Chase,Joe Burrow,Tony Pollard,D.J. Moore,Tetairoa McMillan,Dallas Goedert
2489,0,78.14,razor33,Jalen Hurts,Jonathan Taylor,Travis Kelce,Javonte Williams,Jerry Jeudy,Jahan Dotson
2494,0,78.12,play2w1n,Josh Allen,Brian Thomas,Travis Etienne Jr.,Tyler Warren,Jaylen Waddle,Kenneth Walker III
2495,0,78.1,manaray31,Puka Nacua,Brian Thomas,Chuba Hubbard,Marvin Harrison,Hunter Henry,Drake Maye
2495,0,78.1,cognition10,Lamar Jackson,Chuba Hubbard,Zay Flowers,Tyler Warren,Calvin Ridley,Tyrone Tracy
2495,0,78.1,iamthesims,CeeDee Lamb,Tee Higgins,James Conner,Brenton Strange,Drake Maye,Kayshon Boutte
2495,0,78.1,crazygeo956,Lamar Jackson,James Conner,Alvin Kamara,Sam LaPorta,Jameson Williams,Stefon Diggs
2499,0,78.04,smokyloc,Puka Nacua,Brian Thomas,Marvin Harrison,Travis Kelce,Dak Prescott,David Montgomery
2499,0,78.04,fatjaffe,Trey McBride,Brian Thomas,Javonte Williams,Tyreek Hill,Brenton Strange,Trevor Lawrence
2499,0,78.04,justforfunzo,Ja'Marr Chase,Tee Higgins,Joe Burrow,D'Andre Swift,Travis Hunter,Dallas Goedert
2502,0,78,berettajames,Lamar Jackson,Brian Thomas,Zay Flowers,Javonte Williams,Keon Coleman,Harold Fannin
2502,0,78,patrickbarnesyoutube,De'Von Achane,Brian Thomas,Travis Kelce,Tyreek Hill,DeVonta Smith,Tua Tagovailoa
2502,0,78,lazykid,Lamar Jackson,Trey McBride,George Pickens,Zay Flowers,Tyrone Tracy,Jerry Jeudy
2502,0,78,d4ve,Jahmyr Gibbs,Breece Hall,Ricky Pearsall,DK Metcalf,Drake Maye,Jake Ferguson
2502,0,78,nez,Jahmyr Gibbs,Breece Hall,Tyreek Hill,Tyler Warren,Drake Maye,Stefon Diggs
2502,0,78,jdwwdjjosh,Christian McCaffrey,Tee Higgins,Tyreek Hill,Kyler Murray,Mark Andrews,Jaylen Warren
2502,0,78,troyo56,Christian McCaffrey,Jaxon Smith-Njigba,Marvin Harrison,Drake Maye,Hunter Henry,David Montgomery
2509,0,77.98,phillyeth,Chase Brown,Breece Hall,DK Metcalf,Tyler Warren,Rome Odunze,Caleb Williams
2509,0,77.98,awe419,Puka Nacua,James Conner,Travis Kelce,DK Metcalf,Tyrone Tracy,Caleb Williams
2511,0,77.96,goods,Christian McCaffrey,Chuba Hubbard,Tee Higgins,David Njoku,Joe Flacco,Rashid Shaheed
2512,0,77.94,fatjaffe,De'Von Achane,Brian Thomas,Alvin Kamara,Zay Flowers,Brenton Strange,Trevor Lawrence
2512,0,77.94,manaray31,Ja'Marr Chase,James Cook,Joe Burrow,Ricky Pearsall,TreVeyon Henderson,Brenton Strange
2512,0,77.94,jgfc,CeeDee Lamb,James Conner,Garrett Wilson,Tyler Warren,D'Andre Swift,Bo Nix
2512,0,77.94,karefraz,Saquon Barkley,Joe Burrow,Alvin Kamara,Rome Odunze,Calvin Ridley,Dallas Goedert
2512,0,77.94,topfantasyplays,CeeDee Lamb,Breece Hall,Alvin Kamara,George Pickens,Dak Prescott,David Njoku
2517,0,77.9,benrothlesberger,Lamar Jackson,Jonathan Taylor,Marvin Harrison,Zay Flowers,Mark Andrews,Jerry Jeudy
2517,0,77.9,roofingman,Puka Nacua,James Conner,Garrett Wilson,Sam LaPorta,Stefon Diggs,Drake Maye
2517,0,77.9,sickodank,De'Von Achane,Breece Hall,DK Metcalf,Tyler Warren,Drake Maye,Stefon Diggs
2517,0,77.9,patrickbarnesyoutube,Chase Brown,James Conner,Tyreek Hill,Tyler Warren,Jaylen Waddle,Tua Tagovailoa
2517,0,77.9,manaray31,De'Von Achane,Lamar Jackson,Zay Flowers,DK Metcalf,D.J. Moore,Hunter Henry
2517,0,77.9,rebullz,Lamar Jackson,James Cook,Garrett Wilson,Ricky Pearsall,Keon Coleman,Harold Fannin
2523,0,77.86,goazcards,James Conner,Breece Hall,Sam LaPorta,Jameson Williams,Jared Goff,Hollywood Brown
2524,0,77.84,awe419,Jahmyr Gibbs,Jalen Hurts,Tony Pollard,Davante Adams,DeVonta Smith,Jake Ferguson
2524,0,77.84,bustersboys,Saquon Barkley,Travis Etienne Jr.,Ricky Pearsall,Tyler Warren,Calvin Ridley,Trevor Lawrence
2524,0,77.84,bestballviper,James Conner,Brian Thomas,Marvin Harrison,Javonte Williams,Trevor Lawrence,Jake Ferguson
2524,0,77.84,jtmckenzi,Ja'Marr Chase,Tee Higgins,Joe Burrow,Zay Flowers,Hunter Henry,Jaylen Warren
2524,0,77.84,bashbarti,Chase Brown,Amon-Ra St. Brown,Tony Pollard,Joe Burrow,Jerry Jeudy,Jake Ferguson
2529,0,77.8,pandiddy,Puka Nacua,Brian Thomas,Kyler Murray,Tyreek Hill,D'Andre Swift,David Njoku
2529,0,77.8,urbanik,Lamar Jackson,James Cook,DK Metcalf,Zay Flowers,Mark Andrews,Travis Hunter
2529,0,77.8,cgeeeeee,Lamar Jackson,Kyren Williams,Travis Kelce,Zay Flowers,Jameson Williams,Stefon Diggs
2532,0,77.78,krutches93,Saquon Barkley,James Conner,Travis Kelce,Zay Flowers,Patrick Mahomes,Jerry Jeudy
2532,0,77.78,goazcards,Ja'Marr Chase,Breece Hall,Tony Pollard,Hollywood Brown,Patrick Mahomes,Dalton Kincaid
2532,0,77.78,jlong,Puka Nacua,James Cook,Marvin Harrison,Justin Fields,D.J. Moore,Juwan Johnson
2535,0,77.74,lee121503,Trey McBride,Kyren Williams,Tyreek Hill,TreVeyon Henderson,Jameson Williams,Bo Nix
2535,0,77.74,manaray31,Puka Nacua,James Conner,Tyreek Hill,Joe Burrow,Brenton Strange,Kenneth Walker III
2535,0,77.74,awe419,Ja'Marr Chase,Tony Pollard,Joe Burrow,DeVonta Smith,D'Andre Swift,Jake Ferguson
2535,0,77.74,dmlarson,De'Von Achane,Brian Thomas,Alvin Kamara,Tetairoa McMillan,Hunter Henry,Trevor Lawrence
2535,0,77.74,bestballviper,Ja'Marr Chase,Joe Burrow,Garrett Wilson,Kenneth Walker III,David Montgomery,Mike Gesicki
2535,0,77.74,berettajames,Trey McBride,Brian Thomas,DK Metcalf,Javonte Williams,DeVonta Smith,Trevor Lawrence
2535,0,77.74,gforgumby,Ja'Marr Chase,James Cook,Joe Burrow,Ricky Pearsall,Mark Andrews,Tyrone Tracy
2542,0,77.72,berettajames,Christian McCaffrey,Jaxon Smith-Njigba,Garrett Wilson,Tetairoa McMillan,Hunter Henry,Bryce Young
2542,0,77.72,spike9771,Josh Allen,Jonathan Taylor,Courtland Sutton,Tyler Warren,Kenneth Walker III,Kayshon Boutte
2542,0,77.72,awe419,Josh Allen,Jonathan Taylor,Travis Kelce,Hollywood Brown,Jaylen Warren,Chris Olave
2545,0,77.7,babyjay248,Jahmyr Gibbs,James Cook,Garrett Wilson,Kyler Murray,Jerry Jeudy,Jonnu Smith
2545,0,77.7,fflinx,Derrick Henry,Jaxon Smith-Njigba,Chuba Hubbard,Tyreek Hill,Drake Maye,Jonnu Smith
2545,0,77.7,egreenmonster,De'Von Achane,Puka Nacua,TreVeyon Henderson,Tyler Warren,Calvin Ridley,Cam Ward
2548,0,77.68,egreenmonster,Jahmyr Gibbs,Jaxon Smith-Njigba,Garrett Wilson,D.J. Moore,Caleb Williams,Dallas Goedert
2548,0,77.68,tonysprocket,Puka Nacua,Brian Thomas,Tony Pollard,Justin Fields,Dalton Kincaid,Rome Odunze
2550,0,77.64,sjweil9,Chase Brown,James Conner,Marvin Harrison,Davante Adams,Jake Ferguson,Daniel Jones
2550,0,77.64,sgtsweeny,Christian McCaffrey,Joe Burrow,Amon-Ra St. Brown,Sam LaPorta,Travis Hunter,Chris Olave
2552,0,77.62,thewood1105,Josh Allen,Jonathan Taylor,Javonte Williams,Sam LaPorta,Keon Coleman,Jerry Jeudy
2552,0,77.62,gforgumby,Jonathan Taylor,Josh Allen,Javonte Williams,Sam LaPorta,Keon Coleman,D.J. Moore
2554,0,77.6,dmlarson,Lamar Jackson,Travis Etienne Jr.,Zay Flowers,Tetairoa McMillan,TreVeyon Henderson,David Njoku
2554,0,77.6,gerapg,Trey McBride,Brian Thomas,Ricky Pearsall,Zay Flowers,Drake Maye,J.K. Dobbins
2554,0,77.6,awe419,De'Von Achane,Lamar Jackson,Travis Kelce,Hollywood Brown,Chris Olave,Tyrone Tracy
2554,0,77.6,bendarules,Lamar Jackson,Jonathan Taylor,Alvin Kamara,Courtland Sutton,Hollywood Brown,Brenton Strange
2558,0,77.58,lofireball15,Malik Nabers,Brian Thomas,D'Andre Swift,D.J. Moore,Caleb Williams,Colston Loveland
2559,0,77.54,in3us,Ja'Marr Chase,Joe Burrow,A.J. Brown,Javonte Williams,D'Andre Swift,Hunter Henry
2559,0,77.54,ez116,Ja'Marr Chase,Joe Burrow,Alvin Kamara,D.J. Moore,Jaylen Warren,Chig Okonkwo
2559,0,77.54,thewood1105,Ja'Marr Chase,Joe Burrow,Tony Pollard,D'Andre Swift,Jake Ferguson,Jerry Jeudy
2559,0,77.54,lee121503,Jahmyr Gibbs,James Cook,Garrett Wilson,Marvin Harrison,Bo Nix,Evan Engram
2559,0,77.54,bashbarti,Ja'Marr Chase,Joe Burrow,Chuba Hubbard,Tetairoa McMillan,D.J. Moore,Jonnu Smith
2559,0,77.54,bsperf,Chase Brown,James Conner,A.J. Brown,Davante Adams,Jake Ferguson,Trevor Lawrence
2565,0,77.52,mzoltek,De'Von Achane,Josh Allen,Zay Flowers,Tyler Warren,Calvin Ridley,J.K. Dobbins
2565,0,77.52,manaray31,Josh Allen,Jonathan Taylor,Courtland Sutton,Javonte Williams,Chris Olave,Dalton Kincaid
2567,0,77.5,cgeeeeee,Christian McCaffrey,Jaxon Smith-Njigba,Tyreek Hill,Kyler Murray,DeVonta Smith,Harold Fannin
2567,0,77.5,phillyeth,Lamar Jackson,Amon-Ra St. Brown,DK Metcalf,Courtland Sutton,TreVeyon Henderson,Mark Andrews
2569,0,77.48,krutches93,Jonathan Taylor,Kyren Williams,Zay Flowers,George Kittle,Patrick Mahomes,Hollywood Brown
2570,0,77.46,chris,Saquon Barkley,James Conner,Garrett Wilson,Ricky Pearsall,Juwan Johnson,Mac Jones
2571,0,77.44,rkfd9383,De'Von Achane,Kyren Williams,George Pickens,Marvin Harrison,David Njoku,Bo Nix
2572,0,77.42,greenegoblin,Josh Allen,De'Von Achane,Ricky Pearsall,Tyreek Hill,J.K. Dobbins,Harold Fannin
2573,0,77.4,thewood1105,Christian McCaffrey,Travis Etienne Jr.,Courtland Sutton,Tetairoa McMillan,Hunter Henry,Drake Maye
2573,0,77.4,bashbarti,Chase Brown,Jonathan Taylor,Marvin Harrison,Sam LaPorta,DeVonta Smith,Drake Maye
2575,0,77.38,jtmckenzi,Chase Brown,Malik Nabers,Tony Pollard,Justin Fields,Jameson Williams,Dalton Kincaid
2575,0,77.38,goazcards,Jahmyr Gibbs,Jaxon Smith-Njigba,Chuba Hubbard,D.J. Moore,Caleb Williams,Cole Kmet
2575,0,77.38,sackreligious9,Ja'Marr Chase,Alvin Kamara,Tony Pollard,Mark Andrews,Khalil Shakir,Patrick Mahomes
2578,0,77.34,topfantasyplays,Christian McCaffrey,Tee Higgins,Joe Burrow,Jameson Williams,D'Andre Swift,Harold Fannin
2578,0,77.34,twelvefluidounces,Christian McCaffrey,Alvin Kamara,Courtland Sutton,DeVonta Smith,Juwan Johnson,Daniel Jones
2578,0,77.34,krutches93,Trey McBride,Kyren Williams,Ricky Pearsall,Javonte Williams,Jerry Jeudy,Bo Nix
2578,0,77.34,ez116,Ja'Marr Chase,Joe Burrow,Garrett Wilson,D'Andre Swift,Jaylen Warren,David Njoku
2578,0,77.34,krutches93,Trey McBride,Garrett Wilson,Tony Pollard,Javonte Williams,D.J. Moore,Bo Nix
2583,0,77.3,yannick8,Jaxon Smith-Njigba,Lamar Jackson,DK Metcalf,Zay Flowers,David Montgomery,Brenton Strange
2583,0,77.3,d33mart,Trey McBride,De'Von Achane,Kyler Murray,DK Metcalf,David Montgomery,Calvin Ridley
2583,0,77.3,cwade2013,Christian McCaffrey,Garrett Wilson,George Pickens,Drake Maye,Kayshon Boutte,Mark Andrews
2583,0,77.3,sonofkong,Ja'Marr Chase,A.J. Brown,Marvin Harrison,Kyler Murray,J.K. Dobbins,Ja'Tavion Sanders
2583,0,77.3,sechman14,Lamar Jackson,Kyren Williams,Chuba Hubbard,Jerry Jeudy,Mark Andrews,Jameson Williams
2588,0,77.28,kcpolack,Christian McCaffrey,Breece Hall,Jaxon Smith-Njigba,D.J. Moore,Caleb Williams,Juwan Johnson
2588,0,77.28,aaronjh22,Derrick Henry,Amon-Ra St. Brown,Tony Pollard,D.J. Moore,David Njoku,Caleb Williams
2588,0,77.28,eross1431,Puka Nacua,James Conner,Courtland Sutton,Hollywood Brown,Patrick Mahomes,Jake Ferguson
2588,0,77.28,berettajames,Saquon Barkley,Amon-Ra St. Brown,Alvin Kamara,Justin Fields,Keon Coleman,Jake Tonges
2592,0,77.24,jonnybags,Jahmyr Gibbs,Jalen Hurts,Hollywood Brown,Tetairoa McMillan,Harold Fannin,Javonte Williams
2592,0,77.24,fflinx,Jahmyr Gibbs,Jalen Hurts,Alvin Kamara,Tyler Warren,D.J. Moore,Jameson Williams
2592,0,77.24,sawkmuphin,Puka Nacua,Jonathan Taylor,Joe Burrow,Tyler Warren,Calvin Ridley,Zach Charbonnet
2592,0,77.24,krutches93,Jahmyr Gibbs,Tee Higgins,Chuba Hubbard,Jerry Jeudy,Bo Nix,Evan Engram
2592,0,77.24,egreenmonster,De'Von Achane,James Conner,Courtland Sutton,Davante Adams,Hunter Henry,Bo Nix
2592,0,77.24,krutches93,Trey McBride,Brian Thomas,Tony Pollard,Javonte Williams,Jerry Jeudy,Trevor Lawrence
2592,0,77.24,awe419,Puka Nacua,Jalen Hurts,Alvin Kamara,DK Metcalf,DeVonta Smith,Jake Ferguson
2599,0,77.22,patrickbarnesyoutube,Josh Allen,Jonathan Taylor,Travis Kelce,Courtland Sutton,D'Andre Swift,Jaylen Waddle
2600,0,77.2,keegjonas,Jonathan Taylor,Lamar Jackson,Marvin Harrison,Zay Flowers,Keon Coleman,Brenton Strange
2600,0,77.2,kbasch740,Lamar Jackson,De'Von Achane,Travis Kelce,Zay Flowers,Hollywood Brown,Travis Hunter
2600,0,77.2,tbrook3434,Christian McCaffrey,Tee Higgins,Alvin Kamara,Drake Maye,Hunter Henry,Travis Hunter
2600,0,77.2,mitchcomp,Puka Nacua,Brian Thomas,TreVeyon Henderson,Drake Maye,Kayshon Boutte,Harold Fannin
2604,0,77.1,lopey,Jahmyr Gibbs,Breece Hall,Tyler Warren,Tetairoa McMillan,Drake Maye,Stefon Diggs
2604,0,77.1,troyo56,Lamar Jackson,Breece Hall,Travis Etienne Jr.,Zay Flowers,Jameson Williams,Mark Andrews
2604,0,77.1,lenkeith,Puka Nacua,Brian Thomas,TreVeyon Henderson,Tyreek Hill,Drake Maye,Hunter Henry
2604,0,77.1,chadcandles,Christian McCaffrey,Chuba Hubbard,Marvin Harrison,Kyler Murray,Jameson Williams,Jonnu Smith
2604,0,77.1,ez116,De'Von Achane,Lamar Jackson,Tony Pollard,Zay Flowers,Jerry Jeudy,Mark Andrews
2604,0,77.1,djrj21,Puka Nacua,Kyren Williams,Calvin Ridley,Javonte Williams,Chig Okonkwo,Cam Ward
2604,0,77.1,chadcandles,Christian McCaffrey,Chuba Hubbard,Marvin Harrison,Kyler Murray,Jameson Williams,Jonnu Smith
2611,0,77.08,whodeysss,Jonathan Taylor,Brian Thomas,Justin Fields,Tyreek Hill,David Njoku,Jameson Williams
2611,0,77.08,manaray31,Christian McCaffrey,Jaxon Smith-Njigba,James Cook,Justin Fields,Chris Olave,Jonnu Smith
2613,0,77.04,sonofkong,Puka Nacua,James Conner,Courtland Sutton,Tyreek Hill,Chig Okonkwo,Bo Nix
2613,0,77.04,ryguy92,Brian Thomas,James Conner,Travis Etienne Jr.,George Pickens,David Njoku,Trevor Lawrence
2615,0,77.02,dbucks1014,Josh Allen,James Cook,Marvin Harrison,Davante Adams,Mark Andrews,J.K. Dobbins
2615,0,77.02,jokah03,Kyren Williams,Josh Allen,Travis Kelce,Ricky Pearsall,Rome Odunze,David Montgomery
2615,0,77.02,bustersboys,Christian McCaffrey,Travis Etienne Jr.,A.J. Brown,Tetairoa McMillan,Mark Andrews,Bryce Young
2618,0,77,chadcandles,Puka Nacua,De'Von Achane,Marvin Harrison,Kyler Murray,Harold Fannin,Stefon Diggs
2618,0,77,krutches93,Trey McBride,Jaxon Smith-Njigba,Tony Pollard,Kyler Murray,D'Andre Swift,Jaylen Waddle
2618,0,77,lee121503,Trey McBride,Kyren Williams,Javonte Williams,Marvin Harrison,Drake Maye,Stefon Diggs
2618,0,77,topstatnft,Christian McCaffrey,Breece Hall,A.J. Brown,Davante Adams,Drake Maye,Hunter Henry
2618,0,77,justforfunzo,Trey McBride,Malik Nabers,Marvin Harrison,Kyler Murray,Calvin Ridley,Tyrone Tracy
2623,0,76.98,spike9771,Puka Nacua,Jonathan Taylor,DK Metcalf,Justin Fields,Keon Coleman,Harold Fannin
2623,0,76.98,cognition10,Christian McCaffrey,Chuba Hubbard,A.J. Brown,Hollywood Brown,Patrick Mahomes,Harold Fannin
2623,0,76.98,thesequel21,Puka Nacua,Tee Higgins,Zay Flowers,Justin Fields,David Montgomery,Jake Ferguson
2623,0,76.98,shizzle89,Chase Brown,Malik Nabers,Ricky Pearsall,Justin Fields,Jameson Williams,Harold Fannin
2623,0,76.98,babystevie,Christian McCaffrey,Garrett Wilson,Chuba Hubbard,Justin Fields,Jameson Williams,Jake Ferguson
2628,0,76.96,bugstud,Jahmyr Gibbs,Travis Etienne Jr.,Tee Higgins,Tetairoa McMillan,Harold Fannin,Joe Flacco
2628,0,76.96,spike9771,Christian McCaffrey,Alvin Kamara,Travis Kelce,Ricky Pearsall,Mac Jones,Calvin Ridley
2630,0,76.94,gabrainos,Trey McBride,Jalen Hurts,DK Metcalf,Davante Adams,Kenneth Walker III,Calvin Ridley
2630,0,76.94,brad21126,CeeDee Lamb,Brian Thomas,Tyreek Hill,Dak Prescott,TreVeyon Henderson,Jake Ferguson
2630,0,76.94,gabrainos,Trey McBride,Brian Thomas,Alvin Kamara,Ricky Pearsall,Jameson Williams,Trevor Lawrence
2630,0,76.94,berettajames,Trey McBride,Brian Thomas,Zay Flowers,George Pickens,Dak Prescott,Dylan Sampson
2634,0,76.92,krutches93,Josh Allen,De'Von Achane,Tony Pollard,Davante Adams,Chris Olave,Dalton Kincaid
2634,0,76.92,bifftannen,Josh Allen,De'Von Achane,DK Metcalf,Javonte Williams,Keon Coleman,Harold Fannin
2636,0,76.9,bustersboys,Saquon Barkley,Alvin Kamara,Ricky Pearsall,Tetairoa McMillan,Kyler Murray,Jake Ferguson
2636,0,76.9,spike9771,Trey McBride,Chuba Hubbard,DK Metcalf,Ricky Pearsall,Jaylen Warren,Sam Darnold
2636,0,76.9,steviebear,Lamar Jackson,Jonathan Taylor,Courtland Sutton,Tetairoa McMillan,Mark Andrews,Jerry Jeudy
2636,0,76.9,ecoxer10,Puka Nacua,Brian Thomas,A.J. Brown,Tyler Warren,TreVeyon Henderson,Drake Maye
2636,0,76.9,bestballviper,Trey McBride,James Conner,Davante Adams,Kyler Murray,Calvin Ridley,David Montgomery
2636,0,76.9,craiger123,Jahmyr Gibbs,Garrett Wilson,A.J. Brown,Drake Maye,Jerry Jeudy,Juwan Johnson
2636,0,76.9,brad21126,Jahmyr Gibbs,James Cook,A.J. Brown,Hollywood Brown,Kyler Murray,Harold Fannin
2643,0,76.88,gforgumby,Christian McCaffrey,A.J. Brown,James Cook,D.J. Moore,Mark Andrews,Caleb Williams
2643,0,76.88,kulltron,Saquon Barkley,Kyren Williams,Patrick Mahomes,Tetairoa McMillan,Kayshon Boutte,Harold Fannin
2645,0,76.84,justforfunzo,Saquon Barkley,Jalen Hurts,Travis Etienne Jr.,Travis Kelce,Jameson Williams,D.J. Moore
2645,0,76.84,toastywaffles,Ja'Marr Chase,Travis Etienne Jr.,Joe Burrow,TreVeyon Henderson,Juwan Johnson,Michael Pittman Jr.
2645,0,76.84,sjweil9,Ja'Marr Chase,James Cook,Joe Burrow,Hollywood Brown,Jerry Jeudy,Dallas Goedert
2645,0,76.84,noahgooner123,Jalen Hurts,Puka Nacua,Tyreek Hill,Travis Kelce,Jerry Jeudy,David Montgomery
2649,0,76.82,wetlikeimbook1224,Josh Allen,James Cook,Ricky Pearsall,Javonte Williams,Keon Coleman,Dalton Kincaid
2650,0,76.78,chadcandles,Jahmyr Gibbs,James Cook,DK Metcalf,Justin Fields,D.J. Moore,Jake Ferguson
2650,0,76.78,egreenmonster,Jahmyr Gibbs,James Conner,A.J. Brown,Hollywood Brown,Patrick Mahomes,Juwan Johnson
2650,0,76.78,mikec6212,Christian McCaffrey,Chuba Hubbard,Jaxon Smith-Njigba,Justin Fields,George Pickens,Harold Fannin
2650,0,76.78,tubinis2121,De'Von Achane,Brian Thomas,Tony Pollard,Travis Kelce,DeVonta Smith,Patrick Mahomes
2650,0,76.78,topstatnft,Derrick Henry,Jaxon Smith-Njigba,Tony Pollard,Rome Odunze,Caleb Williams,Jonnu Smith
2655,0,76.74,nf42,Derrick Henry,Breece Hall,George Pickens,Jameson Williams,Dak Prescott,Juwan Johnson
2655,0,76.74,makdaddymike,Saquon Barkley,Jalen Hurts,A.J. Brown,D'Andre Swift,Jameson Williams,Juwan Johnson
2655,0,76.74,chris,Saquon Barkley,Brian Thomas,Garrett Wilson,Tyler Warren,George Pickens,Trevor Lawrence
2655,0,76.74,hotsizauce,Derrick Henry,James Conner,Jaxon Smith-Njigba,Tetairoa McMillan,Dak Prescott,Jake Ferguson
2655,0,76.74,kd1114,Christian McCaffrey,Travis Etienne Jr.,Jaxon Smith-Njigba,Travis Hunter,Dak Prescott,Colston Loveland
2655,0,76.74,bezemerdane,Christian McCaffrey,A.J. Brown,Chuba Hubbard,Brock Purdy,Hollywood Brown,Harold Fannin
2655,0,76.74,jtbinegar2,Derrick Henry,Breece Hall,George Pickens,Jameson Williams,Dak Prescott,Juwan Johnson
2662,0,76.7,jokah03,CeeDee Lamb,Tee Higgins,Alvin Kamara,Ricky Pearsall,Hunter Henry,Drake Maye
2662,0,76.7,amonracarries,Lamar Jackson,James Conner,Tyreek Hill,Tetairoa McMillan,Jerry Jeudy,Jonnu Smith
2662,0,76.7,imagikarp,Saquon Barkley,James Conner,DK Metcalf,Zay Flowers,Drake Maye,Hunter Henry
2662,0,76.7,jewishmccaffrey,Lamar Jackson,Kyren Williams,Zay Flowers,Javonte Williams,Jerry Jeudy,Mark Andrews
2666,0,76.68,msos,Christian McCaffrey,Justin Fields,Travis Etienne Jr.,Davante Adams,Keon Coleman,Juwan Johnson
2666,0,76.68,egreenmonster,Puka Nacua,James Conner,Courtland Sutton,Tyler Warren,D'Andre Swift,Caleb Williams
2666,0,76.68,spartan,Puka Nacua,James Conner,Courtland Sutton,Tyler Warren,D'Andre Swift,Caleb Williams
2669,0,76.64,krutches93,Ja'Marr Chase,Joe Burrow,Tee Higgins,David Montgomery,Jerry Jeudy,Harold Fannin
2669,0,76.64,lenkeith,Puka Nacua,Brian Thomas,Zay Flowers,Sam LaPorta,Dylan Sampson,Trevor Lawrence
2671,0,76.62,srevord76,Josh Allen,James Cook,Breece Hall,Davante Adams,D.J. Moore,Harold Fannin
2672,0,76.6,slauterisland,Trey McBride,Brian Thomas,Kyler Murray,Chuba Hubbard,D'Andre Swift,Jaylen Waddle
