place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
960,25,85.72,craigg503,Nico Collins,Jordan Mason,Juwan Johnson,Travis Etienne Jr.,Drake Maye,Stefon Diggs
960,25,85.72,cgeeeeee,Bucky Irving,Rome Odunze,D.J. Moore,Jake Ferguson,Caleb Williams,Nick Chubb
960,25,85.72,bestballviper,Bucky Irving,Jordan Mason,Mike Evans,Baker Mayfield,T.J. Hockenson,Jakobi Meyers
960,25,85.72,souperdg,Puka Nacua,Rome Odunze,Alvin Kamara,Caleb Williams,Jauan Jennings,Jonnu Smith
960,25,85.72,lee121503,Jonathan Taylor,Davante Adams,Chase Brown,Juwan Johnson,Emeka Egbuka,Baker Mayfield
960,25,85.72,krutches93,Justin Jefferson,Chase Brown,Kyren Williams,A.J. Brown,T.J. Hockenson,Drake Maye
960,25,85.72,craigg503,Nico Collins,Jordan Mason,Travis Etienne Jr.,Juwan Johnson,Drake Maye,Stefon Diggs
967,25,85.7,jgfc,Trey McBride,Jordan Mason,Keenan Allen,Justin Herbert,Jacory Croskey-Merritt,Matthew Golden
968,25,85.66,jtmckenzi,Josh Jacobs,Trey McBride,Kyren Williams,A.J. Brown,Kyler Murray,D.J. Moore
968,25,85.66,noahwhit47,Justin Jefferson,Trey McBride,Kyren Williams,A.J. Brown,Kyler Murray,Chris Olave
970,25,85.64,copperprices,Jonathan Taylor,Drake London,Mike Evans,Kenneth Walker III,Kyle Pitts,Bryce Young
970,25,85.64,tokerog,Bucky Irving,Jordan Mason,Jake Ferguson,Dak Prescott,Tee Higgins,Garrett Wilson
970,25,85.64,schilly,Saquon Barkley,Davante Adams,George Pickens,Dak Prescott,DK Metcalf,Hunter Henry
973,25,85.62,benrothlesberger,Puka Nacua,Rome Odunze,Chuba Hubbard,Travis Etienne Jr.,Caleb Williams,Zach Ertz
973,25,85.62,jonboybeats,Jonathan Taylor,Ashton Jeanty,Tucker Kraft,Emeka Egbuka,Daniel Jones,Michael Pittman Jr.
973,25,85.62,berettajames,Jonathan Taylor,Drake London,Chase Brown,Juwan Johnson,Jayden Daniels,Courtland Sutton
973,25,85.62,urbanik,Jordan Mason,Kenneth Walker III,Tucker Kraft,A.J. Brown,Jordan Love,Matthew Golden
973,25,85.62,kbasch740,Jonathan Taylor,Chase Brown,Mike Evans,Emeka Egbuka,Baker Mayfield,Dallas Goedert
978,25,85.56,yuzenn,Jordan Mason,Javonte Williams,Juwan Johnson,DK Metcalf,Garrett Wilson,Kyler Murray
979,25,85.54,cgeeeeee,Puka Nacua,Jalen Hurts,Alvin Kamara,Jaylen Warren,Keenan Allen,David Njoku
979,25,85.54,markzorner,Brock Bowers,Jalen Hurts,Emeka Egbuka,Travis Etienne Jr.,DeVonta Smith,Jacory Croskey-Merritt
981,16.68,85.52,awe419,CeeDee Lamb,Mike Evans,Tony Pollard,Breece Hall,Caleb Williams,Hunter Henry
981,16.68,85.52,berettajames,Justin Jefferson,Jordan Mason,A.J. Brown,Jake Ferguson,Tee Higgins,Carson Wentz
981,16.68,85.52,smotelson,Ja'Marr Chase,Nico Collins,Tony Pollard,DK Metcalf,Jordan Love,Hunter Henry
981,16.68,85.52,cgeeeeee,Nico Collins,Javonte Williams,Deebo Samuel,A.J. Brown,T.J. Hockenson,Drake Maye
981,16.68,85.52,patrickbarnesyoutube,Justin Jefferson,Jaxon Smith-Njigba,Tony Pollard,Omarion Hampton,Kyle Pitts,Sam Darnold
981,16.68,85.52,dmlarson,Josh Jacobs,Jordan Mason,A.J. Brown,Juwan Johnson,Drake Maye,Kayshon Boutte
987,0,85.48,manaray31,Justin Jefferson,Nico Collins,Alvin Kamara,Jake Ferguson,Keenan Allen,Marcus Mariota
988,0,85.46,vogeyberra8,Jonathan Taylor,Brian Thomas,Kyren Williams,Tee Higgins,Kyler Murray,T.J. Hockenson
989,0,85.44,friarbets,Bucky Irving,Jalen Hurts,Kyren Williams,Tetairoa McMillan,DeVonta Smith,Harold Fannin
989,0,85.44,dmlarson,Jonathan Taylor,Davante Adams,George Pickens,Dak Prescott,Jacory Croskey-Merritt,Ja'Tavion Sanders
989,0,85.44,motherload,Jalen Hurts,Chuba Hubbard,DK Metcalf,J.K. Dobbins,Terry McLaurin,T.J. Hockenson
989,0,85.44,crblake2,Jaxon Smith-Njigba,Nico Collins,Jake Ferguson,Dak Prescott,Jacory Croskey-Merritt,Jaylen Warren
993,0,85.42,awe419,Jaxon Smith-Njigba,Brock Bowers,Tony Pollard,Kyren Williams,Baker Mayfield,Chris Olave
993,0,85.42,berettajames,Bijan Robinson,Ashton Jeanty,Tetairoa McMillan,Courtland Sutton,Bo Nix,Hunter Henry
993,0,85.42,komtiely,Justin Jefferson,Jordan Mason,Travis Etienne Jr.,Juwan Johnson,Daniel Jones,Michael Pittman Jr.
996,0,85.36,aaronjh22,Puka Nacua,Kenneth Walker III,Chuba Hubbard,Juwan Johnson,Jakobi Meyers,Geno Smith
996,0,85.36,d4ve,Justin Jefferson,Trey McBride,Tony Pollard,A.J. Brown,Ricky Pearsall,Kyler Murray
998,0,85.34,daddy34,Jordan Mason,Trey McBride,George Pickens,Dak Prescott,Jauan Jennings,Matthew Golden
998,0,85.34,babystevie,Puka Nacua,Rome Odunze,George Pickens,Dak Prescott,Travis Etienne Jr.,T.J. Hockenson
1000,0,85.32,tbrook3434,Jonathan Taylor,Tyler Warren,Brian Thomas,Daniel Jones,Chris Olave,Jauan Jennings
1000,0,85.32,sonofkong,Jordan Mason,Kenneth Walker III,A.J. Brown,Jakobi Meyers,Jordan Love,Tucker Kraft
1000,0,85.32,tubinis2121,Jaxon Smith-Njigba,Trey McBride,Kyren Williams,Mike Evans,Breece Hall,Baker Mayfield
1000,0,85.32,manaray31,Puka Nacua,Jordan Mason,Ladd McConkey,Emeka Egbuka,Baker Mayfield,Chig Okonkwo
1000,0,85.32,awe419,Jaxon Smith-Njigba,Nico Collins,Tony Pollard,Kyren Williams,Baker Mayfield,Cade Otton
1000,0,85.32,bezemerdane,Christian McCaffrey,Rome Odunze,Drake London,Jacory Croskey-Merritt,Kyle Pitts,Caleb Williams
1006,0,85.3,hotsizauce,Josh Jacobs,Nico Collins,Jake Ferguson,DK Metcalf,Justin Herbert,Keenan Allen
1007,0,85.28,berber,Christian McCaffrey,Chase Brown,Davante Adams,Juwan Johnson,Jayden Daniels,Courtland Sutton
1007,0,85.28,kcpolack,Bucky Irving,Kenneth Walker III,Garrett Wilson,Juwan Johnson,DK Metcalf,Tyrod Taylor
1009,0,85.26,tubinis2121,Jaxon Smith-Njigba,Trey McBride,Alvin Kamara,Kyren Williams,Kyler Murray,DeVonta Smith
1010,0,85.24,in3us,Justin Jefferson,Jalen Hurts,Breece Hall,A.J. Brown,D'Andre Swift,Dallas Goedert
1011,0,85.22,danjpreciado,Puka Nacua,Trey McBride,Ladd McConkey,Kyren Williams,Jaylen Warren,Drake Maye
1011,0,85.22,danjpreciado,Saquon Barkley,Davante Adams,Mike Evans,Jaylen Warren,Baker Mayfield,Hunter Henry
1011,0,85.22,lolhotdogz,Bucky Irving,Ashton Jeanty,Rome Odunze,D.J. Moore,T.J. Hockenson,Caleb Williams
1011,0,85.22,sblum2711,Justin Jefferson,Rome Odunze,George Pickens,Caleb Williams,Jacory Croskey-Merritt,Cole Kmet
1015,0,85.2,jgfc,Christian McCaffrey,Kenneth Walker III,Brian Thomas,Jake Ferguson,Justin Herbert,Quentin Johnston
1016,0,85.14,nez,Christian McCaffrey,Jalen Hurts,Ladd McConkey,Kyle Pitts,Calvin Ridley,Omarion Hampton
1016,0,85.14,cowboys282,Jordan Mason,Javonte Williams,Dak Prescott,D.J. Moore,Hunter Henry,Tee Higgins
1018,0,85.12,hotsizauce,Christian McCaffrey,Davante Adams,Mike Evans,Baker Mayfield,Jaylen Warren,T.J. Hockenson
1019,0,85.1,lenkeith,Josh Jacobs,Jordan Mason,Justin Herbert,Juwan Johnson,Keenan Allen,Quentin Johnston
1020,0,85.08,jgfc,Christian McCaffrey,Davante Adams,Tucker Kraft,Terry McLaurin,Garrett Wilson,Justin Fields
1021,0,85.06,awe419,Jaxon Smith-Njigba,Trey McBride,Tony Pollard,Garrett Wilson,Jakobi Meyers,Kyler Murray
1021,0,85.06,awe419,Jaxon Smith-Njigba,Trey McBride,Tony Pollard,Garrett Wilson,Jakobi Meyers,Kyler Murray
1021,0,85.06,berettajames,Ja'Marr Chase,Rome Odunze,Alvin Kamara,Jakobi Meyers,Hunter Henry,Geno Smith
1024,0,85.04,manaray31,Christian McCaffrey,Jalen Hurts,Mike Evans,DK Metcalf,James Conner,Dallas Goedert
1024,0,85.04,bestballviper,Christian McCaffrey,George Pickens,Alvin Kamara,Courtland Sutton,Dak Prescott,Dallas Goedert
1026,0,85.02,nobosox,Christian McCaffrey,Chase Brown,Ladd McConkey,DK Metcalf,Drake Maye,Hunter Henry
1026,0,85.02,schwarbsthegoat,Justin Jefferson,Jaxon Smith-Njigba,Chuba Hubbard,Kyren Williams,Sam Darnold,T.J. Hockenson
1026,0,85.02,lee121503,Jonathan Taylor,Davante Adams,Breece Hall,Jayden Daniels,Jakobi Meyers,Dallas Goedert
1026,0,85.02,berettajames,Jonathan Taylor,Javonte Williams,Ladd McConkey,A.J. Brown,Kyle Pitts,Jordan Love
1026,0,85.02,thewood1105,Jordan Mason,Trey McBride,Chuba Hubbard,D.J. Moore,Emeka Egbuka,Baker Mayfield
1026,0,85.02,jyd1975,Puka Nacua,Ashton Jeanty,Ladd McConkey,Jake Ferguson,Caleb Williams,Emeka Egbuka
1026,0,85.02,jewishmccaffrey,Justin Jefferson,Javonte Williams,Chuba Hubbard,Emeka Egbuka,Drake Maye,Hunter Henry
1026,0,85.02,kiwikat,Jonathan Taylor,Mike Evans,Jake Ferguson,Brian Thomas,Baker Mayfield,Romeo Doubs
1034,0,84.96,lee121503,Jaxon Smith-Njigba,Javonte Williams,Chuba Hubbard,Jake Ferguson,Jakobi Meyers,Geno Smith
1034,0,84.96,berettajames,Bucky Irving,Brock Bowers,Chuba Hubbard,A.J. Brown,Chris Olave,Geno Smith
1036,0,84.94,vindep,Puka Nacua,Jalen Hurts,DK Metcalf,James Conner,D'Andre Swift,T.J. Hockenson
1036,0,84.94,tubinis2121,Jordan Mason,Jalen Hurts,A.J. Brown,Deebo Samuel,Tee Higgins,David Njoku
1038,0,84.92,markzorner,Bucky Irving,Ashton Jeanty,DK Metcalf,D.J. Moore,Drake Maye,Hunter Henry
1038,0,84.92,schubes123376,Bijan Robinson,Javonte Williams,Rome Odunze,DK Metcalf,Juwan Johnson,Caleb Williams
1040,0,84.9,freefries,Jonathan Taylor,Rome Odunze,Omarion Hampton,Tee Higgins,Juwan Johnson,Jake Browning
1040,0,84.9,nez,Javonte Williams,Jaxon Smith-Njigba,Jake Ferguson,D.J. Moore,Justin Herbert,Keenan Allen
1040,0,84.9,jokah03,Christian McCaffrey,Davante Adams,George Pickens,Justin Herbert,Kyle Pitts,Keenan Allen
1043,0,84.86,gabrainos,Jaxon Smith-Njigba,Nico Collins,Travis Etienne Jr.,Juwan Johnson,C.J. Stroud,Michael Pittman Jr.
1043,0,84.86,lolhotdogz,Josh Jacobs,Trey McBride,Kenneth Walker III,D.J. Moore,Jakobi Meyers,Geno Smith
1045,0,84.84,kfsherry,Ja'Marr Chase,Jalen Hurts,Tyler Warren,Emeka Egbuka,DK Metcalf,Omarion Hampton
1046,0,84.82,sackreligious9,Josh Jacobs,Mike Evans,Jake Ferguson,D'Andre Swift,Garrett Wilson,Drake Maye
1046,0,84.82,vindep,Puka Nacua,Rome Odunze,Alvin Kamara,Caleb Williams,James Conner,T.J. Hockenson
1046,0,84.82,kpark829,Justin Jefferson,Jaxon Smith-Njigba,Chuba Hubbard,Garrett Wilson,T.J. Hockenson,Carson Wentz
1049,0,84.8,lolhotdogz,Bucky Irving,Ashton Jeanty,Ladd McConkey,A.J. Brown,Justin Herbert,Hunter Henry
1050,0,84.76,manaray31,Jaxon Smith-Njigba,Trey McBride,Kenneth Walker III,Travis Etienne Jr.,Kyler Murray,DK Metcalf
1051,0,84.74,d4ve,Puka Nacua,Trey McBride,George Pickens,Dak Prescott,D'Andre Swift,DeVonta Smith
1051,0,84.74,bigbubby85,Puka Nacua,Jalen Hurts,Tetairoa McMillan,Kenneth Walker III,Zach Ertz,D'Andre Swift
1053,0,84.72,kpark829,Ja'Marr Chase,Nico Collins,Ladd McConkey,Chuba Hubbard,Drake Maye,Hunter Henry
1053,0,84.72,berettajames,Jaxon Smith-Njigba,Nico Collins,Alvin Kamara,Jake Ferguson,Chris Olave,Sam Darnold
1053,0,84.72,jdwwdjjosh,Saquon Barkley,Mike Evans,Tony Pollard,Jakobi Meyers,Drake Maye,Hunter Henry
1053,0,84.72,vanni,Jaxon Smith-Njigba,Nico Collins,D.J. Moore,Caleb Williams,Ja'Tavion Sanders,TreVeyon Henderson
1053,0,84.72,phillyeth,Justin Jefferson,Jordan Mason,Jayden Daniels,Jacory Croskey-Merritt,DeVonta Smith,Zach Ertz
1053,0,84.72,schubes123376,Bijan Robinson,Kyren Williams,Tucker Kraft,Terry McLaurin,Garrett Wilson,Justin Fields
1053,0,84.72,chris,Puka Nacua,Javonte Williams,Mike Evans,D.J. Moore,Caleb Williams,David Njoku
1053,0,84.72,lee121503,Ja'Marr Chase,Rome Odunze,Tony Pollard,Kyren Williams,Caleb Williams,Tucker Kraft
1061,0,84.7,dmlarson,Trey McBride,Javonte Williams,A.J. Brown,Justin Herbert,Quentin Johnston,J.K. Dobbins
1061,0,84.7,markzorner,Christian McCaffrey,Kyren Williams,Tucker Kraft,Emeka Egbuka,Justin Herbert,Keenan Allen
1063,0,84.68,nez,Puka Nacua,Jordan Mason,Jayden Daniels,D.J. Moore,Terry McLaurin,Jonnu Smith
1063,0,84.68,dreamingofsundays,Jonathan Taylor,Drake London,Tony Pollard,Courtland Sutton,Kyle Pitts,Michael Penix
1065,0,84.66,btxj,Trey McBride,Kenneth Walker III,DK Metcalf,Garrett Wilson,Aaron Rodgers,Travis Etienne Jr.
1066,0,84.64,pmofl,Christian McCaffrey,Davante Adams,A.J. Brown,Jake Ferguson,Rhamondre Stevenson,Matthew Stafford
1066,0,84.64,playerq,Puka Nacua,Davante Adams,Alvin Kamara,A.J. Brown,T.J. Hockenson,Matthew Stafford
1066,0,84.64,djrj21,Jordan Mason,Jalen Hurts,Deebo Samuel,J.K. Dobbins,Dallas Goedert,Romeo Doubs
1069,0,84.62,babystevie,Bijan Robinson,Davante Adams,Chase Brown,Caleb Williams,Ricky Pearsall,Brenton Strange
1069,0,84.62,goazcards,CeeDee Lamb,Rome Odunze,Jordan Mason,DK Metcalf,Caleb Williams,Cole Kmet
1069,0,84.62,tonysprocket,Puka Nacua,Rome Odunze,Ladd McConkey,Chuba Hubbard,Caleb Williams,Dallas Goedert
1069,0,84.62,awe419,Jaxon Smith-Njigba,Brock Bowers,Tony Pollard,Jaylen Warren,Garrett Wilson,Daniel Jones
1069,0,84.62,bestballviper,Bucky Irving,Jordan Mason,Brian Thomas,Emeka Egbuka,Baker Mayfield,T.J. Hockenson
1069,0,84.62,noahwhit47,Puka Nacua,Rome Odunze,Breece Hall,Deebo Samuel,Caleb Williams,T.J. Hockenson
1069,0,84.62,hdjdhdjdjsk,Bijan Robinson,George Pickens,Garrett Wilson,James Conner,Baker Mayfield,T.J. Hockenson
1069,0,84.62,markzorner,Jonathan Taylor,Tyler Warren,DK Metcalf,Daniel Jones,Nick Chubb,Keenan Allen
1077,0,84.6,sickodank,Jonathan Taylor,Ladd McConkey,Brian Thomas,Justin Herbert,Keenan Allen,Chig Okonkwo
1078,0,84.54,bestballviper,Justin Jefferson,Jalen Hurts,A.J. Brown,James Conner,Jaylen Warren,Dallas Goedert
1078,0,84.54,bestballviper,Ashton Jeanty,Kenneth Walker III,Jalen Hurts,DeVonta Smith,Marvin Harrison,Dallas Goedert
1078,0,84.54,lee121503,Jordan Mason,Jalen Hurts,Ladd McConkey,D.J. Moore,James Conner,Dallas Goedert
1081,0,84.52,nez,Bijan Robinson,Javonte Williams,Tyler Warren,Caleb Williams,D.J. Moore,Keenan Allen
1081,0,84.52,rkfd9383,Jaxon Smith-Njigba,Nico Collins,Breece Hall,Kyren Williams,Kyle Pitts,Sam Darnold
1083,0,84.5,vindep,Trey McBride,Javonte Williams,Justin Herbert,Keenan Allen,Jauan Jennings,Jacory Croskey-Merritt
1084,0,84.48,chris,Christian McCaffrey,Ashton Jeanty,George Pickens,Jake Ferguson,Terry McLaurin,Marcus Mariota
1085,0,84.46,shaidyadvice,Nico Collins,Brock Bowers,A.J. Brown,Jake Ferguson,Kyler Murray,Jacory Croskey-Merritt
1086,0,84.44,aaronjh22,Puka Nacua,Jalen Hurts,George Pickens,Breece Hall,Harold Fannin,Travis Etienne Jr.
1086,0,84.44,thewood1105,Josh Jacobs,Jordan Mason,Jake Ferguson,Dak Prescott,Emeka Egbuka,Chris Olave
1088,0,84.42,sleepdoctor,Justin Jefferson,Nico Collins,Emeka Egbuka,Travis Etienne Jr.,Jonnu Smith,Caleb Williams
1088,0,84.42,bustersboys,Trey McBride,Nico Collins,Chuba Hubbard,Tony Pollard,Emeka Egbuka,Drake Maye
1088,0,84.42,dmlarson,Jonathan Taylor,Tucker Kraft,George Pickens,Jordan Love,DK Metcalf,Jaylen Warren
1091,0,84.4,goods,Josh Jacobs,Jordan Mason,Garrett Wilson,Justin Herbert,Quentin Johnston,Harold Fannin
1091,0,84.4,cavaleman,Jonathan Taylor,Ashton Jeanty,Ladd McConkey,Justin Herbert,Keenan Allen,Chig Okonkwo
1093,0,84.38,daddy34,Jordan Mason,Mike Evans,Chuba Hubbard,Garrett Wilson,Tyrod Taylor,Mason Taylor
1094,0,84.36,lolhotdogz,Bijan Robinson,Tucker Kraft,Jordan Mason,Terry McLaurin,Jakobi Meyers,Geno Smith
1095,0,84.34,jewishmccaffrey,Jonathan Taylor,Davante Adams,Ashton Jeanty,Juwan Johnson,Dak Prescott,Emeka Egbuka
1095,0,84.34,rkfd9383,Puka Nacua,Jalen Hurts,Chuba Hubbard,DK Metcalf,Jacory Croskey-Merritt,Brenton Strange
1097,0,84.32,mcongrove,Nico Collins,Javonte Williams,Kenneth Walker III,Jake Ferguson,Drake Maye,Kayshon Boutte
1097,0,84.32,daviddu316,Jaxon Smith-Njigba,Rome Odunze,DK Metcalf,Caleb Williams,David Njoku,TreVeyon Henderson
1097,0,84.32,tubinis2121,Bucky Irving,Jordan Mason,Mike Evans,Deebo Samuel,Justin Fields,T.J. Hockenson
1100,0,84.3,bashbarti,Josh Jacobs,Jaxon Smith-Njigba,Kyren Williams,Justin Herbert,David Njoku,Keenan Allen
1101,0,84.24,gabrainos,Justin Jefferson,Jalen Hurts,Tony Pollard,Breece Hall,DeVonta Smith,Chig Okonkwo
1101,0,84.24,gmeholder,Saquon Barkley,Jalen Hurts,Tetairoa McMillan,Breece Hall,T.J. Hockenson,Courtland Sutton
1103,0,84.22,lee121503,Bucky Irving,Brock Bowers,George Pickens,D.J. Moore,Caleb Williams,D'Andre Swift
1103,0,84.22,daddy34,Josh Jacobs,Nico Collins,Caleb Williams,D.J. Moore,Travis Hunter,T.J. Hockenson
1103,0,84.22,patrickbarnesyoutube,Saquon Barkley,Rome Odunze,George Pickens,James Conner,Caleb Williams,T.J. Hockenson
1103,0,84.22,manaray31,Saquon Barkley,Jordan Mason,Tetairoa McMillan,Jake Ferguson,Daniel Jones,Michael Pittman Jr.
1103,0,84.22,mayormcshipit,Saquon Barkley,Mike Evans,Omarion Hampton,Baker Mayfield,Garrett Wilson,Dalton Schultz
1108,0,84.2,kristin7993,Jordan Mason,Drake London,Ladd McConkey,Justin Herbert,Marvin Harrison,Hunter Henry
1108,0,84.2,in3us,Bijan Robinson,Tyler Warren,Tony Pollard,Justin Herbert,Keenan Allen,Jauan Jennings
1110,0,84.18,vindep,Christian McCaffrey,Jayden Daniels,Tucker Kraft,Omarion Hampton,D.J. Moore,Jakobi Meyers
1111,0,84.16,awe419,Jordan Mason,Brock Bowers,Chuba Hubbard,Garrett Wilson,Kyler Murray,Chris Olave
1111,0,84.16,berettajames,Jaxon Smith-Njigba,Trey McBride,Chuba Hubbard,A.J. Brown,Kyler Murray,Chris Olave
1113,0,84.14,wutangkillabees,Puka Nacua,Jalen Hurts,Tetairoa McMillan,Kyle Pitts,Jacory Croskey-Merritt,DeVonta Smith
1113,0,84.14,mikec6212,Nico Collins,Jalen Hurts,Breece Hall,A.J. Brown,James Conner,Tucker Kraft
1113,0,84.14,mikec6212,Nico Collins,Jalen Hurts,A.J. Brown,Breece Hall,David Njoku,Rhamondre Stevenson
1116,0,84.12,egreenmonster,Puka Nacua,Ladd McConkey,Jayden Daniels,Terry McLaurin,T.J. Hockenson,D'Andre Swift
1116,0,84.12,capattack,Jaxon Smith-Njigba,Brock Bowers,Alvin Kamara,Jauan Jennings,Keenan Allen,Sam Darnold
1116,0,84.12,jorland50,Jonathan Taylor,Mike Evans,Breece Hall,Baker Mayfield,Calvin Ridley,T.J. Hockenson
1119,0,84.1,razor33,Jonathan Taylor,Chuba Hubbard,Jake Ferguson,Justin Herbert,Tee Higgins,Quentin Johnston
1119,0,84.1,jgfc,Puka Nacua,Rome Odunze,Kenneth Walker III,Keenan Allen,Justin Herbert,Harold Fannin
1121,0,84.06,danjpreciado,Trey McBride,Jordan Mason,Breece Hall,DK Metcalf,Kyler Murray,Ricky Pearsall
1122,0,84.02,bestballviper,Christian McCaffrey,Alvin Kamara,Tyler Warren,Garrett Wilson,Courtland Sutton,Bo Nix
1122,0,84.02,d4ve,Puka Nacua,Javonte Williams,Alvin Kamara,Jake Ferguson,Drake Maye,DeVonta Smith
1122,0,84.02,jorland50,Jonathan Taylor,Mike Evans,Brian Thomas,DK Metcalf,Baker Mayfield,David Njoku
1122,0,84.02,thesentry,Jonathan Taylor,Tucker Kraft,Rome Odunze,Daniel Jones,Jauan Jennings,Rhamondre Stevenson
1122,0,84.02,tmoneyttime1,Bucky Irving,Javonte Williams,D.J. Moore,Caleb Williams,DeVonta Smith,David Njoku
1127,0,84,lbowlby36,T.J. Hockenson,Jordan Mason,Jake Ferguson,Jayden Daniels,Terry McLaurin,Jakobi Meyers
1128,0,83.98,ez116,Christian McCaffrey,Davante Adams,Breece Hall,Jayden Daniels,Juwan Johnson,Michael Pittman Jr.
1129,0,83.96,justinherzig,Jaxon Smith-Njigba,Nico Collins,Kyren Williams,Travis Etienne Jr.,C.J. Stroud,Zach Ertz
1130,0,83.94,bustersboys,Saquon Barkley,George Pickens,Tony Pollard,Dak Prescott,T.J. Hockenson,Courtland Sutton
1131,0,83.92,msos,Jonathan Taylor,Tucker Kraft,A.J. Brown,Daniel Jones,Calvin Ridley,D'Andre Swift
1131,0,83.92,noahwhit47,Bucky Irving,Rome Odunze,Jake Ferguson,Chuba Hubbard,Caleb Williams,Marvin Harrison
1131,0,83.92,drapp,Trey McBride,Rome Odunze,Breece Hall,Caleb Williams,Emeka Egbuka,Jacory Croskey-Merritt
1131,0,83.92,nez,Christian McCaffrey,Mike Evans,Tyler Warren,Caleb Williams,Keenan Allen,Calvin Ridley
1135,0,83.88,lee121503,Christian McCaffrey,Kenneth Walker III,Ladd McConkey,Jayden Daniels,Zach Ertz,Jauan Jennings
1136,0,83.84,rubenn00,A.J. Brown,Jalen Hurts,Deebo Samuel,Dallas Goedert,DeVonta Smith,James Conner
1136,0,83.84,nez,Puka Nacua,Jalen Hurts,Ladd McConkey,Travis Etienne Jr.,DeVonta Smith,Jonnu Smith
1138,0,83.82,carpark03,Justin Jefferson,Brock Bowers,Caleb Williams,Travis Etienne Jr.,Marvin Harrison,Zach Charbonnet
1138,0,83.82,d4ve,Justin Jefferson,Josh Jacobs,Tony Pollard,DK Metcalf,Hunter Henry,Carson Wentz
1138,0,83.82,kcpolack,Bucky Irving,Brock Bowers,George Pickens,D.J. Moore,Caleb Williams,Terry McLaurin
1138,0,83.82,cutcutler,Christian McCaffrey,George Pickens,Chuba Hubbard,Caleb Williams,Kyle Pitts,Marvin Harrison
1138,0,83.82,hotsizauce,Christian McCaffrey,Tucker Kraft,Mike Evans,Jaylen Warren,Baker Mayfield,Courtland Sutton
1143,0,83.8,jonnybags,Jonathan Taylor,Mike Evans,Ladd McConkey,Justin Herbert,Ricky Pearsall,Jonnu Smith
1143,0,83.8,manaray31,Jaxon Smith-Njigba,Jordan Mason,Kenneth Walker III,Jake Ferguson,Tee Higgins,Jake Browning
1145,0,83.78,jtmckenzi,Jonathan Taylor,Davante Adams,Brian Thomas,Kyren Williams,Kyle Pitts,Trevor Lawrence
1146,0,83.76,djrj21,Jaxon Smith-Njigba,Trey McBride,Emeka Egbuka,Travis Etienne Jr.,Kyler Murray,Ricky Pearsall
1146,0,83.76,bsperf,Bucky Irving,Trey McBride,Kyren Williams,D.J. Moore,Kyler Murray,DeVonta Smith
1146,0,83.76,ez116,Nico Collins,Brock Bowers,Tony Pollard,D.J. Moore,Jakobi Meyers,Geno Smith
1146,0,83.76,bestballviper,Jordan Mason,Kenneth Walker III,Jake Ferguson,Calvin Ridley,Cam Ward,Elic Ayomanor
1150,0,83.74,lolhotdogz,Saquon Barkley,Jalen Hurts,Mike Evans,Jake Ferguson,James Conner,DeVonta Smith
1150,0,83.74,manaray31,Christian McCaffrey,Jalen Hurts,Brian Thomas,Travis Etienne Jr.,Dallas Goedert,Jakobi Meyers
1152,0,83.72,samolson31,Josh Jacobs,Kenneth Walker III,DK Metcalf,Jake Ferguson,Drake Maye,Chris Olave
1152,0,83.72,copperprices,Josh Jacobs,Jordan Mason,Tyler Warren,DK Metcalf,Courtland Sutton,Bo Nix
1152,0,83.72,kd1114,Nico Collins,Bucky Irving,Daniel Jones,Michael Pittman Jr.,J.K. Dobbins,David Njoku
1155,0,83.7,babyjay248,Trey McBride,Javonte Williams,Tony Pollard,Justin Herbert,Courtland Sutton,Quentin Johnston
1155,0,83.7,estacio,Puka Nacua,Brock Bowers,A.J. Brown,Justin Herbert,Travis Etienne Jr.,Emeka Egbuka
1155,0,83.7,dmlarson,Jordan Mason,Kenneth Walker III,Justin Herbert,Keenan Allen,Ja'Tavion Sanders,Terry McLaurin
1158,0,83.66,dmlarson,Jonathan Taylor,Davante Adams,Tyler Warren,DK Metcalf,Jaylen Warren,Aaron Rodgers
1158,0,83.66,cavaleman,Nico Collins,Brock Bowers,Kenneth Walker III,Travis Etienne Jr.,DeVonta Smith,C.J. Stroud
1160,0,83.62,yuzenn,Puka Nacua,Kenneth Walker III,Chuba Hubbard,Juwan Johnson,Drake Maye,Quentin Johnston
1160,0,83.62,fflinx,Jonathan Taylor,Tucker Kraft,Chuba Hubbard,Garrett Wilson,Jordan Love,Jakobi Meyers
1160,0,83.62,jonboybeats,Jaxon Smith-Njigba,Davante Adams,Jaylen Warren,Caleb Williams,James Conner,Cole Kmet
1160,0,83.62,d4ve,Jaxon Smith-Njigba,Kenneth Walker III,A.J. Brown,Kyle Pitts,Sam Darnold,Nick Chubb
1164,0,83.6,wcbias17,Jonathan Taylor,Kenneth Walker III,Tetairoa McMillan,Harold Fannin,Justin Herbert,Terry McLaurin
1165,0,83.58,ajmoon44,Josh Jacobs,Nico Collins,Kyren Williams,Garrett Wilson,Tyrod Taylor,Cade Otton
1165,0,83.58,gmeholder,Bucky Irving,Brock Bowers,D.J. Moore,Garrett Wilson,Keenan Allen,Tyrod Taylor
1165,0,83.58,cgeeeeee,Jordan Mason,Javonte Williams,Deebo Samuel,Jayden Daniels,Courtland Sutton,Zach Ertz
1168,0,83.56,d4ve,Christian McCaffrey,Davante Adams,A.J. Brown,Kyle Pitts,Travis Etienne Jr.,Brock Purdy
