place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
30,50,134.36,bustersboys,Jonathan Taylor,Courtland Sutton,A.J. Brown,Jordan Addison,Bo Nix,Mason Taylor
31,50,134.1,cgeeeeee,Jonathan Taylor,Cam Skattebo,Trey McBride,Keenan Allen,Justin Herbert,Marvin Harrison
32,50,133.54,patrickbarnesyoutube,Jonathan Taylor,Jalen Hurts,A.J. Brown,DeVonta Smith,Jordan Addison,Mason Taylor
33,50,133.5,benrothlesberger,De'Von Achane,Cam Skattebo,A.J. Brown,Keenan Allen,Justin Herbert,Oronde Gadsden
34,50,133.1,brorannosaurusflex,Quinshon Judkins,Trey McBride,Chris Olave,Justin Herbert,Oronde Gadsden,KaVontae Turpin
35,50,132.92,nez,Quinshon Judkins,Tyler Warren,A.J. Brown,Keenan Allen,DeVonta Smith,Carson Wentz
36,50,131.2,brorannosaurusflex,Quinshon Judkins,Rico Dowdle,A.J. Brown,Justin Herbert,Oronde Gadsden,Marvin Mims Jr.
37,50,131,chadcandles,Javonte Williams,Ladd McConkey,Cam Skattebo,Justin Herbert,DeVonta Smith,Oronde Gadsden
37,50,131,hotsizauce,Quinshon Judkins,Ladd McConkey,D'Andre Swift,Justin Herbert,Michael Pittman Jr.,Oronde Gadsden
39,50,130.96,bustersboys,Jonathan Taylor,Courtland Sutton,Ladd McConkey,Bo Nix,DeVonta Smith,Mason Taylor
40,50,130.76,ryleetaylor,Jonathan Taylor,D'Andre Swift,Chris Olave,Romeo Doubs,Dallas Goedert,Bo Nix
41,50,130.72,fflinx,Jonathan Taylor,D'Andre Swift,Tyler Warren,Quentin Johnston,Keenan Allen,Jaxson Dart
42,50,130.7,noticemesenpai,Jonathan Taylor,Ladd McConkey,Courtland Sutton,Justin Herbert,Jordan Addison,Oronde Gadsden
43,50,130.56,fantasygrinder,Quinshon Judkins,Trey McBride,Courtland Sutton,Keenan Allen,Bo Nix,Jerry Jeudy
44,50,130.44,tubinis2121,Jonathan Taylor,A.J. Brown,Jalen Hurts,DeVonta Smith,Jordan Addison,Michael Mayer
45,50,130.12,jettns,Jonathan Taylor,Trey McBride,Tyler Warren,Keenan Allen,Daniel Jones,Kayshon Boutte
46,50,129.8,manaray31,CeeDee Lamb,Cam Skattebo,D'Andre Swift,Justin Herbert,Jordan Addison,Oronde Gadsden
47,50,129.42,cgeeeeee,Jonathan Taylor,Trey McBride,A.J. Brown,Michael Pittman Jr.,Daniel Jones,D.J. Moore
48,50,129.16,bustersboys,Quinshon Judkins,Deebo Samuel,A.J. Brown,Jordan Addison,Travis Kelce,Bo Nix
49,50,129.14,dreamingofsundays,Jonathan Taylor,Jordan Mason,Jalen Hurts,DeVonta Smith,Rashid Shaheed,Oronde Gadsden
50,50,129,samolson31,Jonathan Taylor,Quentin Johnston,D'Andre Swift,Justin Herbert,Romeo Doubs,Oronde Gadsden
51,35,128.86,aaronjh22,Jonathan Taylor,Trey McBride,J.K. Dobbins,Rashid Shaheed,Jordan Addison,Bo Nix
52,35,128.8,drapp,Josh Jacobs,Trey McBride,A.J. Brown,Keenan Allen,Justin Herbert,D.J. Moore
53,35,128.76,schwec03,Josh Jacobs,Trey McBride,Deebo Samuel,Stefon Diggs,DeVonta Smith,Bo Nix
54,35,128.56,lenkeith,Jonathan Taylor,Jake Ferguson,Dak Prescott,Keenan Allen,DeVonta Smith,Josh Downs
54,35,128.56,in3us,CeeDee Lamb,Trey McBride,Kimani Vidal,Keenan Allen,Rhamondre Stevenson,Bo Nix
54,35,128.56,awe419,De'Von Achane,Trey McBride,Courtland Sutton,Rhamondre Stevenson,Keenan Allen,Bo Nix
57,35,128.46,gpngc,Quinshon Judkins,Trey McBride,Courtland Sutton,Michael Pittman Jr.,Bo Nix,D.J. Moore
58,35,128.38,xenq7,Quinshon Judkins,Jordan Mason,Drake Maye,DeVonta Smith,Kayshon Boutte,Oronde Gadsden
59,35,128.32,mwald50,Josh Jacobs,D'Andre Swift,Chris Olave,Michael Pittman Jr.,Daniel Jones,Oronde Gadsden
60,35,128.16,tubinis2121,CeeDee Lamb,Tyler Warren,A.J. Brown,Rhamondre Stevenson,Isiah Pacheco,Bo Nix
61,35,127.92,benrothlesberger,CeeDee Lamb,Trey McBride,J.K. Dobbins,Michael Pittman Jr.,DeVonta Smith,Jaxson Dart
62,35,127.6,kcpolack,Quinshon Judkins,Tyler Warren,A.J. Brown,Justin Herbert,Keenan Allen,Chris Moore
63,35,127.56,berettajames,Josh Jacobs,Tyler Warren,Courtland Sutton,Jordan Addison,Keenan Allen,Bo Nix
64,35,127.52,vindep,Jonathan Taylor,Cam Skattebo,Tyler Warren,Keenan Allen,Romeo Doubs,Jaxson Dart
65,35,127.5,bustersboys,Jonathan Taylor,Cam Skattebo,A.J. Brown,Justin Herbert,Jordan Addison,Mason Taylor
66,35,127.46,iamskiman,Jonathan Taylor,Ladd McConkey,Courtland Sutton,Rhamondre Stevenson,Bo Nix,Theo Johnson
66,35,127.46,berettajames,Jonathan Taylor,Cam Skattebo,Courtland Sutton,Jordan Addison,Travis Kelce,Bo Nix
68,35,127.26,berettajames,Jonathan Taylor,Cam Skattebo,Courtland Sutton,Bo Nix,Jordan Addison,Evan Engram
69,35,126.66,chadcandles,Jonathan Taylor,Jordan Mason,Courtland Sutton,Bo Nix,Jerry Jeudy,Oronde Gadsden
70,35,126.62,imagikarp,Josh Jacobs,Cam Skattebo,A.J. Brown,Quentin Johnston,Jaxson Dart,Oronde Gadsden
71,35,126.44,kuruc711,Jonathan Taylor,A.J. Brown,Jalen Hurts,DeVonta Smith,Travis Kelce,Bam Knight
72,35,126.36,dcfantasy,Jonathan Taylor,Ladd McConkey,Courtland Sutton,DeVonta Smith,Bo Nix,Darren Waller
73,35,126.02,chrismontalbano23,Jonathan Taylor,Tyler Warren,D'Andre Swift,Daniel Jones,Keenan Allen,Wan'Dale Robinson
74,35,126,rotoheatcraigb,Jonathan Taylor,Ladd McConkey,D'Andre Swift,Justin Herbert,Rashid Shaheed,Oronde Gadsden
74,35,126,imagikarp,Josh Jacobs,J.K. Dobbins,A.J. Brown,Michael Pittman Jr.,Justin Herbert,Oronde Gadsden
76,35,125.76,lavalord,Javonte Williams,Justin Jefferson,A.J. Brown,Chris Olave,Evan Engram,Bo Nix
77,35,125.72,freefries,Jonathan Taylor,Cam Skattebo,A.J. Brown,Jordan Addison,Dallas Goedert,Jaxson Dart
78,35,125.66,asaptuna,Javonte Williams,Trey McBride,J.K. Dobbins,DeVonta Smith,Matthew Golden,Bo Nix
79,35,125.42,mfj2311,Quinshon Judkins,Trey McBride,Xavier Worthy,Michael Pittman Jr.,DeVonta Smith,Daniel Jones
80,35,125.06,goazcards,Josh Jacobs,Jordan Mason,Tyler Warren,DeVonta Smith,Bo Nix,Troy Franklin
81,35,124.92,tmoneyttime1,Josh Jacobs,Cam Skattebo,Chris Olave,Michael Pittman Jr.,Daniel Jones,Oronde Gadsden
82,35,124.7,nf42,Josh Jacobs,Trey McBride,D'Andre Swift,Keenan Allen,Justin Herbert,Hollywood Brown
83,35,124.62,hotsizauce,Jonathan Taylor,Courtland Sutton,D'Andre Swift,Jordan Addison,Zach Ertz,Jaxson Dart
83,35,124.62,cognition10,Javonte Williams,Tyler Warren,A.J. Brown,Keenan Allen,Wan'Dale Robinson,Jaxson Dart
85,35,124.54,xenq7,Quinshon Judkins,A.J. Brown,Jalen Hurts,DeVonta Smith,Isiah Pacheco,T.J. Hockenson
86,35,124.3,awe419,Quinshon Judkins,Trey McBride,Chris Olave,Justin Herbert,Romeo Doubs,Tony Pollard
87,35,124.26,dalemcnail,Quinshon Judkins,Rico Dowdle,Jake Ferguson,Keenan Allen,Rashid Shaheed,Bo Nix
88,35,123.82,d4ve,Rico Dowdle,Cam Skattebo,Chris Olave,Tucker Kraft,DeVonta Smith,Jaxson Dart
89,35,123.76,jwhitz89,Javonte Williams,Trey McBride,Jordan Mason,Keenan Allen,Rashid Shaheed,Bo Nix
90,35,123.72,jwillzy,Quinshon Judkins,Trey McBride,Courtland Sutton,Jordan Addison,Wan'Dale Robinson,Jaxson Dart
91,35,123.66,tubinis2121,Jonathan Taylor,Jaylen Waddle,A.J. Brown,Harold Fannin,Jordan Addison,Bo Nix
92,35,123.46,jewishmccaffrey,De'Von Achane,Trey McBride,A.J. Brown,Alvin Kamara,Jordan Addison,Bo Nix
93,35,123.38,goazcards,Quinshon Judkins,Jordan Mason,A.J. Brown,Drake Maye,DeVonta Smith,T.J. Hockenson
94,35,123.36,iamskiman,Jonathan Taylor,Cam Skattebo,Ladd McConkey,Zach Ertz,Bo Nix,Troy Franklin
95,35,123.16,cowboys282,Jonathan Taylor,Kimani Vidal,Tyler Warren,Bo Nix,Jordan Addison,Marvin Mims Jr.
95,35,123.16,feedmecmore,Josh Jacobs,Trey McBride,Tyler Warren,Keenan Allen,DeVonta Smith,Jordan Love
97,35,123.1,jtmckenzi,Josh Jacobs,Trey McBride,D'Andre Swift,Keenan Allen,Justin Herbert,Marvin Harrison
98,35,123,goazcards,Jonathan Taylor,A.J. Brown,Ladd McConkey,Justin Herbert,Rhamondre Stevenson,T.J. Hockenson
99,35,122.9,gabrainos,Josh Jacobs,Ladd McConkey,D'Andre Swift,Justin Herbert,Michael Pittman Jr.,Oronde Gadsden
100,35,122.72,berettajames,CeeDee Lamb,Jordan Mason,A.J. Brown,Michael Pittman Jr.,Daniel Jones,Oronde Gadsden
101,30,122.62,brorannosaurusflex,Jonathan Taylor,D'Andre Swift,Deebo Samuel,Keenan Allen,Jaxson Dart,Theo Johnson
102,30,122.4,kevslice,Quinshon Judkins,Ladd McConkey,Jordan Mason,Justin Herbert,Michael Pittman Jr.,Oronde Gadsden
103,30,122.24,mariosolar,Quinshon Judkins,Tyler Warren,Jalen Hurts,DeVonta Smith,Rhamondre Stevenson,Jakobi Meyers
104,30,122.16,bustersboys,Jonathan Taylor,Courtland Sutton,A.J. Brown,Alvin Kamara,Bo Nix,Hunter Henry
104,30,122.16,samolson31,Jonathan Taylor,Quentin Johnston,D'Andre Swift,Bo Nix,Wan'Dale Robinson,Evan Engram
106,30,122.14,lenkeith,Jonathan Taylor,Jake Ferguson,Patrick Mahomes,Michael Pittman Jr.,Jordan Addison,Romeo Doubs
107,30,122.06,patmoore967,Josh Jacobs,Courtland Sutton,A.J. Brown,Jordan Addison,Bo Nix,Evan Engram
108,30,121.96,aaronjh22,Jonathan Taylor,D'Andre Swift,Dak Prescott,DeVonta Smith,Matthew Golden,Zach Ertz
109,30,121.92,benrothlesberger,Javonte Williams,Trey McBride,J.K. Dobbins,DeVonta Smith,Wan'Dale Robinson,Jaxson Dart
110,30,121.9,awe419,De'Von Achane,D'Andre Swift,Chris Olave,Justin Herbert,Romeo Doubs,Oronde Gadsden
111,30,121.82,samolson31,Jonathan Taylor,Jordan Mason,Chris Olave,Zach Ertz,Wan'Dale Robinson,Jaxson Dart
111,30,121.82,benrothlesberger,CeeDee Lamb,Cam Skattebo,D'Andre Swift,DeVonta Smith,Jaxson Dart,Travis Kelce
113,30,121.7,brorannosaurusflex,Josh Jacobs,Jordan Mason,Chris Olave,Justin Herbert,Keenan Allen,Theo Johnson
114,30,121.66,tubinis2121,Jonathan Taylor,Deebo Samuel,D'Andre Swift,Keenan Allen,Bo Nix,Hunter Henry
115,30,121.56,bustersboys,Quinshon Judkins,Ladd McConkey,Courtland Sutton,DeVonta Smith,Bo Nix,Michael Mayer
116,30,121.54,gpngc,Javonte Williams,Trey McBride,Jalen Hurts,DeVonta Smith,Rhamondre Stevenson,Romeo Doubs
117,30,121.5,gunneross,Josh Jacobs,Ladd McConkey,Chris Olave,Justin Herbert,Isiah Pacheco,Oronde Gadsden
118,30,121.44,a74wilson,Javonte Williams,Cam Skattebo,A.J. Brown,Jalen Hurts,DeVonta Smith,T.J. Hockenson
119,30,121.42,tubinis2121,Quinshon Judkins,Tyler Warren,Cam Skattebo,Keenan Allen,Stefon Diggs,Jaxson Dart
120,30,121.2,awe419,Breece Hall,Trey McBride,A.J. Brown,Justin Herbert,DeVonta Smith,Jakobi Meyers
121,30,121.06,mariosolar,Quinshon Judkins,Courtland Sutton,Michael Pittman Jr.,Zach Ertz,Bo Nix,Wan'Dale Robinson
122,30,120.96,whodeysss,CeeDee Lamb,D'Andre Swift,Kimani Vidal,DeVonta Smith,Travis Kelce,Bo Nix
122,30,120.96,bifftannen,Quinshon Judkins,Cam Skattebo,Courtland Sutton,Michael Pittman Jr.,Bo Nix,Evan Engram
124,30,120.86,brorannosaurusflex,Quinshon Judkins,Trey McBride,J.K. Dobbins,Romeo Doubs,Bo Nix,Troy Franklin
124,30,120.86,whodeysss,CeeDee Lamb,D'Andre Swift,Dak Prescott,DeVonta Smith,Keenan Allen,Harold Fannin
124,30,120.86,whodeysss,CeeDee Lamb,Cam Skattebo,D'Andre Swift,Michael Pittman Jr.,Bo Nix,Travis Kelce
124,30,120.86,jbaconator,Breece Hall,D'Andre Swift,Chris Olave,Keenan Allen,Bo Nix,Evan Engram
128,30,120.82,bustersboys,Jonathan Taylor,Courtland Sutton,Tyler Warren,Keenan Allen,D.J. Moore,Jaxson Dart
129,30,120.74,shagnastyball17,Jonathan Taylor,Jalen Hurts,A.J. Brown,DeVonta Smith,Darren Waller,Tony Pollard
130,30,120.72,mariosolar,Jonathan Taylor,Tyler Warren,Courtland Sutton,Jordan Addison,DeVonta Smith,Carson Wentz
131,30,120.6,jeffern8,Josh Jacobs,D'Andre Swift,Courtland Sutton,Justin Herbert,Wan'Dale Robinson,Oronde Gadsden
132,30,120.56,samolson31,Jonathan Taylor,Kimani Vidal,Tyler Warren,Romeo Doubs,Jordan Addison,Bo Nix
133,30,120.5,sackreligious9,Jonathan Taylor,D'Andre Swift,Tyler Warren,Justin Herbert,Romeo Doubs,Wan'Dale Robinson
134,30,120.36,cavaleman,Jonathan Taylor,Cam Skattebo,Courtland Sutton,Stefon Diggs,Bo Nix,Evan Engram
135,30,120.32,krutches93,Josh Jacobs,Tyler Warren,Kimani Vidal,Keenan Allen,DeVonta Smith,Jaxson Dart
136,30,120.3,twelvefluidounces,Josh Jacobs,Chris Olave,Quentin Johnston,Justin Herbert,Isiah Pacheco,Oronde Gadsden
137,30,120.08,joopy,Javonte Williams,D'Andre Swift,Chris Olave,Drake Maye,DeVonta Smith,Hunter Henry
138,30,120,lazykid,Jonathan Taylor,Quentin Johnston,Justin Herbert,Matthew Golden,Rhamondre Stevenson,Oronde Gadsden
138,30,120,brorannosaurusflex,Javonte Williams,George Pickens,Chris Olave,Justin Herbert,Oronde Gadsden,Troy Franklin
140,30,119.96,d4ve,Josh Jacobs,Courtland Sutton,A.J. Brown,Jordan Addison,Bo Nix,Mason Taylor
141,30,119.56,kuruc711,Quinshon Judkins,Cam Skattebo,Courtland Sutton,Jordan Addison,Bo Nix,Hunter Henry
141,30,119.56,gcbeinin,Jonathan Taylor,Chris Olave,Ladd McConkey,Harold Fannin,Tre Tucker,Bo Nix
143,30,119.52,bustersboys,Javonte Williams,Trey McBride,J.K. Dobbins,Michael Pittman Jr.,DeVonta Smith,Daniel Jones
144,30,119.3,garricktolley,Jonathan Taylor,Ladd McConkey,Quentin Johnston,Justin Herbert,DeVonta Smith,Evan Engram
145,30,119.22,bustersboys,Josh Jacobs,Cam Skattebo,A.J. Brown,Jordan Addison,Zach Ertz,Jaxson Dart
146,30,119.16,bustersboys,Jonathan Taylor,Courtland Sutton,A.J. Brown,D.J. Moore,Bo Nix,Darren Waller
146,30,119.16,seelyr17,Javonte Williams,Deebo Samuel,Jake Ferguson,Keenan Allen,Bo Nix,Alec Pierce
148,30,119.12,fflinx,Jonathan Taylor,Tyler Warren,Courtland Sutton,DeVonta Smith,Daniel Jones,Marvin Harrison
149,30,118.92,d4ve,Jonathan Taylor,Ladd McConkey,Chris Olave,Daniel Jones,Michael Pittman Jr.,Zach Ertz
150,30,118.9,kevslice,Quinshon Judkins,Tyler Warren,A.J. Brown,Justin Herbert,Rhamondre Stevenson,Tre Tucker
151,30,118.86,vindep,Josh Jacobs,D'Andre Swift,Quentin Johnston,Keenan Allen,Travis Kelce,Bo Nix
152,30,118.72,iamskiman,Quinshon Judkins,Trey McBride,J.K. Dobbins,Jordan Addison,DeVonta Smith,Carson Wentz
153,30,118.66,bustersboys,Saquon Barkley,Trey McBride,Courtland Sutton,Keenan Allen,Bo Nix,Wan'Dale Robinson
154,30,118.64,awe419,Breece Hall,Trey McBride,A.J. Brown,Jalen Hurts,DeVonta Smith,Jakobi Meyers
155,30,118.52,th3what,Jonathan Taylor,Tyler Warren,J.K. Dobbins,DeVonta Smith,Daniel Jones,Troy Franklin
156,30,118.46,krutches93,Josh Jacobs,Jordan Mason,Jake Ferguson,Keenan Allen,D.J. Moore,Bo Nix
157,30,118.42,friarbets,Jonathan Taylor,Jaylen Waddle,Ladd McConkey,DeVonta Smith,Tucker Kraft,Jaxson Dart
158,30,118.32,bustersboys,Josh Jacobs,Cam Skattebo,Courtland Sutton,DeVonta Smith,Zach Ertz,Jaxson Dart
159,30,118.22,tubinis2121,Jonathan Taylor,Ladd McConkey,Tyler Warren,Jordan Addison,DeVonta Smith,Carson Wentz
160,30,118.12,nez,Javonte Williams,Rico Dowdle,Chris Olave,Jordan Addison,Daniel Jones,Oronde Gadsden
161,30,118.04,jaimyb,Jonathan Taylor,Jalen Hurts,A.J. Brown,Travis Kelce,Wan'Dale Robinson,Rhamondre Stevenson
162,30,118.02,awolff225,Quinshon Judkins,Ladd McConkey,Chris Olave,Keenan Allen,Dallas Goedert,Jaxson Dart
162,30,118.02,jasta29,CeeDee Lamb,Deebo Samuel,D'Andre Swift,Keenan Allen,Daniel Jones,Oronde Gadsden
162,30,118.02,gunneross,Jonathan Taylor,D'Andre Swift,A.J. Brown,Harold Fannin,Jaxson Dart,Jakobi Meyers
165,30,117.9,jaywillgata,Justin Jefferson,Deebo Samuel,Justin Herbert,Keenan Allen,Rhamondre Stevenson,Oronde Gadsden
166,30,117.86,jettns,CeeDee Lamb,Courtland Sutton,A.J. Brown,Isiah Pacheco,Bo Nix,Evan Engram
166,30,117.86,cavaleman,Josh Jacobs,Courtland Sutton,A.J. Brown,Bo Nix,Wan'Dale Robinson,T.J. Hockenson
166,30,117.86,kobegoat2424,Rico Dowdle,George Pickens,Jake Ferguson,Stefon Diggs,DeVonta Smith,Bo Nix
169,30,117.82,doggette17,Jonathan Taylor,D'Andre Swift,Ladd McConkey,Jordan Addison,Travis Kelce,Jaxson Dart
170,30,117.64,berettajames,Jonathan Taylor,D'Andre Swift,Chris Olave,Stefon Diggs,Justin Fields,Oronde Gadsden
170,30,117.64,d4ve,Jonathan Taylor,A.J. Brown,Jalen Hurts,Harold Fannin,Jordan Addison,Calvin Ridley
172,30,117.62,gforgumby,Jonathan Taylor,Trey McBride,Jaylen Waddle,Keenan Allen,Matthew Golden,Kyler Murray
173,30,117.56,benrothlesberger,Quinshon Judkins,Cam Skattebo,Courtland Sutton,Jordan Addison,Bo Nix,Dallas Goedert
173,30,117.56,gpngc,Josh Jacobs,Ladd McConkey,Courtland Sutton,Harold Fannin,DeVonta Smith,Bo Nix
175,30,117.42,imagikarp,Jonathan Taylor,Jordan Mason,Tyler Warren,Daniel Jones,Keenan Allen,Kayshon Boutte
175,30,117.42,berettajames,Josh Jacobs,Tyler Warren,A.J. Brown,Keenan Allen,Daniel Jones,Wan'Dale Robinson
177,30,117.26,themoose54,CeeDee Lamb,Tyler Warren,Courtland Sutton,Jordan Addison,Isiah Pacheco,Bo Nix
178,30,117.24,brorannosaurusflex,Quinshon Judkins,Trey McBride,A.J. Brown,Jalen Hurts,Isiah Pacheco,Josh Reynolds
179,30,117.12,thewood1105,Josh Jacobs,Cam Skattebo,Jake Ferguson,Daniel Jones,DeVonta Smith,Wan'Dale Robinson
180,30,117.06,patrickbarnesyoutube,Jonathan Taylor,Courtland Sutton,D'Andre Swift,Terry McLaurin,Bo Nix,Mason Taylor
181,30,117.02,bonnerbryan,Josh Jacobs,Tyler Warren,Courtland Sutton,Keenan Allen,Jordan Addison,Jaxson Dart
182,30,116.86,benlanc99,Jonathan Taylor,Cam Skattebo,Courtland Sutton,Travis Kelce,Bo Nix,D.J. Moore
182,30,116.86,drapp,Javonte Williams,Cam Skattebo,A.J. Brown,Quentin Johnston,Harold Fannin,Bo Nix
182,30,116.86,tonysprocket,Quinshon Judkins,Trey McBride,Courtland Sutton,Matthew Golden,Bo Nix,RJ Harvey
185,30,116.82,berettajames,Jonathan Taylor,Tyler Warren,Cam Skattebo,Keenan Allen,Daniel Jones,D.J. Moore
186,30,116.8,drapp,De'Von Achane,Trey McBride,D'Andre Swift,Keenan Allen,Justin Herbert,Jakobi Meyers
187,30,116.62,d4ve,Jonathan Taylor,Quentin Johnston,J.K. Dobbins,Michael Pittman Jr.,Daniel Jones,Oronde Gadsden
188,30,116.56,mikec6212,CeeDee Lamb,A.J. Brown,Courtland Sutton,Bo Nix,Rhamondre Stevenson,Michael Mayer
189,30,116.36,falco1002,Javonte Williams,Trey McBride,Tetairoa McMillan,Keenan Allen,Tyjae Spears,Kyler Murray
189,30,116.36,themate,Quinshon Judkins,Cam Skattebo,Courtland Sutton,Travis Kelce,Kayshon Boutte,Bo Nix
191,30,116.32,nf42,Quinshon Judkins,Trey McBride,D'Andre Swift,Jordan Addison,Matthew Golden,Daniel Jones
192,30,116.26,cgeeeeee,Josh Jacobs,Tyler Warren,Courtland Sutton,Keenan Allen,Rashid Shaheed,Bo Nix
193,30,116.2,rotorun,Josh Jacobs,Kimani Vidal,Chris Olave,Justin Herbert,Alec Pierce,Oronde Gadsden
194,30,116.18,hotsizauce,Quinshon Judkins,Trey McBride,A.J. Brown,Drake Maye,Rashid Shaheed,Romeo Doubs
195,30,116.16,manaray31,De'Von Achane,Trey McBride,Tyler Warren,Keenan Allen,DeVonta Smith,Jordan Love
196,30,116.02,liljax04,Jonathan Taylor,Ladd McConkey,Tyler Warren,Alvin Kamara,Keenan Allen,Jaxson Dart
197,30,116,jgfc,Jonathan Taylor,J.K. Dobbins,A.J. Brown,Jordan Addison,Justin Herbert,Brock Bowers
197,30,116,brorannosaurusflex,Saquon Barkley,Trey McBride,A.J. Brown,Justin Herbert,Keenan Allen,Jaylin Lane
199,30,115.92,schubes123376,Josh Jacobs,J.K. Dobbins,Jake Ferguson,DeVonta Smith,Wan'Dale Robinson,Jaxson Dart
199,30,115.92,lee121503,Josh Jacobs,Trey McBride,Courtland Sutton,D.J. Moore,Keenan Allen,Kyler Murray
201,30,115.9,bustersboys,CeeDee Lamb,Trey McBride,J.K. Dobbins,Justin Herbert,Keenan Allen,Romeo Doubs
202,30,115.86,bustersboys,Jonathan Taylor,Courtland Sutton,Tyler Warren,Bo Nix,Alvin Kamara,Romeo Doubs
202,30,115.86,tubinis2121,Javonte Williams,Rashee Rice,Courtland Sutton,Jake Ferguson,Jakobi Meyers,Bo Nix
204,30,115.8,dabk,Josh Jacobs,Ladd McConkey,A.J. Brown,Alvin Kamara,Justin Herbert,Oronde Gadsden
205,30,115.76,jtmckenzi,Javonte Williams,Trey McBride,J.K. Dobbins,Dak Prescott,DeVonta Smith,Wan'Dale Robinson
206,30,115.74,lastairbender,Justin Jefferson,Trey McBride,Jalen Hurts,DeVonta Smith,Rhamondre Stevenson,Alec Pierce
207,30,115.66,danjpreciado,Javonte Williams,Trey McBride,Kimani Vidal,Michael Pittman Jr.,Romeo Doubs,Bo Nix
208,30,115.52,brian1103,Quinshon Judkins,Courtland Sutton,J.K. Dobbins,Keenan Allen,Jaxson Dart,Theo Johnson
209,30,115.46,berettajames,Jonathan Taylor,Jordan Mason,A.J. Brown,Matthew Golden,Jordan Love,Oronde Gadsden
