place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
472,30,106.82,jchoi23,CeeDee Lamb,Trey McBride,Isiah Pacheco,Terry McLaurin,Jaxson Dart,Tony Pollard
474,30,106.76,imagikarp,Ashton Jeanty,Rashee Rice,A.J. Brown,Stefon Diggs,Evan Engram,Bo Nix
474,30,106.76,berettajames,Justin Jefferson,Rome Odunze,A.J. Brown,Tucker Kraft,Isiah Pacheco,Bo Nix
474,30,106.76,godchild1k,De'Von Achane,Trey McBride,Jaylen Waddle,Keenan Allen,Matthew Golden,Bo Nix
477,30,106.72,noahpetro23,Javonte Williams,Trey McBride,Tetairoa McMillan,Michael Pittman Jr.,Jaxson Dart,Wan'Dale Robinson
478,30,106.7,awe419,Quinshon Judkins,Trey McBride,Ladd McConkey,Justin Herbert,Matthew Golden,Tony Pollard
479,30,106.68,saltmeyer,Jonathan Taylor,Drake Maye,Deebo Samuel,Michael Pittman Jr.,Hunter Henry,Rhamondre Stevenson
480,30,106.64,aaronjh22,Justin Jefferson,Rico Dowdle,Chris Olave,Jalen Hurts,Isiah Pacheco,Oronde Gadsden
481,30,106.62,bustersboys,Jonathan Taylor,Courtland Sutton,Jaylen Waddle,DeVonta Smith,Darren Waller,Jaxson Dart
482,30,106.56,brorannosaurusflex,Jonathan Taylor,Ladd McConkey,J.K. Dobbins,Bo Nix,Evan Engram,Jaylin Lane
482,30,106.56,meissen7,Josh Jacobs,D'Andre Swift,Chris Olave,DeVonta Smith,Jordan Love,Michael Mayer
482,30,106.56,teddyonfetti,CeeDee Lamb,Cam Skattebo,Chris Olave,Dak Prescott,Zach Ertz,Troy Franklin
485,30,106.54,gup460,Javonte Williams,Jordan Mason,Jalen Hurts,DeVonta Smith,Zach Ertz,Wan'Dale Robinson
486,30,106.46,cgeeeeee,Saquon Barkley,D'Andre Swift,Chris Olave,Rashid Shaheed,Zach Ertz,Bo Nix
486,30,106.46,brorannosaurusflex,Jonathan Taylor,Kimani Vidal,Quentin Johnston,Travis Kelce,Bo Nix,Troy Franklin
486,30,106.46,kcpolack,Jonathan Taylor,Quentin Johnston,Courtland Sutton,Marvin Harrison,Dallas Goedert,Bo Nix
489,30,106.44,whodeysss,Rashee Rice,Cam Skattebo,Jalen Hurts,DeVonta Smith,Tre Tucker,Zach Ertz
490,30,106.36,tubinis2121,Javonte Williams,Trey McBride,Jaylen Waddle,Michael Pittman Jr.,Alvin Kamara,Bo Nix
491,30,106.34,coleanderson,Quinshon Judkins,Cam Skattebo,A.J. Brown,Jalen Hurts,Travis Kelce,Rashid Shaheed
492,30,106.32,jtmckenzi,Jonathan Taylor,Tyler Warren,Jordan Mason,Michael Pittman Jr.,Daniel Jones,Jakobi Meyers
492,30,106.32,d4ve,Josh Jacobs,Tyler Warren,A.J. Brown,Michael Pittman Jr.,Daniel Jones,Calvin Ridley
494,30,106.3,kjam112121,Javonte Williams,Ladd McConkey,Justin Herbert,Keenan Allen,Zach Ertz,Alec Pierce
494,30,106.3,tubinis2121,Quinshon Judkins,Ladd McConkey,A.J. Brown,Justin Herbert,Travis Kelce,Tre Tucker
496,30,106.22,mosioatunya,Jonathan Taylor,Kimani Vidal,Ladd McConkey,Keenan Allen,Zach Ertz,Daniel Jones
497,30,106.16,wagon19,Javonte Williams,Rome Odunze,Jaylen Waddle,Jake Ferguson,Keenan Allen,Bo Nix
497,30,106.16,mosioatunya,Josh Jacobs,Tyler Warren,Kimani Vidal,Jordan Addison,Romeo Doubs,Bo Nix
497,30,106.16,brobiff,Josh Jacobs,Tyler Warren,Ladd McConkey,Stefon Diggs,Bo Nix,Troy Franklin
500,30,106.12,cavaleman,CeeDee Lamb,Rico Dowdle,A.J. Brown,Tucker Kraft,Jaxson Dart,D.J. Moore
501,25,106.06,gforgumby,Josh Jacobs,D'Andre Swift,Stefon Diggs,Travis Kelce,Bo Nix,Romeo Doubs
501,25,106.06,wetlikeimbook1224,Javonte Williams,Rico Dowdle,Courtland Sutton,Jordan Addison,Bo Nix,Evan Engram
503,25,106.02,danjpreciado,Quinshon Judkins,Jordan Mason,A.J. Brown,Jordan Addison,Zach Ertz,Carson Wentz
504,25,106,dabk,Jonathan Taylor,Jaylen Waddle,Kimani Vidal,Quentin Johnston,Justin Herbert,Brock Bowers
505,25,105.96,gpngc,Justin Jefferson,Rome Odunze,DeVonta Smith,Travis Kelce,Rhamondre Stevenson,J.J. McCarthy
505,25,105.96,bigfudgy,Josh Jacobs,Courtland Sutton,Quentin Johnston,Jordan Addison,Bo Nix,Evan Engram
505,25,105.96,rc329,Jonathan Taylor,D'Andre Swift,Dak Prescott,Zach Ertz,Wan'Dale Robinson,Rashid Shaheed
505,25,105.96,awe419,De'Von Achane,Cam Skattebo,Chris Olave,Romeo Doubs,Dallas Goedert,Bo Nix
509,25,105.92,dabk,De'Von Achane,Rashee Rice,Kimani Vidal,DeVonta Smith,Zach Ertz,Jaxson Dart
509,25,105.92,ecoxer10,Josh Jacobs,Cam Skattebo,Jake Ferguson,Keenan Allen,Daniel Jones,D.J. Moore
509,25,105.92,urbanik,Jonathan Taylor,Tyler Warren,Trey McBride,Daniel Jones,Rashid Shaheed,Matthew Golden
512,25,105.9,jettns,Saquon Barkley,Cam Skattebo,Ladd McConkey,Justin Herbert,Jordan Addison,Oronde Gadsden
513,25,105.86,shagnastyball17,Saquon Barkley,D'Andre Swift,Chris Olave,Michael Pittman Jr.,Jordan Love,Oronde Gadsden
513,25,105.86,twelvefluidounces,Quinshon Judkins,Courtland Sutton,Quentin Johnston,Rhamondre Stevenson,Bo Nix,Darren Waller
515,25,105.8,belzeth,Javonte Williams,Jordan Mason,Deebo Samuel,Justin Herbert,Jakobi Meyers,Oronde Gadsden
516,25,105.78,spock999,Quinshon Judkins,Drake Maye,A.J. Brown,Stefon Diggs,Kayshon Boutte,T.J. Hockenson
517,25,105.68,kcpolack,Quinshon Judkins,George Pickens,Drake Maye,Jordan Addison,Keenan Allen,Hunter Henry
518,25,105.66,danjpreciado,Jonathan Taylor,Cam Skattebo,Courtland Sutton,Keenan Allen,Jordan Love,Harold Fannin
518,25,105.66,strictbiz187,Quinshon Judkins,Quentin Johnston,Dak Prescott,DeVonta Smith,Zach Ertz,Rashid Shaheed
520,25,105.64,zzznote,Jonathan Taylor,Jalen Hurts,A.J. Brown,Harold Fannin,Alvin Kamara,Marvin Mims Jr.
521,25,105.62,chocotaco,Justin Jefferson,Rico Dowdle,J.K. Dobbins,Jake Ferguson,DeVonta Smith,Jaxson Dart
522,25,105.56,jettns,Josh Jacobs,J.K. Dobbins,Quentin Johnston,DeVonta Smith,Bo Nix,Darren Waller
522,25,105.56,samolson31,CeeDee Lamb,Trey McBride,Kimani Vidal,Tetairoa McMillan,Bo Nix,Troy Franklin
522,25,105.56,meahan22,Quinshon Judkins,Dak Prescott,Jake Ferguson,Jordan Addison,Rhamondre Stevenson,Josh Reynolds
525,25,105.52,manaray31,Jonathan Taylor,Tyler Warren,Deebo Samuel,Keenan Allen,Daniel Jones,Chuba Hubbard
525,25,105.52,hotsizauce,Josh Jacobs,Tyler Warren,D'Andre Swift,Daniel Jones,Michael Pittman Jr.,Wan'Dale Robinson
527,25,105.46,brorannosaurusflex,Josh Jacobs,Kimani Vidal,A.J. Brown,Zach Ertz,Bo Nix,Josh Reynolds
528,25,105.42,burtbra3,De'Von Achane,Tyler Warren,J.K. Dobbins,DeVonta Smith,Wan'Dale Robinson,Jaxson Dart
529,25,105.36,plund33,Javonte Williams,Trey McBride,Dak Prescott,DeVonta Smith,Rashid Shaheed,Mason Taylor
529,25,105.36,yonalew,CeeDee Lamb,Jordan Mason,Cam Skattebo,Stefon Diggs,Travis Kelce,Bo Nix
529,25,105.36,mikec6212,Saquon Barkley,Courtland Sutton,Jake Ferguson,Bo Nix,Rhamondre Stevenson,Marvin Mims Jr.
532,25,105.34,danjpreciado,Jonathan Taylor,D'Andre Swift,Courtland Sutton,Zach Ertz,Keenan Allen,Justin Fields
533,25,105.32,thewood1105,Josh Jacobs,D'Andre Swift,Jake Ferguson,Daniel Jones,Keenan Allen,Jerry Jeudy
533,25,105.32,benrothlesberger,CeeDee Lamb,Cam Skattebo,Jaylen Waddle,Keenan Allen,Jaxson Dart,Theo Johnson
535,25,105.22,imagikarp,De'Von Achane,Tyler Warren,Courtland Sutton,Keenan Allen,Jaxson Dart,Wan'Dale Robinson
536,25,105.2,awe419,De'Von Achane,Jordan Mason,Chris Olave,Justin Herbert,Keenan Allen,Mason Taylor
536,25,105.2,kuruc711,Josh Jacobs,Tyler Warren,J.K. Dobbins,Keenan Allen,Justin Herbert,Romeo Doubs
538,25,105.18,manaray31,Jonathan Taylor,Drake Maye,J.K. Dobbins,DeVonta Smith,Hunter Henry,Marvin Harrison
539,25,105.1,jtmckenzi,Jonathan Taylor,Jaylen Waddle,Jordan Mason,Justin Herbert,DeVonta Smith,Darren Waller
540,25,105.08,sackreligious9,Jonathan Taylor,D'Andre Swift,Drake Maye,Romeo Doubs,Jordan Addison,Michael Mayer
541,25,105.02,berettajames,Jonathan Taylor,Deebo Samuel,Cam Skattebo,Wan'Dale Robinson,Jaxson Dart,Evan Engram
541,25,105.02,leagueofitems,Quinshon Judkins,Jordan Mason,Tyler Warren,Michael Pittman Jr.,Daniel Jones,Wan'Dale Robinson
541,25,105.02,whc1186,Jonathan Taylor,Ladd McConkey,Tyler Warren,DeVonta Smith,Travis Kelce,Bryce Young
541,25,105.02,ingelx,Jonathan Taylor,Tyler Warren,Xavier Worthy,Alvin Kamara,Jordan Addison,Jaxson Dart
545,25,104.96,schubes123376,De'Von Achane,Cam Skattebo,Trey McBride,DeVonta Smith,Jordan Love,Romeo Doubs
546,25,104.92,chadcandles,Jonathan Taylor,Xavier Worthy,Kimani Vidal,Daniel Jones,Alec Pierce,Oronde Gadsden
547,25,104.86,iamskiman,Quinshon Judkins,Deebo Samuel,Courtland Sutton,Rhamondre Stevenson,Bo Nix,Michael Mayer
547,25,104.86,iamskiman,Javonte Williams,Rico Dowdle,Deebo Samuel,Jordan Addison,Bo Nix,Evan Engram
549,25,104.84,ad5,Javonte Williams,A.J. Brown,Jalen Hurts,Jordan Addison,Rhamondre Stevenson,Dallas Goedert
550,25,104.8,mathology,De'Von Achane,Jordan Mason,Courtland Sutton,Justin Herbert,Alec Pierce,Oronde Gadsden
550,25,104.8,cavaleman,Saquon Barkley,Cam Skattebo,Chris Olave,Justin Herbert,Keenan Allen,Harold Fannin
552,25,104.76,gordonbombayy,Jonathan Taylor,Dak Prescott,A.J. Brown,Travis Kelce,Dallas Goedert,Kayshon Boutte
553,25,104.74,mikec6212,Quinshon Judkins,Jalen Hurts,Jake Ferguson,DeVonta Smith,Alvin Kamara,Jerry Jeudy
554,25,104.7,jettns,Javonte Williams,Tyler Warren,Justin Herbert,Keenan Allen,Matthew Golden,Kayshon Boutte
554,25,104.7,mikec6212,Josh Jacobs,A.J. Brown,J.K. Dobbins,Justin Herbert,Jordan Addison,Mason Taylor
554,25,104.7,awe419,Breece Hall,Trey McBride,A.J. Brown,Justin Herbert,Rhamondre Stevenson,Jakobi Meyers
557,25,104.66,mikec6212,Rashee Rice,Jordan Mason,Chris Olave,Alvin Kamara,Bo Nix,Mason Taylor
558,25,104.64,cavaleman,CeeDee Lamb,A.J. Brown,Jalen Hurts,Jordan Addison,Zach Ertz,Chuba Hubbard
558,25,104.64,berettajames,Jonathan Taylor,Cam Skattebo,A.J. Brown,Keenan Allen,Justin Fields,Michael Mayer
560,25,104.62,krutches93,Josh Jacobs,J.K. Dobbins,Jake Ferguson,Jordan Addison,DeVonta Smith,Carson Wentz
560,25,104.62,nf42,Quinshon Judkins,Cam Skattebo,Tucker Kraft,Jordan Addison,Terry McLaurin,Daniel Jones
562,25,104.56,iceyffb,Jonathan Taylor,Quentin Johnston,Cam Skattebo,Matthew Golden,Jordan Love,Oronde Gadsden
562,25,104.56,themoose54,Saquon Barkley,Courtland Sutton,Chris Olave,Jordan Addison,Bo Nix,Mason Taylor
562,25,104.56,zozo97,Jonathan Taylor,Quentin Johnston,Cam Skattebo,Matthew Golden,Jordan Love,Oronde Gadsden
565,25,104.5,hotsizauce,De'Von Achane,Courtland Sutton,Cam Skattebo,Justin Herbert,Marvin Harrison,Oronde Gadsden
566,25,104.46,bustersboys,Breece Hall,Rashee Rice,Courtland Sutton,D'Andre Swift,Bo Nix,Mason Taylor
566,25,104.46,tonysprocket,Josh Jacobs,Courtland Sutton,Chris Olave,Harold Fannin,Luther Burden,Bo Nix
566,25,104.46,hotsizauce,Rashee Rice,George Pickens,Dak Prescott,Chris Olave,Zach Ertz,Rhamondre Stevenson
569,25,104.44,danjpreciado,Jacory Croskey-Merritt,George Pickens,Jalen Hurts,Tucker Kraft,Keenan Allen,DeVonta Smith
569,25,104.44,lee121503,De'Von Achane,Jordan Mason,Jalen Hurts,DeVonta Smith,Jerry Jeudy,Oronde Gadsden
571,25,104.36,schubes123376,Javonte Williams,Deebo Samuel,J.K. Dobbins,Keenan Allen,Bo Nix,Evan Engram
571,25,104.36,brorannosaurusflex,Javonte Williams,Trey McBride,Kimani Vidal,Tetairoa McMillan,Bo Nix,Troy Franklin
573,25,104.34,dalemcnail,De'Von Achane,Patrick Mahomes,Xavier Worthy,DeVonta Smith,Tre Tucker,Oronde Gadsden
573,25,104.34,nf42,Justin Jefferson,Trey McBride,Ladd McConkey,Jalen Hurts,DeVonta Smith,Tyjae Spears
573,25,104.34,hotcheetostasty,Quinshon Judkins,Cam Skattebo,A.J. Brown,Jake Ferguson,Justin Fields,Wan'Dale Robinson
576,25,104.32,gunneross,Javonte Williams,Jordan Mason,A.J. Brown,Michael Pittman Jr.,Jaxson Dart,Michael Mayer
576,25,104.32,drapp,Breece Hall,Trey McBride,A.J. Brown,Xavier Worthy,Isiah Pacheco,Jaxson Dart
578,25,104.28,nf42,Quinshon Judkins,Jordan Mason,A.J. Brown,Caleb Williams,DeVonta Smith,Harold Fannin
579,25,104.26,kuruc711,Josh Jacobs,Jordan Mason,Courtland Sutton,Jordan Addison,Dallas Goedert,Bo Nix
579,25,104.26,nf42,Justin Jefferson,Jacory Croskey-Merritt,D'Andre Swift,Chris Olave,Harold Fannin,Bo Nix
581,25,104.2,copperprices,CeeDee Lamb,Trey McBride,Quentin Johnston,Justin Herbert,Rhamondre Stevenson,Michael Carter
582,25,104.18,hdjdhdjdjsk,Quinshon Judkins,Tyler Warren,Drake Maye,Stefon Diggs,Keenan Allen,Rashid Shaheed
583,25,104.1,dmulds,De'Von Achane,Ladd McConkey,J.K. Dobbins,Justin Herbert,Michael Pittman Jr.,Oronde Gadsden
583,25,104.1,awe419,Breece Hall,Trey McBride,Chris Olave,Justin Herbert,Romeo Doubs,Jakobi Meyers
583,25,104.1,vindep,Saquon Barkley,D'Andre Swift,Chris Olave,Justin Herbert,Keenan Allen,Michael Mayer
586,25,104.08,lenkeith,Josh Jacobs,Tyler Warren,Drake Maye,Keenan Allen,Isiah Pacheco,Kayshon Boutte
587,25,104.04,thewood1105,Jonathan Taylor,J.K. Dobbins,Jalen Hurts,Dallas Goedert,DeVonta Smith,Jakobi Meyers
588,25,104.02,willinpx,De'Von Achane,Cam Skattebo,Stefon Diggs,Michael Pittman Jr.,Daniel Jones,Oronde Gadsden
589,25,103.96,bustersboys,CeeDee Lamb,D'Andre Swift,Dak Prescott,Jake Ferguson,Rhamondre Stevenson,D.J. Moore
590,25,103.84,ingelx,Jayden Daniels,J.K. Dobbins,D'Andre Swift,DeVonta Smith,Jordan Addison,Zach Ertz
590,25,103.84,jtmckenzi,De'Von Achane,Trey McBride,Patrick Mahomes,Keenan Allen,Rhamondre Stevenson,Jerry Jeudy
592,25,103.76,tpdmafia,Jonathan Taylor,J.K. Dobbins,Ladd McConkey,Harold Fannin,Bo Nix,Tre Tucker
593,25,103.74,bsperf,Rashee Rice,Patrick Mahomes,DeVonta Smith,Michael Pittman Jr.,Zach Ertz,TreVeyon Henderson
593,25,103.74,sjackson15,Jonathan Taylor,D'Andre Swift,Patrick Mahomes,Jordan Addison,Matthew Golden,Brock Bowers
595,25,103.72,mariosolar,Breece Hall,Cam Skattebo,Chris Olave,DeVonta Smith,Daniel Jones,Hunter Henry
596,25,103.7,ffdan,De'Von Achane,Trey McBride,Quentin Johnston,Justin Herbert,Rhamondre Stevenson,Alec Pierce
597,25,103.68,cognition10,Jonathan Taylor,Jaylen Waddle,Drake Maye,DeVonta Smith,Kayshon Boutte,Mason Taylor
597,25,103.68,vwest46,CeeDee Lamb,Rico Dowdle,Chris Olave,Drake Maye,Keenan Allen,Dallas Goedert
599,25,103.66,nf42,Rashee Rice,Trey McBride,D'Andre Swift,Stefon Diggs,Tony Pollard,Jacoby Brissett
600,25,103.64,burtbra3,De'Von Achane,Courtland Sutton,Chris Olave,Jalen Hurts,DeVonta Smith,Michael Mayer
601,25,103.62,samolson31,Jonathan Taylor,Quentin Johnston,Chris Olave,Isiah Pacheco,Zach Ertz,Spencer Rattler
601,25,103.62,schubes123376,Javonte Williams,Rico Dowdle,Chris Olave,Keenan Allen,Hunter Henry,Daniel Jones
601,25,103.62,goazcards,Jonathan Taylor,Trey McBride,Ladd McConkey,Rashid Shaheed,Rhamondre Stevenson,Spencer Rattler
604,25,103.6,imagikarp,Jonathan Taylor,Jordan Mason,Ladd McConkey,Justin Herbert,Harold Fannin,Wan'Dale Robinson
605,25,103.58,awatts76,Jonathan Taylor,Drake Maye,Jake Ferguson,Wan'Dale Robinson,Alvin Kamara,Kayshon Boutte
606,25,103.56,sackreligious9,Breece Hall,Deebo Samuel,A.J. Brown,Isiah Pacheco,Travis Kelce,Bo Nix
606,25,103.56,samolson31,Jonathan Taylor,Quentin Johnston,J.K. Dobbins,Bo Nix,Matthew Golden,Evan Engram
606,25,103.56,tyler2121,Josh Jacobs,Courtland Sutton,Deebo Samuel,Jake Ferguson,Bo Nix,Chuba Hubbard
609,25,103.52,iamskiman,Jonathan Taylor,Courtland Sutton,Ladd McConkey,Daniel Jones,Zach Ertz,Wan'Dale Robinson
610,25,103.5,mariosolar,Josh Jacobs,Ladd McConkey,Tyler Warren,Keenan Allen,Justin Herbert,Tre Tucker
610,25,103.5,gunneross,Breece Hall,Jordan Mason,Michael Pittman Jr.,Justin Herbert,Wan'Dale Robinson,Oronde Gadsden
612,25,103.46,mosioatunya,Justin Jefferson,Trey McBride,A.J. Brown,Michael Pittman Jr.,Isiah Pacheco,Jordan Love
612,25,103.46,nez,Jonathan Taylor,Ladd McConkey,J.K. Dobbins,Tucker Kraft,Keenan Allen,Jordan Love
614,25,103.34,brorannosaurusflex,Justin Jefferson,George Pickens,Jalen Hurts,Rhamondre Stevenson,DeVonta Smith,Theo Johnson
615,25,103.32,lee121503,Jonathan Taylor,Deebo Samuel,Ladd McConkey,Isiah Pacheco,Harold Fannin,Kyler Murray
615,25,103.32,lenkeith,Quinshon Judkins,Tyler Warren,D'Andre Swift,Xavier Worthy,Rashid Shaheed,Jaxson Dart
617,25,103.26,slauterisland,Saquon Barkley,Courtland Sutton,A.J. Brown,Travis Kelce,Bo Nix,Isiah Pacheco
617,25,103.26,danjpreciado,Saquon Barkley,Jordan Mason,Chris Olave,Zach Ertz,Bo Nix,Troy Franklin
617,25,103.26,nf42,CeeDee Lamb,Trey McBride,Cam Skattebo,Rhamondre Stevenson,Chris Moore,Jacoby Brissett
617,25,103.26,sackreligious9,Javonte Williams,Jordan Mason,Tetairoa McMillan,Michael Pittman Jr.,Zach Ertz,Bo Nix
621,25,103.24,jettns,Rashee Rice,Patrick Mahomes,Jake Ferguson,Michael Pittman Jr.,Tre Tucker,Rhamondre Stevenson
621,25,103.24,chocotaco,Jayden Daniels,Trey McBride,A.J. Brown,Michael Pittman Jr.,Isiah Pacheco,Tre Tucker
623,25,103.22,awolff225,Jonathan Taylor,Ladd McConkey,Kimani Vidal,Daniel Jones,Matthew Golden,Oronde Gadsden
623,25,103.22,d4rksh33p,George Pickens,Cam Skattebo,Rhamondre Stevenson,Jake Ferguson,Jaxson Dart,Wan'Dale Robinson
625,25,103.2,danjpreciado,Josh Jacobs,D'Andre Swift,Ladd McConkey,Justin Herbert,Zach Ertz,Alec Pierce
625,25,103.2,ad5,Quinshon Judkins,Ladd McConkey,A.J. Brown,Justin Herbert,Travis Kelce,Jerry Jeudy
627,25,103.16,metrothoomin,Jonathan Taylor,Courtland Sutton,J.K. Dobbins,Bo Nix,Marvin Harrison,Michael Mayer
627,25,103.16,whodeysss,Josh Jacobs,D'Andre Swift,Dak Prescott,Keenan Allen,Harold Fannin,Alec Pierce
629,25,103.14,speedy,De'Von Achane,Trey McBride,Jalen Hurts,DeVonta Smith,Alvin Kamara,Romeo Doubs
629,25,103.14,mathology,Rashee Rice,Ashton Jeanty,Jalen Hurts,Jordan Addison,Alec Pierce,Oronde Gadsden
629,25,103.14,shagnastyball17,Quinshon Judkins,Patrick Mahomes,D'Andre Swift,Michael Pittman Jr.,Travis Kelce,Rashid Shaheed
632,25,103.12,manaray31,Jonathan Taylor,Jaylen Waddle,Tyler Warren,Keenan Allen,Daniel Jones,Bam Knight
633,25,103.08,krutches93,Javonte Williams,Tyler Warren,Kimani Vidal,Drake Maye,DeVonta Smith,Kayshon Boutte
634,25,103.04,gunneross,Rashee Rice,Patrick Mahomes,Chris Olave,Rhamondre Stevenson,Tre Tucker,Zach Ertz
635,25,103.02,noahpetro23,Quinshon Judkins,Courtland Sutton,Keenan Allen,Jordan Addison,Daniel Jones,Darren Waller
636,25,103,brorannosaurusflex,Javonte Williams,George Pickens,Tucker Kraft,Justin Herbert,Oronde Gadsden,Josh Reynolds
636,25,103,brorannosaurusflex,Quinshon Judkins,Rico Dowdle,Xavier Worthy,Justin Herbert,Oronde Gadsden,Josh Reynolds
638,25,102.96,manaray31,Rico Dowdle,George Pickens,Courtland Sutton,Keenan Allen,Bo Nix,Harold Fannin
639,25,102.9,awe419,De'Von Achane,Trey McBride,Chris Olave,Justin Herbert,Wan'Dale Robinson,TreVeyon Henderson
640,25,102.88,boomerwins,Quinshon Judkins,Tyler Warren,Drake Maye,Keenan Allen,Kayshon Boutte,Luther Burden
641,25,102.8,mpam7,Quinshon Judkins,Ladd McConkey,Jake Ferguson,Justin Herbert,Alvin Kamara,Wan'Dale Robinson
641,25,102.8,awe419,De'Von Achane,Trey McBride,Ladd McConkey,Justin Herbert,Rhamondre Stevenson,Romeo Doubs
643,25,102.76,mitch2019,Rico Dowdle,Trey McBride,Keenan Allen,Dak Prescott,Tony Pollard,Wan'Dale Robinson
644,25,102.74,imagikarp,Javonte Williams,Trey McBride,J.K. Dobbins,Jalen Hurts,Michael Pittman Jr.,Romeo Doubs
645,25,102.7,brorannosaurusflex,Saquon Barkley,Jordan Mason,A.J. Brown,Justin Herbert,Oronde Gadsden,Josh Reynolds
646,25,102.66,danjpreciado,Josh Jacobs,D'Andre Swift,Courtland Sutton,Stefon Diggs,Bo Nix,Chig Okonkwo
646,25,102.66,danjpreciado,CeeDee Lamb,Cam Skattebo,Tucker Kraft,Xavier Worthy,Bo Nix,Matthew Golden
646,25,102.66,vindep,Breece Hall,D'Andre Swift,A.J. Brown,Tetairoa McMillan,Bo Nix,Hunter Henry
646,25,102.66,ngoulet,Rashee Rice,Rico Dowdle,Jaylen Waddle,Jake Ferguson,Bo Nix,Kayshon Boutte
646,25,102.66,brorannosaurusflex,Jonathan Taylor,D'Andre Swift,A.J. Brown,Romeo Doubs,Jordan Love,Chig Okonkwo
651,25,102.64,tlaugen70,Javonte Williams,Patrick Mahomes,A.J. Brown,Jake Ferguson,Travis Kelce,D.J. Moore
652,25,102.62,mathology,Jonathan Taylor,Jordan Mason,A.J. Brown,Jerry Jeudy,Darren Waller,Jaxson Dart
653,25,102.6,jasta29,Quinshon Judkins,Courtland Sutton,Chris Olave,Justin Herbert,Alvin Kamara,Colston Loveland
653,25,102.6,shagnastyball17,CeeDee Lamb,Deebo Samuel,A.J. Brown,Justin Herbert,Zach Ertz,Tony Pollard
655,25,102.58,overtherhine,Josh Jacobs,A.J. Brown,Drake Maye,Michael Pittman Jr.,Hunter Henry,Kayshon Boutte
656,25,102.56,mtmrevolt,CeeDee Lamb,Courtland Sutton,Dak Prescott,Jake Ferguson,Rhamondre Stevenson,Isiah Pacheco
657,25,102.52,rmerlino17,Jonathan Taylor,Ladd McConkey,Courtland Sutton,Harold Fannin,DeVonta Smith,Bryce Young
657,25,102.52,berettajames,Justin Jefferson,Trey McBride,J.K. Dobbins,Michael Pittman Jr.,Wan'Dale Robinson,Jaxson Dart
657,25,102.52,nerfnerfnerf,Jonathan Taylor,Cam Skattebo,Tyler Warren,Daniel Jones,Wan'Dale Robinson,Tre' Harris
657,25,102.52,topfantasyplays,Javonte Williams,Rico Dowdle,Michael Pittman Jr.,Keenan Allen,Daniel Jones,Zach Ertz
657,25,102.52,jdwwdjjosh,Josh Jacobs,D'Andre Swift,A.J. Brown,Daniel Jones,Dallas Goedert,Alec Pierce
662,25,102.46,hett711,Justin Jefferson,Trey McBride,Alvin Kamara,Isiah Pacheco,Bo Nix,Troy Franklin
662,25,102.46,manaray31,De'Von Achane,Cam Skattebo,Courtland Sutton,Jordan Addison,Dallas Goedert,Bo Nix
662,25,102.46,bustersboys,Josh Jacobs,Cam Skattebo,Tyler Warren,DeVonta Smith,Jordan Love,Romeo Doubs
665,25,102.44,tubinis2121,De'Von Achane,Tyler Warren,A.J. Brown,Jalen Hurts,Keenan Allen,Jerry Jeudy
666,25,102.42,patrickbarnesyoutube,Jonathan Taylor,D'Andre Swift,Chris Olave,Harold Fannin,Rashid Shaheed,Spencer Rattler
666,25,102.42,johngalt,Jonathan Taylor,Kimani Vidal,Tyler Warren,Jordan Addison,Luther Burden,Jaxson Dart
668,25,102.36,aaronjh22,CeeDee Lamb,Rashee Rice,Jake Ferguson,Dak Prescott,Matthew Golden,Rhamondre Stevenson
669,25,102.28,iamskiman,Jacory Croskey-Merritt,Trey McBride,A.J. Brown,Drake Maye,Wan'Dale Robinson,Kayshon Boutte
670,25,102.26,farthingmd,CeeDee Lamb,Cam Skattebo,Dak Prescott,Tetairoa McMillan,Isiah Pacheco,Oronde Gadsden
670,25,102.26,jbaconator,CeeDee Lamb,Jordan Mason,Deebo Samuel,Isiah Pacheco,Bo Nix,Evan Engram
672,25,102.24,tubinis2121,Jayden Daniels,Trey McBride,Michael Pittman Jr.,Keenan Allen,Jaylin Lane,Isiah Pacheco
673,25,102.22,nf42,Javonte Williams,Cam Skattebo,Chris Olave,Dallas Goedert,Quentin Johnston,Jaxson Dart
673,25,102.22,nf42,CeeDee Lamb,D'Andre Swift,J.K. Dobbins,Stefon Diggs,Jaxson Dart,Theo Johnson
675,25,102.16,tubinis2121,CeeDee Lamb,Trey McBride,Dak Prescott,Jordan Addison,Isiah Pacheco,Tre Tucker
675,25,102.16,hotsizauce,CeeDee Lamb,Cam Skattebo,Jake Ferguson,Dak Prescott,Jordan Addison,Marvin Harrison
677,25,102.14,beamen640,Quinshon Judkins,Patrick Mahomes,Courtland Sutton,Keenan Allen,Matthew Golden,Evan Engram
677,25,102.14,razor33,Justin Jefferson,D'Andre Swift,Jalen Hurts,Isiah Pacheco,DeVonta Smith,Evan Engram
679,25,102.12,redryght88,Quinshon Judkins,Rashee Rice,Stefon Diggs,Keenan Allen,Daniel Jones,Darren Waller
680,25,102.1,gabrainos,Quinshon Judkins,Ladd McConkey,Chris Olave,Justin Herbert,Matthew Golden,Mason Taylor
681,25,102.06,jtmckenzi,CeeDee Lamb,George Pickens,Courtland Sutton,Tucker Kraft,Alvin Kamara,Bo Nix
681,25,102.06,jgfc,CeeDee Lamb,Trey McBride,Dak Prescott,Jordan Addison,Isiah Pacheco,Matthew Golden
