place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
2960,0,73.24,hotsizauce,Saquon Barkley,Rome Odunze,Ladd McConkey,Travis Etienne Jr.,Zach Ertz,Marcus Mariota
2961,0,73.22,danjpreciado,Jonathan Taylor,Cam Skattebo,Drake London,Justin Herbert,Travis Kelce,Jerry Jeudy
2961,0,73.22,bifftannen,Christian McCaffrey,Kyren Williams,A.J. Brown,Drake Maye,Hunter Henry,Elic Ayomanor
2961,0,73.22,tmoneyttime1,Malik Nabers,Bucky Irving,TreVeyon Henderson,Justin Herbert,Xavier Worthy,Mark Andrews
2961,0,73.22,d4ve,Christian McCaffrey,Ladd McConkey,Drake London,Chuba Hubbard,Sam LaPorta,Jared Goff
2961,0,73.22,aaronjh22,Christian McCaffrey,Tyler Warren,Cam Skattebo,Jameson Williams,DeVonta Smith,Jared Goff
2961,0,73.22,iceyffb,Jonathan Taylor,Zay Flowers,Quinshon Judkins,Drake Maye,Jauan Jennings,David Njoku
2967,0,73.18,botown,Bijan Robinson,Brock Bowers,Chuba Hubbard,Keenan Allen,Michael Pittman Jr.,Geno Smith
2967,0,73.18,aaronjh22,Bijan Robinson,Cam Skattebo,Ladd McConkey,Xavier Worthy,Daniel Jones,Mark Andrews
2967,0,73.18,ahodaniel,Lamar Jackson,Bucky Irving,Deebo Samuel,A.J. Brown,Xavier Worthy,Zach Ertz
2970,0,73.16,in3us,Josh Allen,Bucky Irving,Brian Thomas,Chris Olave,Mark Andrews,David Montgomery
2970,0,73.16,papaaidz,Saquon Barkley,Brock Bowers,Ricky Pearsall,Travis Etienne Jr.,Brock Purdy,Jauan Jennings
2970,0,73.16,krutches93,Saquon Barkley,Brock Bowers,Ricky Pearsall,Travis Etienne Jr.,Jauan Jennings,Brock Purdy
2970,0,73.16,vindep,Christian McCaffrey,Zay Flowers,Jakobi Meyers,Travis Kelce,Brock Purdy,Nick Chubb
2970,0,73.16,jessepatriss22,Josh Allen,Nico Collins,Quinshon Judkins,Brian Thomas,Jameson Williams,Zach Ertz
2970,0,73.16,lee121503,Kyren Williams,Nico Collins,Alvin Kamara,Xavier Worthy,Hunter Henry,Brock Purdy
2976,0,73.14,awe419,Bijan Robinson,Cam Skattebo,Jakobi Meyers,Chris Olave,Juwan Johnson,Marcus Mariota
2977,0,73.12,iamskiman,James Cook,Davante Adams,Ladd McConkey,TreVeyon Henderson,Drake Maye,David Njoku
2978,0,73.08,hockeyhooligan,Bijan Robinson,Tyler Warren,Alvin Kamara,Caleb Williams,Darnell Mooney,Rashid Shaheed
2978,0,73.08,patrickbarnesyoutube,Omarion Hampton,Rome Odunze,Brian Thomas,Caleb Williams,Zach Ertz,Nick Chubb
2978,0,73.08,tubinis2121,Jahmyr Gibbs,Nico Collins,Tyler Warren,Deebo Samuel,Daniel Jones,David Montgomery
2978,0,73.08,dahntahnyinz,Omarion Hampton,Rome Odunze,Caleb Williams,Deebo Samuel,David Montgomery,David Njoku
2978,0,73.08,krutches93,Jahmyr Gibbs,Brock Bowers,Tetairoa McMillan,Chris Olave,Quentin Johnston,Geno Smith
2983,0,73.06,jlong,Josh Allen,Nico Collins,Travis Etienne Jr.,Chris Olave,Jameson Williams,Zach Ertz
2983,0,73.06,jtmckenzi,Omarion Hampton,Josh Allen,A.J. Brown,Tetairoa McMillan,Zach Ertz,Nick Chubb
2983,0,73.06,itsmookiee,Jonathan Taylor,Emeka Egbuka,Ricky Pearsall,Tony Pollard,Brock Purdy,Brenton Strange
2983,0,73.06,bwell98,Josh Allen,Cam Skattebo,Travis Etienne Jr.,Sam LaPorta,Tyquan Thornton,Tre Tucker
2983,0,73.06,jtmckenzi,Derrick Henry,Bucky Irving,Zay Flowers,Tetairoa McMillan,Juwan Johnson,Baker Mayfield
2983,0,73.06,gameon2908,Josh Allen,Tyler Warren,Sam LaPorta,Jakobi Meyers,Quentin Johnston,David Montgomery
2989,0,73.04,samolson31,James Cook,Davante Adams,Ladd McConkey,Sam LaPorta,TreVeyon Henderson,Jaxson Dart
2989,0,73.04,hotsizauce,Omarion Hampton,Malik Nabers,Brian Thomas,Xavier Worthy,Marcus Mariota,Zach Ertz
2991,0,73.02,bestballviper,Derrick Henry,Kyren Williams,Jakobi Meyers,Quentin Johnston,Dalton Kincaid,Drake Maye
2991,0,73.02,bigjon,Jonathan Taylor,A.J. Brown,Cam Skattebo,Hunter Henry,Drake Maye,Stefon Diggs
2993,0,73,ruffbufffire,Derrick Henry,Brock Bowers,Quinshon Judkins,Patrick Mahomes,Jameson Williams,Tyquan Thornton
2993,0,73,benrothlesberger,Bijan Robinson,Jalen Hurts,A.J. Brown,DeVonta Smith,Michael Pittman Jr.,Dalton Kincaid
2993,0,73,freefries,Jonathan Taylor,Jalen Hurts,Davante Adams,Keenan Allen,Dallas Goedert,Calvin Ridley
2993,0,73,mathology,Derrick Henry,Brock Bowers,TreVeyon Henderson,Patrick Mahomes,Michael Pittman Jr.,Tyquan Thornton
2993,0,73,bigsweezee,Derrick Henry,Nico Collins,Brian Thomas,TreVeyon Henderson,Dalton Kincaid,Patrick Mahomes
2998,0,72.98,topfantasyplays,Jahmyr Gibbs,Ashton Jeanty,A.J. Brown,Caleb Williams,D.J. Moore,Harold Fannin
2998,0,72.98,in3us,Jahmyr Gibbs,Rome Odunze,Brian Thomas,Caleb Williams,Mark Andrews,D'Andre Swift
2998,0,72.98,grustcnj,Saquon Barkley,Nico Collins,Brian Thomas,Tony Pollard,Geno Smith,Dallas Goedert
2998,0,72.98,cavaleman,Omarion Hampton,Malik Nabers,Deebo Samuel,Keenan Allen,Daniel Jones,Dalton Kincaid
2998,0,72.98,krutches93,Jahmyr Gibbs,Kyren Williams,Zay Flowers,Quentin Johnston,Juwan Johnson,Daniel Jones
2998,0,72.98,fflinx,Jonathan Taylor,Tyler Warren,Emeka Egbuka,Michael Pittman Jr.,Daniel Jones,Darnell Mooney
2998,0,72.98,cutcutler,Jahmyr Gibbs,Cam Skattebo,Tyler Warren,Daniel Jones,Chris Olave,Tyquan Thornton
3005,0,72.96,andyfaddis,Josh Allen,Alvin Kamara,Travis Etienne Jr.,DeVonta Smith,Chris Olave,Mark Andrews
3005,0,72.96,gpngc,Josh Allen,Kyren Williams,Drake London,Chris Olave,Jerry Jeudy,Cade Otton
3005,0,72.96,urbanik,Derrick Henry,Josh Allen,Deebo Samuel,Alvin Kamara,Dalton Kincaid,Jameson Williams
3008,0,72.94,fantasygrinder,Jahmyr Gibbs,Brock Bowers,Ricky Pearsall,Travis Etienne Jr.,Jayden Daniels,Jerry Jeudy
3008,0,72.94,imagikarp,Christian McCaffrey,Tyler Warren,Zay Flowers,Jameson Williams,David Montgomery,Marcus Mariota
3010,0,72.92,jlong,Derrick Henry,Davante Adams,Quinshon Judkins,Sam LaPorta,Drake Maye,Josh Downs
3011,0,72.9,dmlarson,Jonathan Taylor,Jalen Hurts,Emeka Egbuka,DeVonta Smith,Chris Olave,Hunter Henry
3012,0,72.88,vogeyberra8,James Cook,Amon-Ra St. Brown,Caleb Williams,D.J. Moore,Sam LaPorta,Jauan Jennings
3012,0,72.88,nez,James Cook,Rome Odunze,Deebo Samuel,Caleb Williams,Jameson Williams,Cade Otton
3012,0,72.88,nez,James Cook,Emeka Egbuka,Caleb Williams,Jakobi Meyers,Chris Olave,Brenton Strange
3015,0,72.86,tubinis2121,Christian McCaffrey,Emeka Egbuka,A.J. Brown,Jameson Williams,Sam LaPorta,Baker Mayfield
3016,0,72.82,danjpreciado,Jahmyr Gibbs,Davante Adams,Tyler Warren,Tony Pollard,DeVonta Smith,Jared Goff
3016,0,72.82,chadcandles,Derrick Henry,Cam Skattebo,Justin Herbert,Quentin Johnston,Deebo Samuel,Oronde Gadsden
3018,0,72.8,kuruc711,Jonathan Taylor,Cam Skattebo,A.J. Brown,Patrick Mahomes,Xavier Worthy,Zach Ertz
3018,0,72.8,noahpetro23,Bijan Robinson,Tyler Warren,Zay Flowers,DeVonta Smith,D.J. Moore,Bryce Young
3020,0,72.78,urbanik,Kyren Williams,Emeka Egbuka,Drake London,Brian Thomas,Daniel Jones,Juwan Johnson
3021,0,72.74,vindep,Saquon Barkley,Davante Adams,Zay Flowers,Tony Pollard,Mark Andrews,Jayden Daniels
3021,0,72.74,vogeyberra8,Bijan Robinson,Davante Adams,Ladd McConkey,Tony Pollard,Zach Ertz,Marcus Mariota
3023,0,72.72,manaray31,James Cook,Nico Collins,Ricky Pearsall,Jameson Williams,Drake Maye,Travis Kelce
3023,0,72.72,npamlanye,Puka Nacua,Cam Skattebo,Zay Flowers,Sam LaPorta,David Montgomery,Jared Goff
3023,0,72.72,krutches93,Jonathan Taylor,Quinshon Judkins,Ladd McConkey,Jauan Jennings,Hunter Henry,Drake Maye
3023,0,72.72,bustersboys,Bijan Robinson,Davante Adams,Chuba Hubbard,Justin Herbert,Sam LaPorta,Jameson Williams
3023,0,72.72,davis410,Omarion Hampton,Nico Collins,Chuba Hubbard,Justin Herbert,Travis Kelce,Tyquan Thornton
3028,0,72.66,thesequel21,Josh Allen,Amon-Ra St. Brown,A.J. Brown,David Montgomery,Travis Etienne Jr.,Cade Otton
3028,0,72.66,cavaleman,Derrick Henry,Josh Allen,Drake London,Brian Thomas,D.J. Moore,Zach Ertz
3028,0,72.66,copperprices,Josh Allen,Malik Nabers,Alvin Kamara,Travis Etienne Jr.,Dalton Kincaid,Jerry Jeudy
3028,0,72.66,warriorbetz,Josh Allen,Davante Adams,Travis Etienne Jr.,Sam LaPorta,David Montgomery,Tyquan Thornton
3032,0,72.64,lineofscrimmage,Malik Nabers,Amon-Ra St. Brown,Tetairoa McMillan,TreVeyon Henderson,Brenton Strange,Jaxson Dart
3033,0,72.62,bigfudgy,Christian McCaffrey,Ladd McConkey,Tyler Warren,Justin Herbert,D.J. Moore,Isiah Pacheco
3033,0,72.62,simonsays,Saquon Barkley,Nico Collins,Quinshon Judkins,Justin Herbert,Dalton Kincaid,Calvin Ridley
3033,0,72.62,kpark829,Christian McCaffrey,Brian Thomas,Quinshon Judkins,Jameson Williams,Jared Goff,Harold Fannin
3033,0,72.62,awe419,Bijan Robinson,Davante Adams,Jakobi Meyers,Justin Herbert,Tony Pollard,Juwan Johnson
3037,0,72.58,berettajames,Lamar Jackson,Amon-Ra St. Brown,Quinshon Judkins,Chris Olave,Mark Andrews,DeVonta Smith
3037,0,72.58,marqymarq1,Bucky Irving,Rome Odunze,TreVeyon Henderson,Caleb Williams,Juwan Johnson,Keon Coleman
3037,0,72.58,tubinis2121,Malik Nabers,Ashton Jeanty,Alvin Kamara,Tetairoa McMillan,Travis Kelce,Daniel Jones
3037,0,72.58,danjpreciado,Derrick Henry,Amon-Ra St. Brown,Zay Flowers,Tony Pollard,Hunter Henry,Daniel Jones
3037,0,72.58,urbanik,Rome Odunze,Omarion Hampton,Caleb Williams,Ricky Pearsall,D.J. Moore,Brenton Strange
3037,0,72.58,copperprices,Jahmyr Gibbs,Cam Skattebo,Drake London,Keenan Allen,Juwan Johnson,Daniel Jones
3037,0,72.58,copperprices,James Cook,Zay Flowers,Ladd McConkey,Travis Etienne Jr.,Travis Kelce,Geno Smith
3037,0,72.58,mariosolar,James Cook,Rome Odunze,Ricky Pearsall,Daniel Jones,Michael Pittman Jr.,Zach Ertz
3037,0,72.58,steelpr,James Cook,Cam Skattebo,Drake London,Caleb Williams,Tre Tucker,Oronde Gadsden
3037,0,72.58,jessepatriss22,Lamar Jackson,Amon-Ra St. Brown,Quinshon Judkins,Keenan Allen,Chuba Hubbard,Juwan Johnson
3037,0,72.58,jtmckenzi,Saquon Barkley,Rome Odunze,Brian Thomas,Caleb Williams,Travis Etienne Jr.,Cade Otton
3037,0,72.58,copperprices,Omarion Hampton,Lamar Jackson,Quinshon Judkins,Brian Thomas,Zach Ertz,Tre Tucker
3049,0,72.56,ingelx,Josh Allen,Brock Bowers,Alvin Kamara,Travis Etienne Jr.,Jauan Jennings,Keon Coleman
3049,0,72.56,awe419,Bucky Irving,Nico Collins,Ricky Pearsall,Tony Pollard,Brock Purdy,Juwan Johnson
3051,0,72.52,vogeyberra8,Kyren Williams,Bucky Irving,Brian Thomas,Sam LaPorta,Drake Maye,DeVonta Smith
3052,0,72.5,urbanik,Omarion Hampton,Jalen Hurts,A.J. Brown,Sam LaPorta,Travis Etienne Jr.,Darnell Mooney
3052,0,72.5,benrothlesberger,Jonathan Taylor,Jalen Hurts,Zay Flowers,DeVonta Smith,Chris Olave,Dallas Goedert
3054,0,72.48,ses31,Lamar Jackson,Amon-Ra St. Brown,Ricky Pearsall,Travis Etienne Jr.,Zach Ertz,Tyquan Thornton
3054,0,72.48,imagikarp,Saquon Barkley,Ashton Jeanty,A.J. Brown,Jakobi Meyers,Zach Ertz,Geno Smith
3054,0,72.48,lavalord,Puka Nacua,Ladd McConkey,Kyren Williams,Daniel Jones,D'Andre Swift,Cole Kmet
3054,0,72.48,burtbra3,Puka Nacua,Tyler Warren,A.J. Brown,Jameson Williams,Chuba Hubbard,Daniel Jones
3054,0,72.48,jessepatriss22,Bijan Robinson,Rome Odunze,A.J. Brown,TreVeyon Henderson,Sam LaPorta,Geno Smith
3059,0,72.46,drapp,Josh Allen,Amon-Ra St. Brown,Ladd McConkey,Travis Kelce,D'Andre Swift,David Montgomery
3059,0,72.46,copperprices,Jonathan Taylor,Brock Bowers,Chuba Hubbard,Quentin Johnston,Jauan Jennings,Brock Purdy
3059,0,72.46,d4ve,Bucky Irving,Josh Allen,Brian Thomas,Jakobi Meyers,David Montgomery,Dalton Kincaid
3062,0,72.44,topstatnft,Saquon Barkley,Brock Bowers,Deebo Samuel,TreVeyon Henderson,Marcus Mariota,Calvin Ridley
3062,0,72.44,berettajames,Christian McCaffrey,Cam Skattebo,A.J. Brown,Chris Olave,Travis Kelce,Jaxson Dart
3064,0,72.42,joekali,Saquon Barkley,Ashton Jeanty,Ladd McConkey,Justin Herbert,Juwan Johnson,Chris Godwin
3064,0,72.42,razor33,James Cook,Nico Collins,Justin Herbert,Quentin Johnston,Jerry Jeudy,Chig Okonkwo
3064,0,72.42,topfantasyplays,Jonathan Taylor,Cam Skattebo,Ladd McConkey,Drake Maye,Hunter Henry,Michael Pittman Jr.
3064,0,72.42,samheff,Puka Nacua,Ladd McConkey,Drake London,Sam LaPorta,David Montgomery,Jared Goff
3068,0,72.4,chadcandles,Jonathan Taylor,Jalen Hurts,Emeka Egbuka,DeVonta Smith,David Montgomery,Dallas Goedert
3069,0,72.38,topfantasyplays,Bucky Irving,Kyren Williams,Tetairoa McMillan,Michael Pittman Jr.,Travis Kelce,Daniel Jones
3069,0,72.38,berettajames,Saquon Barkley,Rome Odunze,Deebo Samuel,Caleb Williams,Jameson Williams,Brenton Strange
3069,0,72.38,lineofscrimmage,Amon-Ra St. Brown,Brock Bowers,Tetairoa McMillan,Alvin Kamara,Michael Pittman Jr.,Geno Smith
3069,0,72.38,manaray31,Christian McCaffrey,Cam Skattebo,Tyler Warren,Daniel Jones,Jameson Williams,Josh Downs
3073,0,72.36,joekali,Jonathan Taylor,Emeka Egbuka,Ricky Pearsall,Brock Purdy,Chuba Hubbard,Brenton Strange
3073,0,72.36,hett711,Josh Allen,Bucky Irving,Tetairoa McMillan,Chris Olave,Jameson Williams,David Njoku
3073,0,72.36,cgeeeeee,Derrick Henry,Bucky Irving,Xavier Worthy,Keenan Allen,Jayden Daniels,David Njoku
3073,0,72.36,urbanik,Malik Nabers,Josh Allen,Alvin Kamara,Dalton Kincaid,Travis Etienne Jr.,Keon Coleman
3077,0,72.32,imagikarp,Kyren Williams,Amon-Ra St. Brown,Alvin Kamara,Sam LaPorta,Jared Goff,Michael Pittman Jr.
3077,0,72.32,tonysprocket,Saquon Barkley,Rome Odunze,Quinshon Judkins,Justin Herbert,Jauan Jennings,Oronde Gadsden
3079,0,72.3,tubinis2121,Jahmyr Gibbs,Nico Collins,Tony Pollard,Travis Kelce,Patrick Mahomes,Darnell Mooney
3079,0,72.3,beaudiddly,Christian McCaffrey,Jalen Hurts,Tyler Warren,DeVonta Smith,Jameson Williams,Elic Ayomanor
3079,0,72.3,ffbwizard,Derrick Henry,Rome Odunze,Ricky Pearsall,Xavier Worthy,Patrick Mahomes,David Njoku
3079,0,72.3,giomfvanni,Jonathan Taylor,Jalen Hurts,Cam Skattebo,Quentin Johnston,DeVonta Smith,Zach Ertz
3079,0,72.3,ecoxer10,Omarion Hampton,Jalen Hurts,Sam LaPorta,DeVonta Smith,Michael Pittman Jr.,Keon Coleman
3084,0,72.28,joekali,Omarion Hampton,Brock Bowers,Brian Thomas,Michael Pittman Jr.,Geno Smith,Jacory Croskey-Merritt
3084,0,72.28,ecoxer10,Bijan Robinson,Davante Adams,Chuba Hubbard,DeVonta Smith,Geno Smith,Brenton Strange
3084,0,72.28,nez,Jahmyr Gibbs,Emeka Egbuka,Caleb Williams,Juwan Johnson,D.J. Moore,Xavier Worthy
3084,0,72.28,ecoxer10,Omarion Hampton,Rome Odunze,Brian Thomas,Jakobi Meyers,Mark Andrews,Geno Smith
3088,0,72.26,wutangkillabees,Josh Allen,Bucky Irving,Chris Olave,Sam LaPorta,Keon Coleman,Christian Kirk
3088,0,72.26,berettajames,Christian McCaffrey,A.J. Brown,Zay Flowers,Hunter Henry,Brock Purdy,Keon Coleman
3088,0,72.26,kuruc711,Jonathan Taylor,Cam Skattebo,Ricky Pearsall,Quentin Johnston,David Njoku,Brock Purdy
3091,0,72.22,cognition10,Jahmyr Gibbs,Rome Odunze,Quinshon Judkins,Sam LaPorta,Jared Goff,Darnell Mooney
3091,0,72.22,bustersboys,Derrick Henry,Brock Bowers,Deebo Samuel,D'Andre Swift,Drake Maye,Calvin Ridley
3091,0,72.22,patrickbarnesyoutube,Christian McCaffrey,Ladd McConkey,Drake London,Chris Olave,Justin Herbert,Harold Fannin
3091,0,72.22,cgeeeeee,Bucky Irving,Kyren Williams,Keenan Allen,Ricky Pearsall,Drake Maye,Juwan Johnson
3091,0,72.22,jessepatriss22,Saquon Barkley,Bucky Irving,Ricky Pearsall,Justin Herbert,Travis Kelce,Jauan Jennings
3096,0,72.2,mmanpoker,Derrick Henry,Rome Odunze,Tony Pollard,Patrick Mahomes,Hunter Henry,Tre Tucker
3096,0,72.2,ashton1123,Jalen Hurts,Davante Adams,Brian Thomas,Alvin Kamara,Xavier Worthy,Travis Kelce
3098,0,72.18,shagnastyball17,Malik Nabers,Rome Odunze,Drake London,Caleb Williams,D'Andre Swift,Mark Andrews
3098,0,72.18,tricky8181,Omarion Hampton,Malik Nabers,Quinshon Judkins,Caleb Williams,D.J. Moore,Cole Kmet
3098,0,72.18,nez,Malik Nabers,Ashton Jeanty,Jakobi Meyers,Xavier Worthy,Juwan Johnson,Geno Smith
3098,0,72.18,rcktherlr,Jahmyr Gibbs,Malik Nabers,Drake London,Tetairoa McMillan,Hunter Henry,Daniel Jones
3102,0,72.16,benrothlesberger,Josh Allen,Nico Collins,Chuba Hubbard,D'Andre Swift,Jameson Williams,Dalton Kincaid
3102,0,72.16,bestballviper,Bucky Irving,Kyren Williams,Keenan Allen,Christian Kirk,Brock Purdy,Hunter Henry
3102,0,72.16,awe419,Jahmyr Gibbs,Brock Bowers,Cam Skattebo,DeVonta Smith,Michael Pittman Jr.,Baker Mayfield
3102,0,72.16,kuruc711,Malik Nabers,Amon-Ra St. Brown,Brian Thomas,Alvin Kamara,Dallas Goedert,Trevor Lawrence
3106,0,72.14,gavinhopewood,Saquon Barkley,Davante Adams,Drake London,DeVonta Smith,Juwan Johnson,Spencer Rattler
3106,0,72.14,shawty247,James Cook,Rome Odunze,Ladd McConkey,DeVonta Smith,Hunter Henry,Jaxson Dart
3108,0,72.12,drapp,Derrick Henry,Amon-Ra St. Brown,Ricky Pearsall,Travis Etienne Jr.,Harold Fannin,Jared Goff
3109,0,72.08,awe419,Saquon Barkley,Nico Collins,Drake London,Tony Pollard,Juwan Johnson,Daniel Jones
3109,0,72.08,joekali,Saquon Barkley,Brock Bowers,Drake London,Xavier Worthy,David Montgomery,Geno Smith
3109,0,72.08,daddy34,Jonathan Taylor,Emeka Egbuka,Ricky Pearsall,Travis Etienne Jr.,Jayden Daniels,Harold Fannin
3109,0,72.08,awe419,Lamar Jackson,Davante Adams,Tetairoa McMillan,Tony Pollard,D'Andre Swift,Kyle Pitts
3109,0,72.08,lee121503,Bucky Irving,Lamar Jackson,Brian Thomas,Tetairoa McMillan,Xavier Worthy,Mark Andrews
3109,0,72.08,danjpreciado,Saquon Barkley,Brock Bowers,Drake London,Xavier Worthy,David Montgomery,Geno Smith
3109,0,72.08,daddy34,Jahmyr Gibbs,Cam Skattebo,Deebo Samuel,Jayden Daniels,Michael Pittman Jr.,Chig Okonkwo
3116,0,72.06,hett711,Derrick Henry,Ashton Jeanty,Zay Flowers,Brian Thomas,David Njoku,Trevor Lawrence
3116,0,72.06,tubinis2121,Omarion Hampton,Kyren Williams,Ricky Pearsall,Brock Purdy,Brenton Strange,Josh Downs
3118,0,72.02,bustersboys,Saquon Barkley,Davante Adams,Brian Thomas,Sam LaPorta,Jerry Jeudy,Drake Maye
3118,0,72.02,razor33,James Cook,Quentin Johnston,Sam LaPorta,Jared Goff,D.J. Moore,Jerry Jeudy
3120,0,72,topfantasyplays,Bijan Robinson,Jalen Hurts,Brian Thomas,Tony Pollard,D.J. Moore,Harold Fannin
3121,0,71.98,lee121503,James Cook,Rome Odunze,Jakobi Meyers,D'Andre Swift,Juwan Johnson,Geno Smith
3121,0,71.98,danjpreciado,Bijan Robinson,Brock Bowers,Zay Flowers,Tony Pollard,Caleb Williams,Keon Coleman
3123,0,71.96,jettns,Christian McCaffrey,Ricky Pearsall,Brian Thomas,Travis Kelce,Brock Purdy,Rashid Shaheed
3123,0,71.96,jagger87,Saquon Barkley,Emeka Egbuka,Ladd McConkey,Xavier Worthy,Cade Otton,Baker Mayfield
3125,0,71.92,daddy34,Saquon Barkley,Cam Skattebo,Drake London,Jameson Williams,Zach Ertz,Jared Goff
3125,0,71.92,d4ve,Jahmyr Gibbs,Ladd McConkey,Drake London,Justin Herbert,Hunter Henry,Nick Chubb
3125,0,71.92,bestballviper,James Cook,Ladd McConkey,Tetairoa McMillan,Justin Herbert,Kyle Pitts,Tyler Allgeier
3128,0,71.88,cgeeeeee,Saquon Barkley,Davante Adams,Tyler Warren,Keenan Allen,Chris Olave,Daniel Jones
3128,0,71.88,awe419,Jahmyr Gibbs,Nico Collins,Drake London,Caleb Williams,Juwan Johnson,Nick Chubb
3128,0,71.88,drapp,Christian McCaffrey,Cam Skattebo,Tyler Warren,Jauan Jennings,Daniel Jones,Mike Evans
3128,0,71.88,hett711,Lamar Jackson,Ashton Jeanty,Brian Thomas,Tetairoa McMillan,Travis Kelce,Chris Godwin
3132,0,71.86,housealwayswins,Omarion Hampton,Josh Allen,Alvin Kamara,DeVonta Smith,D.J. Moore,David Njoku
3132,0,71.86,twelvefluidounces,Derrick Henry,Josh Allen,Keenan Allen,Travis Etienne Jr.,Dalton Kincaid,Jameson Williams
3132,0,71.86,noahwhit47,Josh Allen,Nico Collins,Alvin Kamara,TreVeyon Henderson,Dalton Kincaid,Keon Coleman
3132,0,71.86,hawkberg,Bucky Irving,Kyren Williams,Ricky Pearsall,Keenan Allen,Brock Purdy,Brenton Strange
3136,0,71.82,tubinis2121,Puka Nacua,Zay Flowers,Ladd McConkey,Sam LaPorta,Drake Maye,David Montgomery
3136,0,71.82,danjpreciado,Jonathan Taylor,Zay Flowers,Quinshon Judkins,Jameson Williams,Hunter Henry,Jared Goff
3138,0,71.8,awe419,Bijan Robinson,Jalen Hurts,Ricky Pearsall,Tony Pollard,Chris Olave,David Njoku
3138,0,71.8,danjpreciado,Jahmyr Gibbs,Jalen Hurts,A.J. Brown,Travis Etienne Jr.,Michael Pittman Jr.,Cade Otton
3138,0,71.8,abcd4761,Christian McCaffrey,Jalen Hurts,A.J. Brown,Chris Olave,Michael Pittman Jr.,Mark Andrews
3138,0,71.8,nez,Puka Nacua,Jalen Hurts,Tyler Warren,DeVonta Smith,David Montgomery,Darnell Mooney
3142,0,71.78,roofingman,Omarion Hampton,Rome Odunze,TreVeyon Henderson,Caleb Williams,Juwan Johnson,Tre Tucker
3142,0,71.78,manaray31,Saquon Barkley,Cam Skattebo,Drake London,Caleb Williams,Juwan Johnson,Jerry Jeudy
3142,0,71.78,danjpreciado,Derrick Henry,Rome Odunze,Jakobi Meyers,Caleb Williams,Dallas Goedert,Mike Evans
3142,0,71.78,npamlanye,Jonathan Taylor,Davante Adams,Tyler Warren,DeVonta Smith,Daniel Jones,D'Andre Swift
3142,0,71.78,cwade2013,Omarion Hampton,Rome Odunze,Jakobi Meyers,Hunter Henry,Geno Smith,Tre Tucker
3147,0,71.76,zahzz,James Cook,Emeka Egbuka,Brian Thomas,Jameson Williams,Baker Mayfield,Isaiah Likely
3147,0,71.76,gabrainos,Christian McCaffrey,Cam Skattebo,Brian Thomas,Juwan Johnson,Michael Pittman Jr.,Trevor Lawrence
3149,0,71.72,dabk,James Cook,Nico Collins,Jayden Daniels,Tony Pollard,Sam LaPorta,Mike Evans
3149,0,71.72,drapp,Christian McCaffrey,Zay Flowers,Tyler Warren,Keenan Allen,Justin Herbert,David Montgomery
3149,0,71.72,jtmckenzi,James Cook,Kyren Williams,Brian Thomas,Sam LaPorta,Xavier Worthy,Jared Goff
3149,0,71.72,krutches93,Saquon Barkley,Amon-Ra St. Brown,Chuba Hubbard,Sam LaPorta,Jared Goff,Jerry Jeudy
3149,0,71.72,patrickbarnesyoutube,Bucky Irving,Malik Nabers,Alvin Kamara,Tetairoa McMillan,Drake Maye,Zach Ertz
3154,0,71.7,berettajames,Jahmyr Gibbs,Jalen Hurts,Emeka Egbuka,Sam LaPorta,D.J. Moore,Jerry Jeudy
3155,0,71.68,ironcitypounders,Omarion Hampton,Rome Odunze,TreVeyon Henderson,Jakobi Meyers,Geno Smith,Cade Otton
3155,0,71.68,loudogggg,Omarion Hampton,Nico Collins,Chuba Hubbard,Caleb Williams,Dalton Kincaid,Jerry Jeudy
3155,0,71.68,patrickbarnesyoutube,Saquon Barkley,Brock Bowers,Drake London,Tony Pollard,Geno Smith,Jerry Jeudy
3155,0,71.68,monkfish,Puka Nacua,Davante Adams,Ladd McConkey,Tony Pollard,Daniel Jones,Dalton Schultz
3155,0,71.68,manaray31,Jahmyr Gibbs,Brock Bowers,Zay Flowers,TreVeyon Henderson,Michael Pittman Jr.,Geno Smith
3160,0,71.66,schmoe330,Josh Allen,Chuba Hubbard,Alvin Kamara,Chris Olave,Juwan Johnson,Khalil Shakir
3160,0,71.66,ingelx,Saquon Barkley,Kyren Williams,Ricky Pearsall,Xavier Worthy,Mark Andrews,Brock Purdy
3160,0,71.66,msugrl33,Josh Allen,Cam Skattebo,Ricky Pearsall,DeVonta Smith,Dalton Kincaid,D'Andre Swift
3160,0,71.66,aaronjh22,Bucky Irving,Josh Allen,Alvin Kamara,Keenan Allen,DeVonta Smith,Harold Fannin
3164,0,71.64,cognition10,Malik Nabers,Amon-Ra St. Brown,Alvin Kamara,Keenan Allen,Hunter Henry,Jaxson Dart
3164,0,71.64,crblake2,Christian McCaffrey,Cam Skattebo,Brian Thomas,Sam LaPorta,D.J. Moore,Marcus Mariota
3166,0,71.62,gagliope,James Cook,Cam Skattebo,Zay Flowers,Jameson Williams,Dalton Kincaid,Jared Goff
3166,0,71.62,tonysprocket,Saquon Barkley,Rome Odunze,Quinshon Judkins,Justin Herbert,Jameson Williams,Oronde Gadsden
3166,0,71.62,guardianx2o,James Cook,Justin Herbert,Tyler Warren,Nick Chubb,Stefon Diggs,Tyler Lockett
