place,payout,points,username,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
2893,0,71.1,spungos,Jaxon Smith-Njigba,Davante Adams,Michael Carter,Jake Tonges,Sam Darnold,Hassan Haskins
2893,0,71.1,goazcards,Jaxon Smith-Njigba,Davante Adams,Michael Carter,Jaylen Warren,Sam Darnold,David Njoku
2895,0,71.08,fantasygrinder,Christian McCaffrey,Jake Ferguson,Kenneth Walker III,Zay Flowers,Kendrick Bourne,Mac Jones
2896,0,71.06,baldeagle9901,Josh Jacobs,Travis Etienne Jr.,Tucker Kraft,Jordan Love,Jauan Jennings,Zay Flowers
2896,0,71.06,alekm406,Kyren Williams,Quinshon Judkins,Ladd McConkey,Justin Herbert,Jakobi Meyers,Chig Okonkwo
2898,0,71.04,berettajames,Emeka Egbuka,George Pickens,Baker Mayfield,Michael Pittman Jr.,Alvin Kamara,Cade Otton
2898,0,71.04,bamamcc,Ashton Jeanty,Stefon Diggs,Drake Maye,Chris Olave,Travis Hunter,Chig Okonkwo
2898,0,71.04,freefries,Javonte Williams,Derrick Henry,Ladd McConkey,Kendrick Bourne,Taysom Hill,Matthew Stafford
2901,0,71,jasta29,Javonte Williams,Trey McBride,DK Metcalf,Jaylen Warren,Zay Flowers,Aaron Rodgers
2902,0,70.98,lenkeith,Jonathan Taylor,Rachaad White,Jake Ferguson,Romeo Doubs,Jauan Jennings,Mac Jones
2902,0,70.98,hotsizauce,Jonathan Taylor,Stefon Diggs,Travis Etienne Jr.,Chris Godwin,Brock Bowers,Lamar Jackson
2904,0,70.96,jeffern8,Ashton Jeanty,Tetairoa McMillan,Kenneth Walker III,Quentin Johnston,David Njoku,Bryce Young
2904,0,70.96,prestigeff,Ashton Jeanty,Tetairoa McMillan,Michael Pittman Jr.,Chase Brown,AJ Barner,Bryce Young
2904,0,70.96,bestballviper,Jaxon Smith-Njigba,Stefon Diggs,Tucker Kraft,Rhamondre Stevenson,Chase Brown,Bryce Young
2907,0,70.94,tbrook3434,Emeka Egbuka,Derrick Henry,Baker Mayfield,Kendrick Bourne,Cade Otton,Alvin Kamara
2908,0,70.92,mwill1989,Kyren Williams,Ja'Marr Chase,Kenneth Walker III,Quentin Johnston,Darren Waller,Trevor Lawrence
2908,0,70.92,whodeysss,Emeka Egbuka,Ja'Marr Chase,Jaylen Warren,Hunter Henry,Kendrick Bourne,Trevor Lawrence
2910,0,70.9,chadcandles,Ashton Jeanty,Jaylen Waddle,Quentin Johnston,Daniel Jones,Rhamondre Stevenson,Juwan Johnson
2911,0,70.86,cutcutler,Jonathan Taylor,Kenneth Walker III,Jordan Love,Romeo Doubs,David Njoku,Kendrick Bourne
2911,0,70.86,manaray31,Kyren Williams,Ja'Marr Chase,Jordan Love,Romeo Doubs,AJ Barner,Dontayvion Wicks
2911,0,70.86,mtmrevolt,Jaxon Smith-Njigba,Jake Ferguson,Quentin Johnston,Chase Brown,Travis Hunter,Bryce Young
2911,0,70.86,awerdonsports,Jonathan Taylor,Jordan Love,Quentin Johnston,Jaylen Warren,Chris Godwin,Juwan Johnson
2911,0,70.86,awe419,Jaxon Smith-Njigba,Davante Adams,Justin Herbert,Hunter Henry,Tony Pollard,Alvin Kamara
2916,0,70.84,baldwinju,Jonathan Taylor,Jake Ferguson,Dak Prescott,Calvin Ridley,Marvin Harrison,CeeDee Lamb
2916,0,70.84,lenkeith,Christian McCaffrey,Jake Ferguson,Dak Prescott,Jauan Jennings,Chris Godwin,Alvin Kamara
2916,0,70.84,goldglovedsj11,Rachaad White,Ja'Marr Chase,Quentin Johnston,Baker Mayfield,David Njoku,Tre Tucker
2919,0,70.82,gcbeinin,Ashton Jeanty,Ja'Marr Chase,Marvin Harrison,Michael Carter,David Njoku,Trevor Lawrence
2919,0,70.82,bwells,Jaxon Smith-Njigba,Jaylen Waddle,Tucker Kraft,Michael Pittman Jr.,Chase Brown,Tua Tagovailoa
2921,0,70.8,hawkberg,Jonathan Taylor,Stefon Diggs,Jaylen Warren,Jakobi Meyers,Sam Darnold,Harold Fannin
2922,0,70.78,jorland50,Emeka Egbuka,Ja'Marr Chase,Jaylen Warren,Michael Pittman Jr.,Daniel Jones,Michael Mayer
2922,0,70.78,gpngc,Jonathan Taylor,Tyler Warren,Derrick Henry,Jakobi Meyers,Jauan Jennings,Mac Jones
2924,0,70.76,asklivan,Emeka Egbuka,Ja'Marr Chase,Quentin Johnston,Tony Pollard,Bryce Young,Michael Mayer
2924,0,70.76,jewishmccaffrey,Jonathan Taylor,Trey McBride,Kenneth Walker III,Jakobi Meyers,Calvin Ridley,Kyler Murray
2924,0,70.76,schubes123376,Javonte Williams,Ja'Marr Chase,Jordan Love,Romeo Doubs,Jaylen Warren,Brock Bowers
2924,0,70.76,brorannosaurusflex,De'Von Achane,Stefon Diggs,Keenan Allen,Michael Carter,Bryce Young,Tommy Tremble
2924,0,70.76,ez116,Javonte Williams,Tetairoa McMillan,Jordan Love,Jaylen Warren,Matthew Golden,Brock Bowers
2929,0,70.74,shagnastyball17,Javonte Williams,Stefon Diggs,Drake Maye,Chris Godwin,Matthew Golden,Jake Tonges
2929,0,70.74,mosioatunya,Rico Dowdle,Quinshon Judkins,Dak Prescott,Michael Pittman Jr.,Zay Flowers,David Njoku
2929,0,70.74,nez,De'Von Achane,Stefon Diggs,Drake Maye,Hunter Henry,Rashid Shaheed,Jauan Jennings
2929,0,70.74,phillyjoe80,Christian McCaffrey,Jake Ferguson,Dak Prescott,TreVeyon Henderson,Tee Higgins,Elic Ayomanor
2933,0,70.72,tdstrikers,Emeka Egbuka,Tyler Warren,Michael Carter,DK Metcalf,Chase Brown,Trevor Lawrence
2934,0,70.7,kobegoat2424,Christian McCaffrey,Jake Ferguson,Quentin Johnston,Michael Pittman Jr.,Chris Olave,Sam Darnold
2935,0,70.68,tubinis2121,Ashton Jeanty,George Pickens,Keenan Allen,Zay Flowers,David Njoku,Lamar Jackson
2936,0,70.66,steady314,Ja'Marr Chase,Tetairoa McMillan,Keenan Allen,Darren Waller,Rhamondre Stevenson,Bryce Young
2936,0,70.66,kuruc711,Javonte Williams,Jake Ferguson,Travis Etienne Jr.,DK Metcalf,Ricky Pearsall,Brock Purdy
2936,0,70.66,atrayn460,Christian McCaffrey,Jordan Love,Quentin Johnston,Chris Godwin,Bucky Irving,Mark Andrews
2936,0,70.66,fullyloaded,Javonte Williams,Tetairoa McMillan,Jordan Love,DK Metcalf,Jaylen Warren,Cade Otton
2940,0,70.64,tonysprocket,Quinshon Judkins,Davante Adams,DK Metcalf,Drake Maye,Rashid Shaheed,Harold Fannin
2940,0,70.64,awe419,Ashton Jeanty,Tetairoa McMillan,Chris Olave,Baker Mayfield,Tony Pollard,Juwan Johnson
2940,0,70.64,steviebear,Christian McCaffrey,Dak Prescott,Jake Ferguson,Calvin Ridley,Jakobi Meyers,Tee Higgins
2943,0,70.6,piri24,De'Von Achane,Quinshon Judkins,Marvin Harrison,Quentin Johnston,Kyler Murray,Jonnu Smith
2943,0,70.6,awe419,Rachaad White,Tetairoa McMillan,Jaylen Warren,Chris Olave,Juwan Johnson,Aaron Rodgers
2945,0,70.58,patmoore967,Ashton Jeanty,Ja'Marr Chase,Jaylen Warren,Michael Pittman Jr.,Kyler Murray,Michael Mayer
2945,0,70.58,goods,Jonathan Taylor,Trey McBride,Quentin Johnston,Marvin Harrison,Daniel Jones,Hassan Haskins
2945,0,70.58,lenkeith,Christian McCaffrey,Tyler Warren,Stefon Diggs,Chris Godwin,Daniel Jones,Tony Pollard
2945,0,70.58,jkam,Christian McCaffrey,Derrick Henry,Tucker Kraft,Jakobi Meyers,Mac Jones,Sterling Shepard
2945,0,70.58,djrj21,De'Von Achane,Stefon Diggs,Ladd McConkey,Calvin Ridley,Cam Ward,Chig Okonkwo
2950,0,70.56,brorannosaurusflex,Jaxon Smith-Njigba,Davante Adams,Michael Carter,Tony Pollard,Bryce Young,Tommy Tremble
2950,0,70.56,razor33,De'Von Achane,Quentin Johnston,Justin Herbert,Tony Pollard,Jerry Jeudy,Pat Freiermuth
2950,0,70.56,jonyboy67,Emeka Egbuka,George Pickens,Quentin Johnston,Jordan Love,Rhamondre Stevenson,AJ Barner
2953,0,70.54,brobiff,Jaxon Smith-Njigba,Jaylen Warren,Trey McBride,Romeo Doubs,Matthew Stafford,Dontayvion Wicks
2953,0,70.54,jtouchstone,Baker Mayfield,Rachaad White,Cade Otton,Michael Pittman Jr.,Cooper Kupp,Josh Downs
2955,0,70.52,mathology,Ashton Jeanty,Jaylen Waddle,Ladd McConkey,CeeDee Lamb,Jake Tonges,Tua Tagovailoa
2956,0,70.5,grelly,De'Von Achane,Tyler Warren,Kenneth Walker III,Quentin Johnston,Zay Flowers,Tua Tagovailoa
2956,0,70.5,supadupa,Jonathan Taylor,Travis Etienne Jr.,Keenan Allen,Romeo Doubs,Sam Darnold,AJ Barner
2956,0,70.5,awe419,Ashton Jeanty,Tetairoa McMillan,Jaylen Warren,Chris Olave,Jake Tonges,Tua Tagovailoa
2959,0,70.48,lenkeith,Christian McCaffrey,Jake Ferguson,Quentin Johnston,Romeo Doubs,Daniel Jones,Chuba Hubbard
2960,0,70.46,d4ve,Jaxon Smith-Njigba,Davante Adams,Keenan Allen,Justin Herbert,Jaylen Warren,Cade Otton
2960,0,70.46,samolson31,Rachaad White,Davante Adams,Jaylen Warren,Jordan Love,Matthew Golden,Michael Mayer
2962,0,70.44,kobegoat2424,Emeka Egbuka,Quinshon Judkins,Dak Prescott,DK Metcalf,Alvin Kamara,Brenton Strange
2962,0,70.44,metrothoomin,Emeka Egbuka,Derrick Henry,Quentin Johnston,Baker Mayfield,Zay Flowers,Harold Fannin
2964,0,70.42,cavaleman,Jonathan Taylor,Derrick Henry,Stefon Diggs,Darren Waller,Travis Hunter,Trevor Lawrence
2964,0,70.42,benrothlesberger,Ashton Jeanty,Jaylen Waddle,Marvin Harrison,Jaylen Warren,Jake Tonges,Jacoby Brissett
2966,0,70.4,natedizz11,Javonte Williams,George Pickens,Kenneth Walker III,Darren Waller,Rashid Shaheed,Sam Darnold
2966,0,70.4,dabk,Christian McCaffrey,Tyler Warren,Michael Carter,Romeo Doubs,Chris Godwin,Brock Purdy
2966,0,70.4,cowboys282,Jaxon Smith-Njigba,Davante Adams,Chase Brown,Rhamondre Stevenson,Sam Darnold,AJ Barner
2966,0,70.4,bestballviper,Jaxon Smith-Njigba,Stefon Diggs,Tyler Warren,Rhamondre Stevenson,Sam Darnold,Hassan Haskins
2970,0,70.38,brorannosaurusflex,Christian McCaffrey,Tucker Kraft,DK Metcalf,Jauan Jennings,Mac Jones,Kenneth Gainwell
2970,0,70.38,cgeeeeee,Jaxon Smith-Njigba,Brian Thomas,Kenneth Walker III,Hunter Henry,Tony Pollard,Spencer Rattler
2970,0,70.38,phsmith8,Christian McCaffrey,Tyler Warren,Keenan Allen,Quentin Johnston,Chase Brown,Mac Jones
2973,0,70.36,klove6,Quinshon Judkins,George Pickens,Justin Herbert,Keenan Allen,David Njoku,Matthew Golden
2973,0,70.36,lee121503,Ashton Jeanty,Tetairoa McMillan,CeeDee Lamb,Brock Bowers,Rhamondre Stevenson,Bryce Young
2973,0,70.36,bestballviper,Ashton Jeanty,Derrick Henry,Jake Ferguson,Justin Herbert,Zay Flowers,Sterling Shepard
2976,0,70.34,brorannosaurusflex,Jaxon Smith-Njigba,Stefon Diggs,Drake Maye,Hunter Henry,Rhamondre Stevenson,Kenneth Gainwell
2976,0,70.34,berettajames,Javonte Williams,Tetairoa McMillan,Dak Prescott,Michael Carter,Jake Tonges,Tre Tucker
2976,0,70.34,dhudurg76,Jonathan Taylor,Derrick Henry,Ladd McConkey,Matthew Stafford,Hunter Henry,Xavier Legette
2979,0,70.3,cowboys555333sequinstars,Kyren Williams,Quinshon Judkins,DK Metcalf,Keenan Allen,Jake Tonges,Sam Darnold
2980,0,70.28,mosioatunya,Jonathan Taylor,Travis Etienne Jr.,Ladd McConkey,Marvin Harrison,Hunter Henry,Kyler Murray
2980,0,70.28,hotsizauce,De'Von Achane,Quentin Johnston,Kenneth Walker III,Michael Pittman Jr.,Hunter Henry,Brock Purdy
2980,0,70.28,thegrownsimba,Javonte Williams,Ja'Marr Chase,Michael Carter,Daniel Jones,Rashid Shaheed,AJ Barner
2980,0,70.28,jtmckenzi,Javonte Williams,George Pickens,Kenneth Walker III,Darren Waller,Daniel Jones,Ricky Pearsall
2984,0,70.26,lexidog17,Puka Nacua,Tyler Warren,Trey McBride,Matthew Golden,Bryce Young,Hassan Haskins
2984,0,70.26,bestballviper,Rico Dowdle,Quinshon Judkins,Michael Pittman Jr.,Justin Herbert,David Njoku,Tee Higgins
2984,0,70.26,cgeeeeee,Jonathan Taylor,Trey McBride,Derrick Henry,Calvin Ridley,Jakobi Meyers,Geno Smith
2987,0,70.24,jmancan313111,Josh Jacobs,Derrick Henry,Quentin Johnston,Baker Mayfield,Calvin Ridley,Brock Bowers
2987,0,70.24,lober202,Puka Nacua,Derrick Henry,Drake Maye,Chase Brown,Matthew Golden,Taysom Hill
2987,0,70.24,fflinx,Emeka Egbuka,Rico Dowdle,Dak Prescott,CeeDee Lamb,AJ Barner,Hassan Haskins
2990,0,70.2,btxj,Ashton Jeanty,Jaylen Waddle,Michael Carter,Calvin Ridley,Daniel Jones,AJ Barner
2990,0,70.2,snd99,De'Von Achane,Derrick Henry,Darren Waller,Tee Higgins,Jauan Jennings,Tua Tagovailoa
2992,0,70.18,ndub02,Ashton Jeanty,Tetairoa McMillan,Chris Olave,Hunter Henry,Alvin Kamara,Spencer Rattler
2992,0,70.18,benlanc99,Ashton Jeanty,Stefon Diggs,Tucker Kraft,Daniel Jones,Calvin Ridley,Josh Downs
2994,0,70.16,dalemcnail,Josh Jacobs,Tyler Warren,Travis Etienne Jr.,Jakobi Meyers,Calvin Ridley,Geno Smith
2994,0,70.16,chadcandles,Ashton Jeanty,Tyler Warren,Ladd McConkey,Kenneth Walker III,Jakobi Meyers,Geno Smith
2994,0,70.16,cavaleman,De'Von Achane,Davante Adams,Jordan Love,Romeo Doubs,Brock Bowers,Kendre Miller
2994,0,70.16,danjpreciado,Christian McCaffrey,Travis Etienne Jr.,Jake Ferguson,Jordan Love,Chris Olave,Dontayvion Wicks
2994,0,70.16,yuzenn,Kyren Williams,Rachaad White,Romeo Doubs,Jordan Love,Jake Tonges,Zay Flowers
2999,0,70.14,cavaleman,Rico Dowdle,Quinshon Judkins,Dak Prescott,Quentin Johnston,Jauan Jennings,Cade Otton
2999,0,70.14,tbrook3434,Javonte Williams,Tetairoa McMillan,Dak Prescott,Marvin Harrison,Kendrick Bourne,Mark Andrews
2999,0,70.14,tubinis2121,Jonathan Taylor,Stefon Diggs,Drake Maye,Chase Brown,Hunter Henry,Rashid Shaheed
2999,0,70.14,barrelman71,Javonte Williams,Tetairoa McMillan,Dak Prescott,Darren Waller,Matthew Golden,Zay Flowers
3003,0,70.12,drapp,Puka Nacua,Trey McBride,Rachaad White,Ricky Pearsall,Kyler Murray,Hassan Haskins
3003,0,70.12,goochassassin,Puka Nacua,Trey McBride,Brian Thomas,Trevor Lawrence,TreVeyon Henderson,Jerry Jeudy
3005,0,70.08,patrickbarnesyoutube,Christian McCaffrey,Jake Ferguson,Quentin Johnston,Zay Flowers,Daniel Jones,Chris Godwin
3006,0,70.06,urbanik,Christian McCaffrey,Tucker Kraft,Jordan Love,Chase Brown,Zay Flowers,Tee Higgins
3006,0,70.06,grelly,Christian McCaffrey,Jake Ferguson,Brian Thomas,Jakobi Meyers,TreVeyon Henderson,Geno Smith
3006,0,70.06,ahodaniel,George Pickens,Quinshon Judkins,Justin Herbert,Keenan Allen,TreVeyon Henderson,Harold Fannin
3006,0,70.06,lexidog17,Ashton Jeanty,Tyler Warren,Jordan Love,Matthew Golden,Hassan Haskins,Tee Higgins
3006,0,70.06,bhokevin,Javonte Williams,Tetairoa McMillan,Darren Waller,Jaylen Warren,Mike Evans,Bryce Young
3011,0,70.04,cutcutler,Emeka Egbuka,George Pickens,Dak Prescott,Keenan Allen,Kendre Miller,AJ Barner
3011,0,70.04,rotoheatcraigb,Kyren Williams,Quinshon Judkins,Drake Maye,Marvin Harrison,Matthew Golden,Cade Otton
3011,0,70.04,hotsoupcomingthrough,Quinshon Judkins,Rachaad White,DK Metcalf,Baker Mayfield,Cade Otton,Zay Flowers
3014,0,70,kobegoat2424,Christian McCaffrey,Quentin Johnston,Jake Ferguson,Darren Waller,Chris Godwin,Kyler Murray
3014,0,70,manaray31,Jaxon Smith-Njigba,Stefon Diggs,Jake Ferguson,Michael Pittman Jr.,Sam Darnold,Tony Pollard
3014,0,70,bestballviper,Quinshon Judkins,Rachaad White,DK Metcalf,Marvin Harrison,Sam Darnold,AJ Barner
3014,0,70,awe419,De'Von Achane,Travis Etienne Jr.,Tyler Warren,Michael Pittman Jr.,Zay Flowers,Tua Tagovailoa
3018,0,69.98,berettajames,Kyren Williams,Ja'Marr Chase,Michael Carter,Quentin Johnston,Jake Tonges,Mac Jones
3018,0,69.98,krutches93,Christian McCaffrey,Jaylen Waddle,Travis Etienne Jr.,Jakobi Meyers,Brock Bowers,Geno Smith
3018,0,69.98,peteroverzet,Javonte Williams,Tyler Warren,Michael Carter,Daniel Jones,Jauan Jennings,Jalen Coker
3021,0,69.96,jtmckenzi,Rachaad White,Ja'Marr Chase,Keenan Allen,Justin Herbert,Tony Pollard,Mark Andrews
3022,0,69.94,brorannosaurusflex,Emeka Egbuka,George Pickens,Drake Maye,Hunter Henry,Jauan Jennings,Kenneth Gainwell
3022,0,69.94,grelly,Javonte Williams,Ja'Marr Chase,Dak Prescott,Michael Carter,Zay Flowers,AJ Barner
3022,0,69.94,benrothlesberger,Javonte Williams,Ja'Marr Chase,Drake Maye,Jaylen Warren,Rashid Shaheed,Mark Andrews
3022,0,69.94,ingelx,Jaxon Smith-Njigba,Travis Etienne Jr.,Tucker Kraft,Baker Mayfield,Jauan Jennings,TreVeyon Henderson
3022,0,69.94,awe419,Christian McCaffrey,Travis Etienne Jr.,Brian Thomas,Matthew Stafford,Jakobi Meyers,Cade Otton
3022,0,69.94,lee121503,Javonte Williams,Rachaad White,Drake Maye,Hunter Henry,Matthew Golden,Rashid Shaheed
3022,0,69.94,jkam,Jaxon Smith-Njigba,Stefon Diggs,Tucker Kraft,Baker Mayfield,Tony Pollard,Hassan Haskins
3029,0,69.92,grelly,De'Von Achane,Jaylen Waddle,Jake Ferguson,Quentin Johnston,Tua Tagovailoa,Zach Charbonnet
3029,0,69.92,ahodaniel,Quinshon Judkins,George Pickens,Romeo Doubs,Michael Pittman Jr.,Trevor Lawrence,Jake Tonges
3031,0,69.9,jpcissel9,Puka Nacua,Tyler Warren,Ladd McConkey,Zay Flowers,Lamar Jackson,Tony Pollard
3032,0,69.88,berettajames,Puka Nacua,Stefon Diggs,Trey McBride,Daniel Jones,Chase Brown,Josh Downs
3033,0,69.86,jettns,Jonathan Taylor,Jake Ferguson,Ladd McConkey,Jakobi Meyers,Calvin Ridley,Geno Smith
3033,0,69.86,brorannosaurusflex,Rico Dowdle,Davante Adams,Keenan Allen,Justin Herbert,Tony Pollard,Hunter Long
3033,0,69.86,kuruc711,Rico Dowdle,Quinshon Judkins,Marvin Harrison,Jordan Love,AJ Barner,Zay Flowers
3036,0,69.84,cognition10,Christian McCaffrey,Jake Ferguson,Dak Prescott,Rhamondre Stevenson,Rashid Shaheed,Tre Tucker
3036,0,69.84,tad4764,Christian McCaffrey,Trey McBride,Chase Brown,Matthew Stafford,Tee Higgins,Sterling Shepard
3036,0,69.84,awe419,Christian McCaffrey,Jake Ferguson,Brian Thomas,Jakobi Meyers,Matthew Stafford,Zach Charbonnet
3036,0,69.84,mikeygenius,Ja'Marr Chase,Davante Adams,Dak Prescott,Zay Flowers,Jaylen Warren,AJ Barner
3040,0,69.82,brorannosaurusflex,De'Von Achane,Stefon Diggs,Tucker Kraft,Michael Pittman Jr.,Trevor Lawrence,Dyami Brown
3041,0,69.76,drapp,Javonte Williams,Jaylen Waddle,Travis Etienne Jr.,Drake Maye,CeeDee Lamb,Mark Andrews
3041,0,69.76,jtmckenzi,Christian McCaffrey,Tucker Kraft,Jordan Love,Jaylen Warren,Jakobi Meyers,Tee Higgins
3041,0,69.76,mosioatunya,Javonte Williams,Ja'Marr Chase,Tucker Kraft,Michael Carter,Zay Flowers,Bryce Young
3044,0,69.74,cgeeeeee,Emeka Egbuka,Rachaad White,Baker Mayfield,Darren Waller,Tony Pollard,Kendrick Bourne
3044,0,69.74,cooldaddee,Kyren Williams,Derrick Henry,Baker Mayfield,Quentin Johnston,Matthew Golden,Juwan Johnson
3046,0,69.68,zzznote,Puka Nacua,Brian Thomas,Tucker Kraft,Daniel Jones,Chase Brown,Zach Charbonnet
3046,0,69.68,phsmith8,Emeka Egbuka,Ja'Marr Chase,DK Metcalf,Chase Brown,Cade Otton,Mac Jones
3048,0,69.66,jgfc,Jonathan Taylor,Derrick Henry,Tucker Kraft,Chris Godwin,Jauan Jennings,Brock Purdy
3048,0,69.66,joshrobert12,Kyren Williams,Trey McBride,Jordan Love,Jaylen Warren,Tee Higgins,Rashid Shaheed
3048,0,69.66,manaray31,Quinshon Judkins,Rico Dowdle,Jordan Love,Romeo Doubs,Jakobi Meyers,David Njoku
3048,0,69.66,jdubs1035,Jonathan Taylor,Jordan Love,Tucker Kraft,Calvin Ridley,Chris Olave,Zay Flowers
3052,0,69.64,tubinis2121,De'Von Achane,Stefon Diggs,Drake Maye,Hunter Henry,Jauan Jennings,Kendre Miller
3052,0,69.64,creuter22,Ashton Jeanty,Tetairoa McMillan,Dak Prescott,Romeo Doubs,Jauan Jennings,Taysom Hill
3054,0,69.62,d4ve,De'Von Achane,Jaylen Waddle,Tucker Kraft,Jauan Jennings,Tony Pollard,Tua Tagovailoa
3054,0,69.62,mosioatunya,Javonte Williams,Ja'Marr Chase,Michael Carter,Chris Olave,Hunter Henry,Trevor Lawrence
3054,0,69.62,garricktolley,Josh Jacobs,Jaylen Waddle,Keenan Allen,Marvin Harrison,Jake Tonges,Tua Tagovailoa
3054,0,69.62,danjpreciado,Christian McCaffrey,Travis Etienne Jr.,Jake Ferguson,Jakobi Meyers,Zay Flowers,Trevor Lawrence
3058,0,69.6,cgeeeeee,Kyren Williams,Ja'Marr Chase,Tucker Kraft,Lamar Jackson,Jauan Jennings,Rashod Bateman
3059,0,69.58,thegrownsimba,Ashton Jeanty,Tyler Warren,Kenneth Walker III,Daniel Jones,Calvin Ridley,Tee Higgins
3060,0,69.56,jordanchand,Jonathan Taylor,Jake Ferguson,Justin Herbert,Chase Brown,Zay Flowers,Rashid Shaheed
3060,0,69.56,claymachga9967,Ashton Jeanty,Jordan Love,Trey McBride,Marvin Harrison,Zay Flowers,Cooper Kupp
3062,0,69.54,iceyffb,Kyren Williams,Davante Adams,Dak Prescott,Darren Waller,Tony Pollard,Matthew Golden
3062,0,69.54,kcpolack,Jonathan Taylor,Jake Ferguson,Dak Prescott,Rhamondre Stevenson,Jauan Jennings,Matthew Golden
3062,0,69.54,gabrainos,Puka Nacua,Brian Thomas,Drake Maye,Tony Pollard,David Njoku,Tre Tucker
3062,0,69.54,emostertag5,Christian McCaffrey,Jake Ferguson,Dak Prescott,Matthew Golden,Rhamondre Stevenson,Calvin Ridley
3062,0,69.54,kobegoat2424,Puka Nacua,Dak Prescott,Trey McBride,Jaylen Warren,Cooper Kupp,Chase Brown
3062,0,69.54,awe419,Kyren Williams,Tetairoa McMillan,DK Metcalf,Matthew Stafford,Alvin Kamara,Juwan Johnson
3062,0,69.54,boomerwins,Javonte Williams,Jake Ferguson,Dak Prescott,Kendrick Bourne,Matthew Golden,Xavier Legette
3069,0,69.52,cavaleman,Javonte Williams,Davante Adams,Brian Thomas,Chase Brown,Trevor Lawrence,Harold Fannin
3069,0,69.52,yuzenn,Josh Jacobs,Stefon Diggs,Michael Carter,David Njoku,Rashid Shaheed,Kyler Murray
3069,0,69.52,brorannosaurusflex,Jaxon Smith-Njigba,Davante Adams,Michael Carter,Chase Brown,Trevor Lawrence,Hunter Long
3072,0,69.5,ripsewell,Josh Jacobs,Jaylen Waddle,Kenneth Walker III,Hunter Henry,Zay Flowers,Lamar Jackson
3072,0,69.5,goazcards,Josh Jacobs,Quentin Johnston,Michael Pittman Jr.,Kyler Murray,Zach Charbonnet,Brock Bowers
3072,0,69.5,dreamingofsundays,Christian McCaffrey,Travis Etienne Jr.,Brian Thomas,Marvin Harrison,AJ Barner,Lamar Jackson
3072,0,69.5,cavaleman,Kyren Williams,Ja'Marr Chase,Kenneth Walker III,Darren Waller,Matthew Golden,Tua Tagovailoa
3076,0,69.48,krutches93,Jaxon Smith-Njigba,Rachaad White,Chuba Hubbard,Jakobi Meyers,Lamar Jackson,Mark Andrews
3076,0,69.48,berettajames,Jonathan Taylor,Stefon Diggs,Tucker Kraft,Calvin Ridley,Kendrick Bourne,Mac Jones
3078,0,69.46,thegrownsimba,Rachaad White,Quinshon Judkins,Quentin Johnston,Justin Herbert,Michael Mayer,Romeo Doubs
3078,0,69.46,strammy10,Ashton Jeanty,Ja'Marr Chase,Tucker Kraft,Jordan Love,Calvin Ridley,Zach Charbonnet
3080,0,69.44,cashmunion3,Jaxon Smith-Njigba,Stefon Diggs,Dak Prescott,Darren Waller,Zay Flowers,Hassan Haskins
3080,0,69.44,fiddlemygooch,Kyren Williams,Stefon Diggs,Drake Maye,Hunter Henry,Rashid Shaheed,Josh Downs
3080,0,69.44,topfantasyplays,Emeka Egbuka,George Pickens,Baker Mayfield,Michael Carter,Cade Otton,TreVeyon Henderson
3080,0,69.44,tubinis2121,Javonte Williams,Jaylen Waddle,Brian Thomas,Chase Brown,Lamar Jackson,Mark Andrews
3080,0,69.44,mayormcshipit,Ashton Jeanty,Tetairoa McMillan,Drake Maye,Hunter Henry,Jauan Jennings,Rashid Shaheed
3080,0,69.44,kuruc711,Rico Dowdle,Stefon Diggs,Michael Carter,Michael Pittman Jr.,Matthew Stafford,Michael Mayer
3086,0,69.42,berettajames,Puka Nacua,Brian Thomas,Ladd McConkey,Hunter Henry,Trevor Lawrence,Kendre Miller
3086,0,69.42,cowboys555333sequinstars,Quinshon Judkins,Ja'Marr Chase,DK Metcalf,Keenan Allen,David Njoku,Lamar Jackson
3086,0,69.42,jtmckenzi,Puka Nacua,Derrick Henry,Brian Thomas,Darren Waller,Trevor Lawrence,Tony Pollard
3089,0,69.4,krutches93,Javonte Williams,Derrick Henry,Tucker Kraft,Jakobi Meyers,Chris Olave,Lamar Jackson
3090,0,69.38,patrickbarnesyoutube,Javonte Williams,Trey McBride,Quentin Johnston,Jaylen Warren,Ricky Pearsall,Daniel Jones
3090,0,69.38,drapp,Ashton Jeanty,Derrick Henry,Brian Thomas,CeeDee Lamb,Kyler Murray,Mark Andrews
3092,0,69.36,hdjdhdjdjsk,Christian McCaffrey,Trey McBride,Marvin Harrison,Zay Flowers,Calvin Ridley,Kyler Murray
3092,0,69.36,samolson31,Jaxon Smith-Njigba,Stefon Diggs,Tucker Kraft,Jordan Love,Tony Pollard,Jakobi Meyers
3092,0,69.36,lee121503,Jonathan Taylor,Tucker Kraft,Jordan Love,Jakobi Meyers,Matthew Golden,Hassan Haskins
3092,0,69.36,kobegoat2424,Jordan Love,Derrick Henry,Romeo Doubs,DK Metcalf,Zay Flowers,Brenton Strange
3096,0,69.34,thedailydile,Puka Nacua,Ladd McConkey,Trey McBride,Matthew Stafford,Kendrick Bourne,Hassan Haskins
3096,0,69.34,samolson31,Emeka Egbuka,George Pickens,Jaylen Warren,Baker Mayfield,TreVeyon Henderson,Cade Otton
